step,train_loss,wall_clock_time_sec,eval_accuracy,eval_selective_aurc
1,0.7998272180557251,0.3877274990081787,,
2,0.9448039531707764,0.3916633129119873,,
3,0.9588550329208374,0.39818906784057617,,
4,0.9334033131599426,0.40215420722961426,,
5,0.789583146572113,0.4090578556060791,,
6,0.9079620838165283,0.41565752029418945,,
7,0.7687285542488098,0.42259979248046875,,
8,0.8720464110374451,0.4293806552886963,,
9,0.8673735857009888,0.43614792823791504,,
10,0.8383139967918396,0.4433445930480957,,
11,0.915302574634552,0.45052146911621094,,
12,0.86623215675354,0.458005428314209,,
13,0.7990648150444031,0.4650566577911377,,
14,0.7912495136260986,0.47286295890808105,,
15,0.8520281910896301,0.4804697036743164,,
16,0.7522546648979187,0.48868703842163086,,
17,0.7685188055038452,0.4956221580505371,,
18,0.8703510165214539,1.500760793685913,,
19,0.8513045310974121,1.509803295135498,,
20,0.7586145997047424,1.5177242755889893,,
21,0.7574245929718018,1.526585578918457,,
22,0.7193350791931152,1.5349242687225342,,
23,0.9033910036087036,1.542097806930542,,
24,0.8690102100372314,1.550447940826416,,
25,0.7758195400238037,1.5588595867156982,0.517578125,0.48079532384872437
26,0.648029088973999,1.6593780517578125,,
27,0.8108940720558167,1.6642756462097168,,
28,0.7456774711608887,1.671593427658081,,
29,0.780655026435852,1.6788983345031738,,
30,0.8488170504570007,1.6863536834716797,,
31,0.891403079032898,1.694230556488037,,
32,0.8231993913650513,1.7014861106872559,,
33,0.7412202954292297,1.7086806297302246,,
34,0.8279561996459961,1.7179594039916992,,
35,0.841750979423523,1.7260487079620361,,
36,0.8428546190261841,1.7332653999328613,,
37,0.868141770362854,1.7404370307922363,,
38,0.6886674165725708,1.743633508682251,,
39,0.6740723252296448,1.7508459091186523,,
40,0.7002228498458862,1.758108139038086,,
41,0.726881742477417,1.7669596672058105,,
42,0.7753651738166809,1.7760965824127197,,
43,0.7182294726371765,1.7833020687103271,,
44,0.7298421263694763,1.7904963493347168,,
45,0.6581122875213623,1.8030967712402344,,
46,0.6668004989624023,1.8102445602416992,,
47,0.6339545249938965,1.8160672187805176,,
48,0.8415622115135193,1.8245911598205566,,
49,0.674732506275177,1.8339056968688965,,
