step,train_loss,update_delta,final_metric,best_metric,wall_clock_time_sec,step_time_sec,peak_memory_mb,nan_inf_count
1,0.0,0.00011892760085174814,1.0,1.0,0.00027108192443847656,0.00027108192443847656,0.0,0.0
