step,train_loss,train_accuracy,top1_accuracy,top5_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb,resistance_noise_corr,resistance_occlusion_corr
14,1.613486409187317,0.25,0.25,1.0,0.001,0.4097312092781067,0.04596900939941406,0.7552490234375,348.06057839923653,0.0,0.25085610151290894,-0.6893401145935059
15,1.6218910217285156,0.125,0.125,1.0,0.001,0.7163348197937012,0.046007633209228516,0.8048901557922363,347.76837850443076,0.0,0.5294390916824341,-0.04081454128026962
16,1.6042068004608154,0.1875,0.1875,1.0,0.001,0.5861740112304688,0.04654288291931152,0.8551759719848633,343.76899316138616,0.0,0.36739304661750793,-0.04705636203289032
17,1.6059287786483765,0.1875,0.1875,1.0,0.001,0.6831042766571045,0.046633005142211914,0.905562162399292,343.10463053381255,0.0,-0.3483304977416992,-0.5605766773223877
18,1.6063541173934937,0.1875,0.1875,1.0,0.001,0.5011844635009766,0.048539161682128906,0.9581849575042725,329.63074444466275,0.0,0.07792384177446365,0.32737746834754944
19,1.6165472269058228,0.1875,0.1875,1.0,0.001,0.25854188203811646,0.04754900932312012,1.0094480514526367,336.49491814375614,0.0,-0.13662098348140717,-0.1859138458967209
20,1.6075912714004517,0.1875,0.1875,1.0,0.001,0.3444880247116089,0.0459439754486084,1.059748888015747,348.25022962797675,0.0,0.4476507008075714,-0.3491947650909424
21,1.614847183227539,0.125,0.125,1.0,0.001,0.5094910860061646,0.046491146087646484,1.1109771728515625,344.1515502723105,0.0,0.20153841376304626,-0.31999480724334717
22,1.6298686265945435,0.125,0.125,1.0,0.001,0.4239615201950073,0.04670381546020508,1.162309169769287,342.5844300372658,0.0,0.18526436388492584,-0.28656792640686035
23,1.5783311128616333,0.3125,0.3125,1.0,0.001,0.6599713563919067,0.047265052795410156,1.2142789363861084,338.51649482455963,0.0,0.2880537509918213,-0.5337290167808533
24,1.6099531650543213,0.125,0.125,1.0,0.001,0.39664164185523987,0.0492401123046875,1.2677021026611328,324.9383328168578,0.0,0.08949753642082214,-0.12065334618091583
25,1.5948536396026611,0.3125,0.3125,1.0,0.001,0.29361361265182495,0.048306941986083984,1.320849895477295,331.2153355641762,0.0,-0.09866328537464142,-0.2807501256465912
26,1.5999027490615845,0.3125,0.3125,1.0,0.001,0.3777572214603424,0.04830026626586914,1.3738250732421875,331.2611137985843,0.0,0.12469684332609177,-0.18180708587169647
27,1.5984902381896973,0.3125,0.3125,1.0,0.001,0.3551478683948517,0.04748964309692383,1.4263250827789307,336.9155663550651,0.0,-0.24578328430652618,-0.5808509588241577
28,1.62981116771698,0.0625,0.0625,1.0,0.001,0.6172927618026733,0.047109127044677734,1.4782710075378418,339.6369451895339,0.0,-0.17215879261493683,-0.43215295672416687
29,1.6017961502075195,0.25,0.25,1.0,0.001,0.1826106458902359,0.049759864807128906,1.5330491065979004,321.5442819633172,0.0,0.199288010597229,-0.34985947608947754
30,1.6224638223648071,0.1875,0.1875,1.0,0.001,0.33600950241088867,0.04742312431335449,1.5849769115447998,337.38814621908733,0.0,-0.43645936250686646,-0.44661012291908264
31,1.618245005607605,0.1875,0.1875,1.0,0.001,0.32849398255348206,0.046015024185180664,1.6356921195983887,347.71251962425066,0.0,0.07384505867958069,-0.15788178145885468
32,1.5988374948501587,0.25,0.25,1.0,0.001,0.2053184062242508,0.047647953033447266,1.6884551048278809,335.796167125344,0.0,-0.2338116466999054,-0.3247392177581787
33,1.6129051446914673,0.1875,0.1875,1.0,0.001,0.31470102071762085,0.0472109317779541,1.740117073059082,338.90455869950557,0.0,-0.2379680573940277,0.1948353350162506
34,1.5914661884307861,0.3125,0.3125,1.0,0.001,0.3449743092060089,0.0493168830871582,1.7941288948059082,324.432506647329,0.0,-0.35237032175064087,0.07712509483098984
35,1.6047401428222656,0.25,0.25,1.0,0.001,0.135000541806221,0.048297882080078125,1.8477709293365479,331.2774662348946,0.0,-0.44411420822143555,-0.10435710102319717
36,1.6149567365646362,0.1875,0.1875,1.0,0.001,0.20298655331134796,0.048811912536621094,1.9012219905853271,327.7888361369986,0.0,0.05373239517211914,0.0501151941716671
37,1.6103036403656006,0.1875,0.1875,1.0,0.001,0.32109010219573975,0.050225019454956055,1.9566221237182617,318.5663275720477,0.0,-0.018703697249293327,0.3101363480091095
38,1.6059012413024902,0.25,0.25,1.0,0.001,0.2102329581975937,0.04938697814941406,2.010938882827759,323.9720387749585,0.0,0.3956509828567505,0.3044973313808441
39,1.6156615018844604,0.1875,0.1875,1.0,0.001,0.18217509984970093,0.0488429069519043,2.065108060836792,327.58083002216125,0.0,-0.34202495217323303,-0.34836989641189575
40,1.616559386253357,0.1875,0.1875,1.0,0.001,0.22841820120811462,0.04873180389404297,2.1188840866088867,328.3276776453551,0.0,-0.5205603837966919,0.2587011158466339
41,1.5875217914581299,0.3125,0.3125,1.0,0.001,0.3991502523422241,0.048806190490722656,2.1730639934539795,327.82726615471796,0.0,-0.4078710377216339,0.590518057346344
42,1.5701299905776978,0.4375,0.4375,1.0,0.001,0.7620458602905273,0.04885220527648926,2.2270920276641846,327.518479656029,0.0,0.004157750401645899,0.3157068192958832
43,1.6172455549240112,0.1875,0.1875,1.0,0.001,0.311659038066864,0.04755282402038574,2.2805662155151367,336.46792445262247,0.0,-0.26535141468048096,0.4128895699977875
44,1.6120628118515015,0.1875,0.1875,1.0,0.001,0.3101555407047272,0.04855918884277344,2.334075927734375,329.49479555363524,0.0,-0.002525252988561988,0.35256510972976685
45,1.5848034620285034,0.3125,0.3125,1.0,0.001,0.39459362626075745,0.0479731559753418,2.388345241546631,333.51985448328645,0.0,-0.08286670595407486,0.5829795002937317
46,1.5998985767364502,0.25,0.25,1.0,0.001,0.1639052927494049,0.05016779899597168,2.4441111087799072,318.92967840356624,0.0,0.3747575879096985,0.1342364102602005
47,1.6167436838150024,0.1875,0.1875,1.0,0.001,0.3603084981441498,0.049592018127441406,2.4992170333862305,322.63256475837005,0.0,-0.044122904539108276,0.4215650260448456
48,1.591411828994751,0.3125,0.3125,1.0,0.001,0.44764870405197144,0.0483400821685791,2.5535340309143066,330.98826651146965,0.0,-0.020487980917096138,0.44622209668159485
49,1.6051416397094727,0.25,0.25,1.0,0.001,0.28823426365852356,0.04729890823364258,2.6064939498901367,338.27419273537447,0.0,-0.16440238058567047,0.5445189476013184
50,1.5856561660766602,0.3125,0.3125,1.0,0.001,0.36701804399490356,0.04759407043457031,2.65939998626709,336.17633150322604,0.0,-0.06298919022083282,0.40666958689689636
