step,train_mse,val_mse,best_val_mse,warmup_eta
1,0.9356207251548767,0.9946925044059753,0.9946925044059753,0.02
25,0.74917072057724,0.7110065221786499,0.7110065221786499,0.5
50,0.4379974603652954,0.47090399265289307,0.47090399265289307,1.0
75,0.3800453543663025,0.3317177891731262,0.3317177891731262,1.0
100,0.31467998027801514,0.27454012632369995,0.27454012632369995,1.0
125,0.21495655179023743,0.2469308227300644,0.2469308227300644,1.0
150,0.2662503123283386,0.23145079612731934,0.23145079612731934,1.0
175,0.20702755451202393,0.21519389748573303,0.21519389748573303,1.0
200,0.1853010058403015,0.2019394040107727,0.2019394040107727,1.0
225,0.16169260442256927,0.18441778421401978,0.18441778421401978,1.0
250,0.15925976634025574,0.1685968041419983,0.1685968041419983,1.0
275,0.17661124467849731,0.15110094845294952,0.15110094845294952,1.0
300,0.1547902524471283,0.1369553804397583,0.1369553804397583,1.0
325,0.13395509123802185,0.1234598383307457,0.1234598383307457,1.0
350,0.09397821128368378,0.11017220467329025,0.11017220467329025,1.0
375,0.07070446014404297,0.09775043278932571,0.09775043278932571,1.0
400,0.07698080688714981,0.08479711413383484,0.08479711413383484,1.0
425,0.053451281040906906,0.06979738920927048,0.06979738920927048,1.0
450,0.056480638682842255,0.05592036247253418,0.05592036247253418,1.0
475,0.04159584641456604,0.03974870219826698,0.03974870219826698,1.0
500,0.028754139319062233,0.026778995990753174,0.026778995990753174,1.0
