step,train_loss,train_accuracy,top1_accuracy,top5_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb,resistance_noise_corr,resistance_occlusion_corr
1,1.6222567558288574,0.25,0.25,1.0,0.001,499.7803955078125,0.005386829376220703,0.0069391727447509766,1485.103655837833,0.0,-0.7939034700393677,0.7593981027603149
2,1.6702651977539062,0.0,0.0,1.0,0.001,31.525358200073242,0.0041921138763427734,0.01283407211303711,1908.3451060683615,0.0,0.5735206604003906,0.31401199102401733
3,1.6618142127990723,0.125,0.125,1.0,0.001,15.52002239227295,0.0040929317474365234,0.018902063369750977,1954.5891536086679,0.0,-0.8270499110221863,-0.10081757605075836
4,1.606410264968872,0.25,0.25,1.0,0.001,3.1808767318725586,0.0045659542083740234,0.02515721321105957,1752.0981671975353,0.0,-0.08530522882938385,-0.3470362722873688
