step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier,val_support_evidence_corr,val_conflict_corr
1,0.6771519780158997,0.9453125,0.005915164947509766,,,,,,
2,0.6725302338600159,0.90625,0.011111021041870117,,,,,,
3,0.6658984422683716,0.90625,0.018229007720947266,,,,,,
4,0.6623764038085938,0.859375,0.025651216506958008,,,,,,
5,0.6468981504440308,0.9296875,0.032182931900024414,,,,,,
6,0.6338681578636169,0.9453125,0.03817009925842285,,,,,,
7,0.6222028732299805,0.9375,0.04390692710876465,,,,,,
8,0.6119837164878845,0.9140625,0.04985499382019043,,,,,,
9,0.6171858906745911,0.828125,0.05541396141052246,,,,,,
10,0.5791144371032715,0.90625,0.06052803993225098,0.91796875,0.5532691478729248,0.3254620432853699,0.3616538643836975,0.13783489167690277,0.15108515322208405
11,0.5607839226722717,0.8984375,0.06931304931640625,,,,,,
12,0.5605952143669128,0.84375,0.07606196403503418,,,,,,
13,0.5353832840919495,0.8515625,0.08161711692810059,,,,,,
14,0.49382856488227844,0.875,0.08686089515686035,,,,,,
15,0.47759172320365906,0.859375,0.09279513359069824,,,,,,
16,0.3745834231376648,0.9375,0.09816908836364746,,,,,,
17,0.3329782485961914,0.9375,0.10519289970397949,,,,,,
18,0.3793216645717621,0.875,0.1105809211730957,,,,,,
19,0.33235058188438416,0.890625,0.11717700958251953,,,,,,
20,0.34001651406288147,0.8828125,0.12352299690246582,0.91015625,0.2841527462005615,0.0534069761633873,0.15825870633125305,0.6070005893707275,0.2667413353919983
21,0.29302284121513367,0.90625,0.13347816467285156,,,,,,
22,0.2755267322063446,0.9140625,0.1403801441192627,,,,,,
23,0.2850971519947052,0.9140625,0.14708805084228516,,,,,,
24,0.5158789753913879,0.8359375,0.15384316444396973,,,,,,
25,0.3275734782218933,0.8984375,0.1603679656982422,,,,,,
26,0.32608917355537415,0.8984375,0.16683006286621094,,,,,,
27,0.18120558559894562,0.9453125,0.17273998260498047,,,,,,
28,0.22494882345199585,0.9296875,0.1778249740600586,,,,,,
29,0.21680352091789246,0.9296875,0.18416404724121094,,,,,,
30,0.3003840446472168,0.890625,0.19063711166381836,0.91015625,0.2554634213447571,0.05004492402076721,0.14966341853141785,0.7370816469192505,0.0828138217329979
31,0.2651580274105072,0.8984375,0.19875192642211914,,,,,,
32,0.410357803106308,0.8203125,0.20484399795532227,,,,,,
33,0.3594530522823334,0.84375,0.2105560302734375,,,,,,
34,0.22702334821224213,0.921875,0.21709108352661133,,,,,,
35,0.32077839970588684,0.84375,0.22349905967712402,,,,,,
36,0.24524736404418945,0.8984375,0.22912812232971191,,,,,,
37,0.2972855269908905,0.8671875,0.23491191864013672,,,,,,
38,0.235810786485672,0.921875,0.24193716049194336,,,,,,
39,0.3348765969276428,0.8359375,0.24835491180419922,,,,,,
40,0.2160237729549408,0.90625,0.2555530071258545,0.890625,0.25389277935028076,0.08954144269227982,0.14817677438259125,0.8204821944236755,0.13686339557170868
