step,train_loss,selected_neighbor_weight,final_metric,best_metric,wall_clock_time_sec,step_time_sec,peak_memory_mb,nan_inf_count
1,0.0,0.9900580048561096,1.0,1.0,0.0004780292510986328,0.0004780292510986328,0.0,0.0
