step,next_token_loss,train_loss,token_accuracy,char_accuracy,perplexity,bits_per_char,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,tokens_per_sec,peak_memory_mb,corruption_resistance_corr,warmup_eta,responsibility_temperature,ambiguity_weight,null_threshold,attractor_entropy_weight,precision_update_threshold
1,4.433727741241455,4.433727741241455,0.005102040711790323,0.005102040711790323,84.24487539761812,6.396517024940873,0.001,3.1264705657958984,0.011172056198120117,0.013170003890991211,17543.771399304296,0.0,0.1154102087020874,0.25,nan,nan,nan,nan,nan
2,4.403202056884766,4.403202056884766,0.0491071417927742,0.0491071417927742,81.71209699052463,6.352477771499735,0.001,2.0026705265045166,0.009965896606445312,0.02547311782836914,22476.653014354066,0.0,0.059772688895463943,0.5,nan,nan,nan,nan,nan
3,4.3874287605285645,4.3874287605285645,0.09452736377716064,0.09452736377716064,80.43333949176709,6.329721715068172,0.001,1.371334433555603,0.008823156356811523,0.0365750789642334,22780.963169130166,0.0,-0.03611602634191513,0.75,nan,nan,nan,nan,nan
4,4.37198543548584,4.37198543548584,0.13333334028720856,0.13333334028720856,79.20072362721017,6.307441706614196,0.001,1.352934718132019,0.008896112442016602,0.04788994789123535,26978.076273684776,0.0,0.0757058635354042,1.0,nan,nan,nan,nan,nan
