step,train_loss,train_accuracy,top1_accuracy,top5_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb
24,1.5344244241714478,0.390625,0.390625,1.0,0.001,0.7404700517654419,0.010223150253295898,0.9798967838287354,6260.30121971128,96.2001953125
25,1.5020568370819092,0.453125,0.453125,1.0,0.001,0.7110673785209656,0.011227607727050781,0.9978365898132324,5700.234774483989,96.2001953125
26,1.4827674627304077,0.53125,0.53125,1.0,0.001,0.8187914490699768,0.013180732727050781,1.0187969207763672,4855.572245134216,96.2001953125
27,1.4901546239852905,0.515625,0.515625,1.0,0.001,0.621973991394043,0.009839057922363281,1.0390551090240479,6504.687796840167,96.2001953125
28,1.497089147567749,0.515625,0.515625,1.0,0.001,0.7688025832176208,0.010338544845581055,1.0584170818328857,6190.426308142887,96.2001953125
29,1.490709900856018,0.4375,0.4375,1.0,0.001,1.1246427297592163,0.010720252990722656,1.0764598846435547,5970.008362245352,96.2001953125
30,1.472495436668396,0.546875,0.546875,1.0,0.001,0.7955229878425598,0.01072072982788086,1.0956401824951172,5969.742827914424,96.2001953125
31,1.4761369228363037,0.484375,0.484375,1.0,0.001,0.7801681756973267,0.010146856307983398,1.1135804653167725,6307.372259686553,96.2001953125
32,1.442536473274231,0.578125,0.578125,1.0,0.001,0.7452483773231506,0.016483068466186523,1.1393203735351562,3882.772199320171,96.2001953125
33,1.4674482345581055,0.46875,0.46875,1.0,0.001,0.5371754765510559,0.01149129867553711,1.1607625484466553,5569.431428689987,96.2001953125
34,1.4513294696807861,0.5625,0.5625,1.0,0.001,1.0541759729385376,0.009596109390258789,1.1793100833892822,6669.369574399364,96.2001953125
35,1.4144127368927002,0.65625,0.65625,1.0,0.001,0.6266663074493408,0.01349020004272461,1.2006680965423584,4744.184652362942,96.2001953125
36,1.458663821220398,0.5625,0.5625,1.0,0.001,0.7675865292549133,0.01122903823852539,1.2207376956939697,5699.508599091257,96.2001953125
37,1.4176973104476929,0.625,0.625,1.0,0.001,0.800780713558197,0.009670495986938477,1.2401714324951172,6618.067996351175,96.2001953125
38,1.400213599205017,0.703125,0.703125,1.0,0.001,0.5660579800605774,0.010462284088134766,1.2590136528015137,6117.211066040745,96.2001953125
39,1.3610986471176147,0.765625,0.765625,1.0,0.001,0.8393624424934387,0.014554977416992188,1.301450252532959,4397.121216092255,96.2001953125
40,1.3866093158721924,0.609375,0.609375,1.0,0.001,0.6668247580528259,0.019318819046020508,1.4926769733428955,3312.8318996902344,96.2001953125
41,1.3788557052612305,0.65625,0.65625,1.0,0.001,0.6322886943817139,0.01380610466003418,1.5204875469207764,4635.630510991763,96.2001953125
42,1.4015719890594482,0.65625,0.65625,1.0,0.001,1.2725324630737305,0.009701967239379883,1.541583776473999,6596.600299805864,96.2001953125
43,1.3420050144195557,0.8125,0.8125,1.0,0.001,0.7829195857048035,0.015034675598144531,1.56998610496521,4256.8261338407865,96.2001953125
44,1.348793387413025,0.6875,0.6875,1.0,0.001,0.6680592894554138,0.012481212615966797,1.5906982421875,5127.706895893028,96.2001953125
45,1.3509442806243896,0.65625,0.65625,1.0,0.001,0.8082078099250793,0.008979558944702148,1.6101727485656738,7127.298834399809,96.2001953125
46,1.3512611389160156,0.734375,0.734375,1.0,0.001,0.7145572304725647,0.010426998138427734,1.631474494934082,6137.912287922441,96.2001953125
47,1.2995774745941162,0.796875,0.796875,1.0,0.001,0.6890453100204468,0.01065373420715332,1.6509404182434082,6007.283338928052,96.2001953125
48,1.3014791011810303,0.859375,0.859375,1.0,0.001,0.8578667044639587,0.014064788818359375,1.6791369915008545,4550.370490914022,96.2001953125
49,1.354347825050354,0.640625,0.640625,1.0,0.001,0.7594876885414124,0.011244058609008789,1.6994500160217285,5691.89491316978,96.2001953125
50,1.3458784818649292,0.59375,0.59375,1.0,0.001,1.1103450059890747,0.011348962783813477,1.7197880744934082,5639.28186382639,96.2001953125
51,1.3295577764511108,0.6875,0.6875,1.0,0.001,0.6436477303504944,0.010245800018310547,1.740358829498291,6246.46195373947,96.2001953125
52,1.3048369884490967,0.75,0.75,1.0,0.001,0.7488813996315002,0.010327339172363281,1.762817621231079,6197.143226521378,96.2001953125
53,1.2841182947158813,0.8125,0.8125,1.0,0.001,0.7635160088539124,0.01075887680053711,1.7847411632537842,5948.57634179852,96.2001953125
54,1.3102487325668335,0.796875,0.796875,1.0,0.001,1.128476858139038,0.009139776229858398,1.8052089214324951,7002.359619146993,96.2001953125
55,1.28336763381958,0.8125,0.8125,1.0,0.001,0.7501730918884277,0.013664484024047852,1.8296363353729248,4683.674838169351,96.2001953125
56,1.3141264915466309,0.6875,0.6875,1.0,0.001,0.9571148753166199,0.009723663330078125,1.8518362045288086,6581.881522165555,96.2001953125
57,1.261784553527832,0.8125,0.8125,1.0,0.001,1.1205637454986572,0.009968280792236328,1.872706413269043,6420.3648887825875,96.2001953125
58,1.266330599784851,0.8125,0.8125,1.0,0.001,0.7362142205238342,0.010557889938354492,1.8952913284301758,6061.817311383601,96.2001953125
59,1.2419883012771606,0.796875,0.796875,1.0,0.001,0.9733598828315735,0.009479761123657227,1.9167349338531494,6751.2249691909155,96.2001953125
60,1.2338138818740845,0.890625,0.890625,1.0,0.001,0.7298837900161743,0.009521722793579102,1.938283920288086,6721.472719533265,96.2001953125
61,1.2499152421951294,0.875,0.875,1.0,0.001,0.8804035782814026,0.01062464714050293,1.9602668285369873,6023.729461661019,96.2001953125
62,1.262863039970398,0.75,0.75,1.0,0.001,0.803086519241333,0.014185905456542969,1.9906525611877441,4511.520268907563,96.2001953125
63,1.2187142372131348,0.84375,0.84375,1.0,0.001,0.9772589802742004,0.011326313018798828,2.011875629425049,5650.559003073296,96.2001953125
64,1.216683030128479,0.890625,0.890625,1.0,0.001,0.8638856410980225,0.011154890060424805,2.0328779220581055,5737.394062453245,96.2001953125
65,1.2073571681976318,0.828125,0.828125,1.0,0.001,0.7694256901741028,0.010064363479614258,2.0549139976501465,6359.070807571127,96.2001953125
66,1.2156381607055664,0.859375,0.859375,1.0,0.001,1.0055444240570068,0.010186195373535156,2.078052520751953,6283.013201011141,96.2001953125
67,1.218998670578003,0.78125,0.78125,1.0,0.001,0.7203976511955261,0.011632442474365234,2.101783514022827,5501.853986472638,96.2001953125
68,1.1922578811645508,0.875,0.875,1.0,0.001,1.0778886079788208,0.010267257690429688,2.1247751712799072,6233.407393646666,96.2001953125
69,1.1689900159835815,0.890625,0.890625,1.0,0.001,1.1117249727249146,0.010318517684936523,2.1473581790924072,6202.441276369602,96.2001953125
70,1.2122129201889038,0.765625,0.765625,1.0,0.001,0.8136225342750549,0.0130462646484375,2.1739537715911865,4905.6187134502925,96.2001953125
71,1.2305907011032104,0.8125,0.8125,1.0,0.001,1.0481380224227905,0.009546995162963867,2.1959877014160156,6703.679944060135,96.2001953125
72,1.2262108325958252,0.78125,0.78125,1.0,0.001,1.0361788272857666,0.010374069213867188,2.2195608615875244,6169.228166942453,96.2001953125
73,1.1699604988098145,0.84375,0.84375,1.0,0.001,0.6285367608070374,0.010736703872680664,2.243863821029663,5960.861057446761,96.2001953125
74,1.198500156402588,0.84375,0.84375,1.0,0.001,1.213803768157959,0.010658740997314453,2.2682158946990967,6004.461504048673,96.2001953125
75,1.1927542686462402,0.859375,0.859375,1.0,0.001,0.8907526731491089,0.010448217391967773,2.292088747024536,6125.446820162928,96.2001953125
76,1.1155074834823608,0.953125,0.953125,1.0,0.001,0.6501747369766235,0.010625123977661133,2.3168301582336426,6023.459127117693,96.2001953125
77,1.172386884689331,0.890625,0.890625,1.0,0.001,1.0458298921585083,0.010367155075073242,2.3404812812805176,6173.342593657291,96.2001953125
78,1.16102933883667,0.890625,0.890625,1.0,0.001,0.9499610662460327,0.010554790496826172,2.364393949508667,6063.597379715383,96.2001953125
79,1.1007577180862427,0.90625,0.90625,1.0,0.001,0.6954055428504944,0.010036468505859375,2.3874387741088867,6376.744963892056,96.2001953125
80,1.1363909244537354,0.84375,0.84375,1.0,0.001,0.9235553741455078,0.010485649108886719,2.4123194217681885,6103.58017280582,96.2001953125
81,1.1305975914001465,0.796875,0.796875,1.0,0.001,0.9462757706642151,0.010371208190917969,2.436488628387451,6170.930022988506,96.2001953125
82,1.1053084135055542,0.875,0.875,1.0,0.001,1.0344921350479126,0.0104217529296875,2.4605445861816406,6141.0014641288435,96.2001953125
83,1.142648696899414,0.84375,0.84375,1.0,0.001,0.8615249991416931,0.010684013366699219,2.4844934940338135,5990.2583236633045,96.2001953125
84,1.1111986637115479,0.90625,0.90625,1.0,0.001,0.8597456812858582,0.010520219802856445,2.5110690593719482,6083.523082152975,96.2001953125
85,1.055527925491333,0.953125,0.953125,1.0,0.001,0.8600088953971863,0.010923147201538086,2.5347321033477783,5859.117232347485,96.2001953125
86,1.087742805480957,0.9375,0.9375,1.0,0.001,0.7107365727424622,0.010393142700195312,2.557727575302124,6157.906404844925,96.2001953125
