step,train_loss,train_accuracy,top1_accuracy,top5_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb
1,1.5912394523620605,0.34375,0.34375,1.0,0.001,0.4172563850879669,0.321458101272583,0.4574730396270752,199.09282032911244,94.78857421875
2,1.5952684879302979,0.25,0.25,1.0,0.001,0.4047236442565918,0.011621713638305664,0.47192931175231934,5506.9331418607035,96.0556640625
3,1.5911531448364258,0.21875,0.21875,1.0,0.001,0.32672786712646484,0.011619806289672852,0.49486756324768066,5507.837084761065,96.091796875
4,1.563032865524292,0.375,0.375,1.0,0.001,0.3769795000553131,0.00989079475402832,0.5069537162780762,6470.663034831867,96.1279296875
5,1.5816147327423096,0.328125,0.328125,1.0,0.001,0.31739768385887146,0.017168283462524414,0.5736446380615234,3727.8042466913857,96.1279296875
6,1.5896769762039185,0.25,0.25,1.0,0.001,0.22652913630008698,0.014728307723999023,0.5957932472229004,4345.373630109268,96.1279296875
7,1.5867125988006592,0.234375,0.234375,1.0,0.001,0.4770742654800415,0.010084867477416992,0.6137087345123291,6346.141894607437,96.1279296875
8,1.5929492712020874,0.25,0.25,1.0,0.001,0.25982412695884705,0.016419172286987305,0.6383967399597168,3897.882236775233,96.1640625
9,1.566360354423523,0.28125,0.28125,1.0,0.001,0.3008355498313904,0.014705896377563477,0.660020112991333,4351.995849613333,96.1640625
10,1.5938271284103394,0.1875,0.1875,1.0,0.001,0.3819320797920227,0.009676456451416016,0.6753406524658203,6613.991425614744,96.1640625
11,1.5786484479904175,0.296875,0.296875,1.0,0.001,0.4301784336566925,0.009440183639526367,0.6911900043487549,6779.52913246622,96.1640625
12,1.5934830904006958,0.15625,0.15625,1.0,0.001,0.5492196679115295,0.010928869247436523,0.708782434463501,5856.049564781081,96.1640625
13,1.573230504989624,0.328125,0.328125,1.0,0.001,0.27924981713294983,0.01086568832397461,0.7268812656402588,5890.100846974152,96.2001953125
14,1.574496865272522,0.3125,0.3125,1.0,0.001,0.45610228180885315,0.010740041732788086,0.7442789077758789,5959.008502231003,96.2001953125
15,1.5602132081985474,0.25,0.25,1.0,0.001,0.4175460934638977,0.010820150375366211,0.76131272315979,5914.890068968556,96.2001953125
16,1.583580732345581,0.296875,0.296875,1.0,0.001,0.42194682359695435,0.009813547134399414,0.7774484157562256,6521.597045747188,96.2001953125
17,1.5448472499847412,0.390625,0.390625,1.0,0.001,0.34409722685813904,0.01802206039428711,0.8410129547119141,3551.2032808572562,96.2001953125
18,1.558568000793457,0.296875,0.296875,1.0,0.001,0.3022913634777069,0.015179634094238281,0.8641135692596436,4216.175409939059,96.2001953125
19,1.5552109479904175,0.28125,0.28125,1.0,0.001,0.5894173979759216,0.015723466873168945,0.8878839015960693,4070.3491485845125,96.2001953125
20,1.5686039924621582,0.25,0.25,1.0,0.001,0.387536883354187,0.01088261604309082,0.9059276580810547,5880.938898017307,96.2001953125
21,1.5443612337112427,0.359375,0.359375,1.0,0.001,0.3437125086784363,0.013885736465454102,0.9262630939483643,4609.046135883656,96.2001953125
22,1.5451313257217407,0.296875,0.296875,1.0,0.001,0.38602256774902344,0.013657569885253906,0.9458277225494385,4686.045946512115,96.2001953125
23,1.5444284677505493,0.28125,0.28125,1.0,0.001,0.49429434537887573,0.010314226150512695,0.9629769325256348,6205.021982848293,96.2001953125
