step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier
1,0.703537106513977,0.484375,0.0019180774688720703,,,,
2,0.6704583168029785,0.6171875,0.003579854965209961,,,,
3,0.6599453687667847,0.625,0.005046844482421875,,,,
4,0.6480647325515747,0.6640625,0.0064280033111572266,,,,
5,0.6344286799430847,0.7421875,0.009355783462524414,,,,
6,0.6119969487190247,0.765625,0.011091947555541992,,,,
7,0.5918087363243103,0.8203125,0.012634992599487305,,,,
8,0.5944044589996338,0.796875,0.014302968978881836,,,,
9,0.6057087182998657,0.7734375,0.016899824142456055,,,,
10,0.5728909969329834,0.8359375,0.0189669132232666,0.859375,0.5450543165206909,0.2595304548740387,0.35544145107269287
11,0.5568568110466003,0.859375,0.02229785919189453,,,,
12,0.5924456119537354,0.8046875,0.02560901641845703,,,,
13,0.5529522895812988,0.859375,0.027791976928710938,,,,
14,0.5240663290023804,0.859375,0.029472827911376953,,,,
15,0.5399589538574219,0.828125,0.031104087829589844,,,,
16,0.5158916115760803,0.8984375,0.034277915954589844,,,,
17,0.4619689881801605,0.9375,0.03618001937866211,,,,
18,0.5083692073822021,0.8671875,0.03773689270019531,,,,
19,0.4769052565097809,0.8984375,0.03940105438232422,,,,
20,0.46366578340530396,0.890625,0.04259681701660156,0.9140625,0.45479658246040344,0.24028609693050385,0.27456289529800415
21,0.4694046080112457,0.890625,0.0454869270324707,,,,
22,0.463584840297699,0.8984375,0.0470728874206543,,,,
23,0.4229526221752167,0.9140625,0.050100088119506836,,,,
24,0.4635143280029297,0.8515625,0.05244708061218262,,,,
25,0.417940229177475,0.8984375,0.05429410934448242,,,,
26,0.41049396991729736,0.8984375,0.05590677261352539,,,,
27,0.36244499683380127,0.9453125,0.05859994888305664,,,,
28,0.36411160230636597,0.9296875,0.060417890548706055,,,,
29,0.3723042607307434,0.9296875,0.062185049057006836,,,,
30,0.38053098320961,0.890625,0.06387686729431152,0.91015625,0.36633527278900146,0.1633835881948471,0.20529544353485107
31,0.35871201753616333,0.90625,0.06841087341308594,,,,
32,0.43971049785614014,0.8203125,0.07063579559326172,,,,
33,0.4085165560245514,0.84375,0.07274770736694336,,,,
34,0.3515029847621918,0.921875,0.07625603675842285,,,,
35,0.405190646648407,0.84375,0.07858681678771973,,,,
36,0.3405951261520386,0.8984375,0.08079791069030762,,,,
37,0.36013996601104736,0.8671875,0.08531689643859863,,,,
38,0.3035842180252075,0.921875,0.08793187141418457,,,,
39,0.3976381719112396,0.84375,0.09226393699645996,,,,
40,0.2830672562122345,0.90625,0.09474802017211914,0.8828125,0.3375115990638733,0.11014198511838913,0.19161656498908997
