step,train_loss,train_accuracy,ce_loss,pairwise_loss,learning_rate,wall_clock_time_sec,val_loss,val_accuracy,val_nll,val_ece,val_brier,val_positive_logit_mean,val_hard_negative_logit_mean,val_margin_mean,val_positive_drive_mean,val_positive_resistance_mean,val_hard_negative_drive_mean,val_hard_negative_resistance_mean,val_sample_uncertainty_mean,val_ambiguity_mean,val_class_resistance_mean,val_resistance_noise_corr,val_resistance_occlusion_corr
1,2.3001744747161865,0.125,2.3001744747161865,0.010318007320165634,0.001,0.037387847900390625,,,,,,,,,,,,,,,,,
2,2.279324531555176,0.234375,2.279324531555176,0.010235450230538845,0.001,0.06282496452331543,,,,,,,,,,,,,,,,,
3,2.257721424102783,0.3125,2.257721424102783,0.010249552316963673,0.001,0.08906245231628418,,,,,,,,,,,,,,,,,
4,2.263990879058838,0.203125,2.263990879058838,0.010173584334552288,0.001,0.11100888252258301,,,,,,,,,,,,,,,,,
5,2.2663497924804688,0.15625,2.2663497924804688,0.010155096650123596,0.001,0.13544607162475586,,,,,,,,,,,,,,,,,
6,2.2576122283935547,0.1875,2.2576122283935547,0.010175392962992191,0.001,0.16068673133850098,,,,,,,,,,,,,,,,,
7,2.243589401245117,0.28125,2.243589401245117,0.010248374193906784,0.001,0.2017965316772461,,,,,,,,,,,,,,,,,
8,2.2368245124816895,0.1875,2.2368245124816895,0.010323159396648407,0.001,0.2454514503479004,,,,,,,,,,,,,,,,,
9,2.2495594024658203,0.1875,2.2495594024658203,0.010446553118526936,0.001,0.2901613712310791,,,,,,,,,,,,,,,,,
10,2.226677894592285,0.296875,2.226677894592285,0.010580714792013168,0.001,0.332033634185791,,,,,,,,,,,,,,,,,
11,2.2324790954589844,0.265625,2.2324790954589844,0.010737900622189045,0.001,0.35378241539001465,,,,,,,,,,,,,,,,,
12,2.2033498287200928,0.34375,2.2033498287200928,0.010953839868307114,0.001,0.37439680099487305,,,,,,,,,,,,,,,,,
13,2.214200258255005,0.171875,2.214200258255005,0.011253598146140575,0.001,0.3962135314941406,,,,,,,,,,,,,,,,,
14,2.2021713256835938,0.328125,2.2021713256835938,0.011613293550908566,0.001,0.4185218811035156,,,,,,,,,,,,,,,,,
15,2.225727081298828,0.21875,2.225727081298828,0.012053478509187698,0.001,0.43996739387512207,,,,,,,,,,,,,,,,,
16,2.192838430404663,0.328125,2.192838430404663,0.012568113394081593,0.001,0.4599189758300781,,,,,,,,,,,,,,,,,
17,2.2085649967193604,0.28125,2.2085649967193604,0.013124699704349041,0.001,0.4806699752807617,,,,,,,,,,,,,,,,,
18,2.1666276454925537,0.296875,2.1666276454925537,0.013753864914178848,0.001,0.506706714630127,,,,,,,,,,,,,,,,,
19,2.193673610687256,0.265625,2.193673610687256,0.014477751217782497,0.001,0.5356030464172363,,,,,,,,,,,,,,,,,
20,2.1835439205169678,0.21875,2.1835439205169678,0.015295622870326042,0.001,0.5608432292938232,,,,,,,,,,,,,,,,,
21,2.172828197479248,0.25,2.172828197479248,0.016198473051190376,0.001,0.5860590934753418,,,,,,,,,,,,,,,,,
22,2.1694560050964355,0.3125,2.1694560050964355,0.017185889184474945,0.001,0.6113519668579102,,,,,,,,,,,,,,,,,
23,2.130432367324829,0.359375,2.130432367324829,0.018232004716992378,0.001,0.6349751949310303,,,,,,,,,,,,,,,,,
24,2.1428894996643066,0.296875,2.1428894996643066,0.019353188574314117,0.001,0.6571352481842041,,,,,,,,,,,,,,,,,
25,2.1550703048706055,0.3125,2.1550703048706055,0.02055542916059494,0.001,0.6792716979980469,,,,,,,,,,,,,,,,,
26,2.1248652935028076,0.28125,2.1248652935028076,0.02181735448539257,0.001,0.701406717300415,,,,,,,,,,,,,,,,,
27,2.133197069168091,0.359375,2.133197069168091,0.02314523048698902,0.001,0.7237820625305176,,,,,,,,,,,,,,,,,
28,2.1270644664764404,0.203125,2.1270644664764404,0.024509459733963013,0.001,0.7460529804229736,,,,,,,,,,,,,,,,,
29,2.084564685821533,0.40625,2.084564685821533,0.025896938517689705,0.001,0.7684535980224609,,,,,,,,,,,,,,,,,
30,2.0895938873291016,0.453125,2.0895938873291016,0.02731274627149105,0.001,0.7905502319335938,,,,,,,,,,,,,,,,,
31,2.143117904663086,0.21875,2.143117904663086,0.028691576793789864,0.001,0.8133103847503662,,,,,,,,,,,,,,,,,
32,2.1112420558929443,0.265625,2.1112420558929443,0.030032142996788025,0.001,0.8364672660827637,,,,,,,,,,,,,,,,,
33,2.058850049972534,0.265625,2.058850049972534,0.031366802752017975,0.001,0.8594377040863037,,,,,,,,,,,,,,,,,
