step,train_loss,wall_clock_time_sec,eval_accuracy,eval_selective_aurc,eval_update_strength_mean,eval_update_strength_severity_corr
1,0.7130729556083679,0.11535429954528809,,,,
2,0.7910606861114502,0.11940479278564453,,,,
3,0.8014426827430725,0.12471985816955566,,,,
4,0.7891653776168823,0.13005757331848145,,,,
5,0.7081626653671265,0.13616728782653809,,,,
6,0.7660415768623352,0.14181160926818848,,,,
7,0.7042982578277588,0.14840102195739746,,,,
8,0.7536206841468811,0.1555347442626953,,,,
9,0.7547956109046936,0.16225862503051758,,,,
10,0.7219120860099792,0.16843700408935547,,,,
11,0.7713353633880615,0.17323017120361328,,,,
12,0.745751678943634,0.1806175708770752,,,,
13,0.7201739549636841,0.1888585090637207,,,,
14,0.7141062617301941,0.19658422470092773,,,,
15,0.7454501390457153,0.20387983322143555,,,,
16,0.6945035457611084,0.21202588081359863,,,,
17,0.7014653086662292,0.22073960304260254,,,,
18,0.7349256277084351,0.22565293312072754,,,,
19,0.739905834197998,0.2304706573486328,,,,
20,0.6718421578407288,0.23511195182800293,,,,
21,0.6923235654830933,0.23964357376098633,,,,
22,0.6634507179260254,0.24442648887634277,,,,
23,0.7462486624717712,0.2510037422180176,,,,
24,0.7429683804512024,0.25940418243408203,,,,
25,0.6839010715484619,0.2685213088989258,0.552734375,0.4212399423122406,0.5120534896850586,0.061012882739305496
26,0.6118479371070862,0.3157179355621338,,,,
27,0.711246132850647,0.32488393783569336,,,,
28,0.6696895956993103,0.3325693607330322,,,,
29,0.7059183716773987,0.34018707275390625,,,,
30,0.694011926651001,0.34859466552734375,,,,
31,0.7444523572921753,0.3575916290283203,,,,
32,0.7107709646224976,0.3643062114715576,,,,
33,0.6767823100090027,0.369875431060791,,,,
34,0.7149693369865417,0.37569141387939453,,,,
35,0.714478611946106,0.3813343048095703,,,,
36,0.7066952586174011,0.3872339725494385,,,,
37,0.7465245723724365,0.3963353633880615,,,,
38,0.6335980296134949,0.40505194664001465,,,,
39,0.6251737475395203,0.41167402267456055,,,,
40,0.6523657441139221,0.4178135395050049,,,,
41,0.6748086214065552,0.4254798889160156,,,,
42,0.6778631806373596,0.43320775032043457,,,,
43,0.6470316052436829,0.44050097465515137,,,,
44,0.668597936630249,0.4487624168395996,,,,
45,0.6257794499397278,0.4574096202850342,,,,
46,0.6310860514640808,0.4687657356262207,,,,
47,0.5997132062911987,0.4747471809387207,,,,
48,0.7051616907119751,0.48461484909057617,,,,
49,0.6112379431724548,0.4943125247955322,,,,
50,0.659925639629364,0.5031290054321289,0.6376953125,0.28047892451286316,0.5214155316352844,0.05930052325129509
51,0.6447381973266602,0.5502655506134033,,,,
52,0.6665630340576172,0.5571591854095459,,,,
53,0.6072619557380676,0.5638878345489502,,,,
54,0.6713876724243164,0.5705502033233643,,,,
55,0.5874966382980347,0.5771923065185547,,,,
56,0.6339432597160339,0.5843415260314941,,,,
57,0.6192542314529419,0.5914332866668701,,,,
58,0.6265974640846252,0.5979139804840088,,,,
59,0.622605562210083,0.604576587677002,,,,
60,0.560097873210907,0.6108977794647217,,,,
61,0.5948814153671265,0.617189884185791,,,,
62,0.5954399704933167,0.6229598522186279,,,,
63,0.571997344493866,0.6315946578979492,,,,
64,0.572219729423523,0.6386094093322754,,,,
65,0.5929940938949585,0.6463186740875244,,,,
66,0.628787100315094,0.6534361839294434,,,,
67,0.6224204897880554,0.6606783866882324,,,,
68,0.5861650705337524,0.6684670448303223,,,,
69,0.5219047665596008,0.674889326095581,,,,
70,0.6015920639038086,0.6814873218536377,,,,
71,0.5858409404754639,0.6881091594696045,,,,
72,0.6335334777832031,0.6968374252319336,,,,
73,0.592470645904541,0.703824520111084,,,,
74,0.5293299555778503,0.7103195190429688,,,,
