step,train_loss,final_metric,best_metric,message_norm_mean,update_norm_mean,wall_clock_time_sec,step_time_sec,peak_memory_mb,nan_inf_count
1,0.0,1.0,1.0,0.06655505299568176,0.8500208854675293,0.0009698867797851562,0.0009698867797851562,0.0,0.0
