step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier
1,0.6903935670852661,0.53125,0.0030829906463623047,,,,
2,0.6710150241851807,0.6015625,0.005656242370605469,,,,
3,0.6678873896598816,0.609375,0.009552955627441406,,,,
4,0.6397584676742554,0.7421875,0.011982202529907227,,,,
5,0.6577365398406982,0.640625,0.014008045196533203,,,,
6,0.6346333622932434,0.7421875,0.017026185989379883,,,,
7,0.6169732809066772,0.7890625,0.019477128982543945,,,,
8,0.6255818009376526,0.7421875,0.021992921829223633,,,,
9,0.6151896119117737,0.7890625,0.025745868682861328,,,,
10,0.5884938836097717,0.859375,0.028398990631103516,0.86328125,0.5927073359489441,0.2968420088291168,0.4006914496421814
11,0.5775271058082581,0.8984375,0.03329300880432129,,,,
12,0.5768805742263794,0.921875,0.03636622428894043,,,,
13,0.580077588558197,0.9296875,0.03868818283081055,,,,
14,0.5755432844161987,0.875,0.04195594787597656,,,,
15,0.5669753551483154,0.875,0.04584503173828125,,,,
16,0.5663900971412659,0.8828125,0.048851966857910156,,,,
17,0.5567589402198792,0.8671875,0.052247047424316406,,,,
18,0.5536350607872009,0.875,0.0549619197845459,,,,
19,0.545604407787323,0.8828125,0.05818510055541992,,,,
20,0.5230363011360168,0.921875,0.06106901168823242,0.8828125,0.5362956523895264,0.2799604535102844,0.34685617685317993
21,0.548078715801239,0.859375,0.06474614143371582,,,,
22,0.5200856328010559,0.90625,0.06946206092834473,,,,
23,0.5273639559745789,0.8671875,0.07181906700134277,,,,
24,0.5073319673538208,0.921875,0.0755767822265625,,,,
25,0.4932573437690735,0.921875,0.07845616340637207,,,,
26,0.49060899019241333,0.921875,0.08125019073486328,,,,
27,0.5093711614608765,0.8515625,0.08569002151489258,,,,
28,0.4687561094760895,0.921875,0.0890350341796875,,,,
29,0.44345319271087646,0.9765625,0.09372901916503906,,,,
30,0.5091266632080078,0.8125,0.0968019962310791,0.88671875,0.47231024503707886,0.24609749019145966,0.28885436058044434
31,0.48485466837882996,0.875,0.10276103019714355,,,,
32,0.4591061770915985,0.8984375,0.10591292381286621,,,,
33,0.4201025068759918,0.953125,0.11030793190002441,,,,
34,0.4462411403656006,0.8828125,0.11307716369628906,,,,
35,0.42142432928085327,0.9140625,0.11639404296875,,,,
36,0.4069124758243561,0.953125,0.11934900283813477,,,,
37,0.4199896454811096,0.953125,0.12208390235900879,,,,
38,0.4219282567501068,0.90625,0.12701010704040527,,,,
39,0.4405820667743683,0.8671875,0.13029789924621582,,,,
40,0.43126848340034485,0.8828125,0.1349170207977295,0.9296875,0.40627068281173706,0.23802676796913147,0.23200082778930664
