step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier,val_support_evidence_corr,val_conflict_corr
1,0.6619598865509033,0.9453125,0.007015228271484375,,,,,,
2,0.6526000499725342,0.90625,0.01454782485961914,,,,,,
3,0.6397291421890259,0.90625,0.02201700210571289,,,,,,
4,0.6332066655158997,0.859375,0.030408859252929688,,,,,,
5,0.6024717688560486,0.9296875,0.03810405731201172,,,,,,
6,0.5766503810882568,0.9453125,0.044515132904052734,,,,,,
7,0.5539975166320801,0.9375,0.051397085189819336,,,,,,
8,0.5356889963150024,0.9140625,0.05653095245361328,,,,,,
9,0.5517760515213013,0.828125,0.061094045639038086,,,,,,
10,0.4802374243736267,0.90625,0.06596899032592773,0.91796875,0.43914079666137695,0.2316311001777649,0.25664210319519043,-0.11979440599679947,0.1501563936471939
11,0.45468923449516296,0.8984375,0.07507085800170898,,,,,,
12,0.47276169061660767,0.84375,0.0820920467376709,,,,,,
13,0.4454944133758545,0.8515625,0.08914804458618164,,,,,,
14,0.39658215641975403,0.875,0.0956878662109375,,,,,,
15,0.4042617678642273,0.859375,0.10055899620056152,,,,,,
16,0.2630249559879303,0.9375,0.10689306259155273,,,,,,
17,0.2444837987422943,0.9375,0.11337399482727051,,,,,,
18,0.3700299859046936,0.875,0.1191868782043457,,,,,,
19,0.3362374007701874,0.890625,0.12421393394470215,,,,,,
20,0.3651781976222992,0.8828125,0.13070297241210938,0.91015625,0.2982354760169983,0.040979787707328796,0.16320329904556274,0.5729120373725891,0.23956283926963806
21,0.3080802261829376,0.90625,0.14030694961547852,,,,,,
22,0.2839395999908447,0.9140625,0.1460871696472168,,,,,,
23,0.28660690784454346,0.9140625,0.15163111686706543,,,,,,
24,0.49530985951423645,0.8359375,0.157850980758667,,,,,,
25,0.312384694814682,0.8984375,0.16487383842468262,,,,,,
26,0.30910784006118774,0.8984375,0.1752171516418457,,,,,,
27,0.18004335463047028,0.9453125,0.18499302864074707,,,,,,
28,0.21895208954811096,0.9296875,0.19315695762634277,,,,,,
29,0.21598386764526367,0.9296875,0.19920611381530762,,,,,,
30,0.2883358299732208,0.890625,0.204664945602417,0.91015625,0.25121545791625977,0.04160790890455246,0.1457449495792389,0.7334355115890503,0.07453581690788269
31,0.25706103444099426,0.8984375,0.21199989318847656,,,,,,
32,0.3832302689552307,0.8203125,0.2182309627532959,,,,,,
33,0.3503713309764862,0.84375,0.2242748737335205,,,,,,
34,0.22763343155384064,0.921875,0.23181796073913574,,,,,,
35,0.30198270082473755,0.84375,0.23875808715820312,,,,,,
36,0.23418113589286804,0.90625,0.24538111686706543,,,,,,
37,0.29159975051879883,0.8984375,0.2509889602661133,,,,,,
38,0.24025091528892517,0.90625,0.2570788860321045,,,,,,
39,0.32467275857925415,0.84375,0.2631380558013916,,,,,,
40,0.20898959040641785,0.921875,0.26946306228637695,0.9140625,0.23656027019023895,0.08073437213897705,0.13633452355861664,0.7989224195480347,0.1436828374862671
