step,train_loss,val_score,best_val_score,warmup_eta
1,1.132562518119812,-0.9782505035400391,-0.9782505035400391,0.01
50,0.5395549535751343,-0.5287647247314453,-0.5287647247314453,0.5
100,0.22052901983261108,-0.2750675678253174,-0.2750675678253174,1.0
150,0.19482174515724182,-0.2508147060871124,-0.2508147060871124,1.0
200,0.27798980474472046,-0.24034082889556885,-0.24034082889556885,1.0
250,0.26742106676101685,-0.2275943160057068,-0.2275943160057068,1.0
300,0.16615387797355652,-0.20707407593727112,-0.20707407593727112,1.0
350,0.16303686797618866,-0.1905992329120636,-0.1905992329120636,1.0
400,0.11125842481851578,-0.1637408435344696,-0.1637408435344696,1.0
450,0.12936222553253174,-0.14511682093143463,-0.14511682093143463,1.0
500,0.14405062794685364,-0.1337839514017105,-0.1337839514017105,1.0
550,0.13334870338439941,-0.12227355688810349,-0.12227355688810349,1.0
600,0.10094987601041794,-0.11246243864297867,-0.11246243864297867,1.0
650,0.10635070502758026,-0.10594835877418518,-0.10594835877418518,1.0
700,0.10729310661554337,-0.0949387475848198,-0.0949387475848198,1.0
750,0.06263372302055359,-0.08765940368175507,-0.08765940368175507,1.0
800,0.06499631702899933,-0.07966956496238708,-0.07966956496238708,1.0
850,0.06271615624427795,-0.0698675885796547,-0.0698675885796547,1.0
900,0.06479822099208832,-0.06450748443603516,-0.06450748443603516,1.0
950,0.04824591055512428,-0.0573778972029686,-0.0573778972029686,1.0
1000,0.05295727401971817,-0.054030030965805054,-0.054030030965805054,1.0
1050,0.048002876341342926,-0.05293802171945572,-0.05293802171945572,1.0
1100,0.04691801965236664,-0.05338170379400253,-0.05293802171945572,1.0
1150,0.04476594924926758,-0.047499336302280426,-0.047499336302280426,1.0
1200,0.044155582785606384,-0.047575049102306366,-0.047499336302280426,1.0
1250,0.03886983171105385,-0.043520987033843994,-0.043520987033843994,1.0
1300,0.035916637629270554,-0.042223330587148666,-0.042223330587148666,1.0
1350,0.03480087220668793,-0.04070991650223732,-0.04070991650223732,1.0
1400,0.036964841187000275,-0.038497403264045715,-0.038497403264045715,1.0
1450,0.03273695707321167,-0.03930971398949623,-0.038497403264045715,1.0
1500,0.030577948316931725,-0.036407921463251114,-0.036407921463251114,1.0
1550,0.03009444661438465,-0.035794004797935486,-0.036407921463251114,1.0
1600,0.03573232889175415,-0.03407411277294159,-0.03407411277294159,1.0
1650,0.02744554728269577,-0.033615123480558395,-0.03407411277294159,1.0
1700,0.029692238196730614,-0.032589443027973175,-0.032589443027973175,1.0
1750,0.02389579825103283,-0.031232375651597977,-0.031232375651597977,1.0
1800,0.027127429842948914,-0.030071331188082695,-0.030071331188082695,1.0
1850,0.02426217868924141,-0.028323765844106674,-0.028323765844106674,1.0
1900,0.02513238787651062,-0.026296284049749374,-0.026296284049749374,1.0
1950,0.020773544907569885,-0.026643941178917885,-0.026296284049749374,1.0
2000,0.019892394542694092,-0.024475079029798508,-0.024475079029798508,1.0
2050,0.02473215013742447,-0.026308897882699966,-0.024475079029798508,1.0
2100,0.025196347385644913,-0.026472603902220726,-0.024475079029798508,1.0
2150,0.020614899694919586,-0.02575560286641121,-0.024475079029798508,1.0
2200,0.022959880530834198,-0.02407044731080532,-0.024475079029798508,1.0
2250,0.021646976470947266,-0.023088540881872177,-0.023088540881872177,1.0
2300,0.02031773515045643,-0.0248081237077713,-0.023088540881872177,1.0
2350,0.02221425622701645,-0.02369321882724762,-0.023088540881872177,1.0
2400,0.0187444519251585,-0.0226011760532856,-0.023088540881872177,1.0
2450,0.01795445941388607,-0.02252841927111149,-0.023088540881872177,1.0
2500,0.017998596653342247,-0.023227697238326073,-0.023088540881872177,1.0
2550,0.021178042516112328,-0.024568501859903336,-0.023088540881872177,1.0
2600,0.019634582102298737,-0.022560974583029747,-0.023088540881872177,1.0
2650,0.0183548741042614,-0.0224139466881752,-0.023088540881872177,1.0
2700,0.019803304225206375,-0.023172486573457718,-0.023088540881872177,1.0
2750,0.01946919597685337,-0.024005500599741936,-0.023088540881872177,1.0
2800,0.01889410801231861,-0.02245377004146576,-0.023088540881872177,1.0
2850,0.018709374591708183,-0.022216973826289177,-0.023088540881872177,1.0
