step,train_loss,wall_clock_time_sec,eval_accuracy,eval_selective_aurc,eval_update_strength_mean,eval_update_strength_severity_corr
1,0.7155839204788208,0.015840530395507812,,,,
2,0.7225378155708313,0.03264880180358887,,,,
3,0.6658585667610168,0.0482335090637207,,,,
4,0.6686809062957764,0.06484603881835938,,,,
5,0.6792594790458679,0.08182716369628906,,,,
6,0.6949562430381775,0.09836769104003906,,,,
7,0.7166344523429871,0.11281538009643555,,,,
8,0.7028687596321106,0.12944936752319336,,,,
9,0.6802293658256531,0.1443650722503662,,,,
10,0.6914498805999756,0.16091537475585938,,,,
11,0.7126970887184143,0.176863431930542,,,,
12,0.6903432607650757,0.19355034828186035,,,,
13,0.7054210305213928,0.2082076072692871,,,,
14,0.6364989280700684,0.22475862503051758,,,,
15,0.6763911247253418,0.24346113204956055,,,,
16,0.6928725242614746,0.2599067687988281,,,,
17,0.6809766888618469,0.2696690559387207,,,,
18,0.6884300708770752,0.28175806999206543,,,,
19,0.7098966836929321,0.29377102851867676,,,,
20,0.7170575857162476,0.3057279586791992,,,,
21,0.6909916400909424,0.31775593757629395,,,,
22,0.6630374193191528,0.32918834686279297,,,,
23,0.6871377825737,0.34124755859375,,,,
24,0.678425133228302,0.3532905578613281,,,,
25,0.649737536907196,0.3605494499206543,0.5947265625,0.36796531081199646,0.5061084032058716,0.12890902161598206
26,0.6721115112304688,0.5256669521331787,,,,
27,0.666964590549469,0.5398757457733154,,,,
28,0.6890978217124939,0.5530107021331787,,,,
29,0.6801100969314575,0.5650796890258789,,,,
30,0.6810079216957092,0.5777835845947266,,,,
31,0.6856904029846191,0.5922162532806396,,,,
32,0.6392913460731506,0.6053659915924072,,,,
33,0.6607489585876465,0.621361494064331,,,,
34,0.6441468596458435,0.6354789733886719,,,,
35,0.6226254105567932,0.9206535816192627,,,,
36,0.6413407921791077,0.9366536140441895,,,,
37,0.6234719157218933,0.9523208141326904,,,,
38,0.6477156281471252,0.9670200347900391,,,,
39,0.6366987228393555,0.9801263809204102,,,,
40,0.6382489204406738,0.9961848258972168,,,,
41,0.6243213415145874,1.0125303268432617,,,,
42,0.6646439433097839,1.026381015777588,,,,
43,0.6541659832000732,1.0403025150299072,,,,
44,0.6487708687782288,1.0525658130645752,,,,
45,0.6537540555000305,1.0667016506195068,,,,
46,0.6451839208602905,1.0805244445800781,,,,
47,0.646848201751709,1.0966815948486328,,,,
48,0.6018015146255493,1.1110963821411133,,,,
49,0.6243965029716492,1.1247265338897705,,,,
50,0.6367025375366211,1.140981912612915,0.67578125,0.23268704116344452,0.5144053101539612,0.13063468039035797
