step,next_token_loss,train_loss,token_accuracy,char_accuracy,perplexity,bits_per_char,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,tokens_per_sec,peak_memory_mb,corruption_resistance_corr,warmup_eta,responsibility_temperature,ambiguity_weight,null_threshold,attractor_entropy_weight,precision_update_threshold
1,4.469218730926514,4.469218730926514,0.019417475908994675,0.019417475908994675,87.28850056090577,6.447719699755748,0.001,0.36872079968452454,0.0037441253662109375,0.005222320556640625,55019.525216505346,0.0,nan,0.0033333333333333335,nan,nan,nan,nan,nan
2,4.422426223754883,4.422426223754883,0.0220994483679533,0.0220994483679533,83.29814031344696,6.380212381708475,0.001,0.36181098222732544,0.003495931625366211,0.01056528091430664,51774.46798063152,0.0,nan,0.006666666666666667,nan,nan,nan,nan,nan
3,4.398062229156494,4.398062229156494,0.018518518656492233,0.018518518656492233,81.29318836997025,6.345062567525134,0.001,0.3130924105644226,0.003644227981567383,0.01622605323791504,74089.76643768401,0.0,nan,0.01,nan,nan,nan,nan,nan
4,4.400000095367432,4.400000095367432,0.028409091755747795,0.028409091755747795,81.45087643272863,6.34785831749756,0.001,0.4441126585006714,0.003183126449584961,0.020969390869140625,55291.55149427009,0.0,nan,0.013333333333333334,nan,nan,nan,nan,nan
5,4.4460554122924805,4.4460554122924805,0.011450381949543953,0.011450381949543953,85.2898463042716,6.414302094831897,0.001,0.34076011180877686,0.0034759044647216797,0.027208328247070312,75376.06475066877,0.0,nan,0.016666666666666666,nan,nan,nan,nan,nan
6,4.400750637054443,4.400750637054443,0.029556650668382645,0.029556650668382645,81.51203165783716,6.348941120267392,0.001,0.3220151364803314,0.0032498836517333984,0.032584190368652344,62463.774631355,0.0,nan,0.02,nan,nan,nan,nan,nan
7,4.377180576324463,4.377180576324463,0.0422535203397274,0.0422535203397274,79.61325318772815,6.314936710538798,0.001,0.3487093448638916,0.0033338069915771484,0.03774619102478027,63890.92126153186,0.0,nan,0.023333333333333334,nan,nan,nan,nan,nan
8,4.357480525970459,4.357480525970459,0.05147058889269829,0.05147058889269829,78.06021577515453,6.286515545587814,0.001,0.3436264991760254,0.0029449462890625,0.042153358459472656,46180.80829015544,0.0,nan,0.02666666666666667,nan,nan,nan,nan,nan
9,4.380335330963135,4.380335330963135,0.03888889029622078,0.03888889029622078,79.86481005899068,6.319488059411231,0.001,0.4357501268386841,0.0033080577850341797,0.04741930961608887,54412.59243243243,0.0,nan,0.03,nan,nan,nan,nan,nan
10,4.3561248779296875,4.3561248779296875,0.03375527262687683,0.03375527262687683,77.95446529298924,6.284559758882201,0.001,0.31162017583847046,0.0030410289764404297,0.05234813690185547,77934.14723637789,0.0,nan,0.03333333333333333,nan,nan,nan,nan,nan
