step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier
1,0.7071437835693359,0.46875,0.0032591819763183594,,,,
2,0.6934869885444641,0.5,0.007529020309448242,,,,
3,0.7000404596328735,0.484375,0.012118101119995117,,,,
4,0.7121472954750061,0.515625,0.018107175827026367,,,,
5,0.6946501731872559,0.5078125,0.03771400451660156,,,,
6,0.6946750283241272,0.4921875,0.04129314422607422,,,,
7,0.6961902976036072,0.4921875,0.044699907302856445,,,,
8,0.7072290778160095,0.4296875,0.04869818687438965,,,,
9,0.6880727410316467,0.5234375,0.05333828926086426,,,,
10,0.6974968314170837,0.4765625,0.05884909629821777,0.43359375,0.7026108503341675,0.09709538519382477,0.5094103813171387
11,0.6908757090568542,0.4921875,0.06600093841552734,,,,
12,0.6948435306549072,0.4921875,0.07146811485290527,,,,
13,0.6982502937316895,0.484375,0.07717204093933105,,,,
14,0.6909254193305969,0.5234375,0.08402204513549805,,,,
15,0.6947131156921387,0.5,0.08881616592407227,,,,
16,0.6778163909912109,0.578125,0.09409904479980469,,,,
17,0.6924145817756653,0.53125,0.09845399856567383,,,,
18,0.697414219379425,0.4296875,0.10257697105407715,,,,
19,0.6909722089767456,0.5625,0.10736584663391113,,,,
20,0.689245879650116,0.53125,0.1107480525970459,0.46875,0.6953927874565125,0.061101142317056656,0.502259373664856
21,0.7028736472129822,0.4296875,0.11712789535522461,,,,
22,0.6986747980117798,0.4765625,0.12287521362304688,,,,
23,0.6970176696777344,0.46875,0.13036799430847168,,,,
24,0.6895946264266968,0.5625,0.13634514808654785,,,,
25,0.7000192403793335,0.4375,0.14148616790771484,,,,
26,0.6912544369697571,0.5390625,0.14546418190002441,,,,
27,0.6855710744857788,0.546875,0.14951109886169434,,,,
28,0.699919581413269,0.421875,0.15237092971801758,,,,
29,0.7036696672439575,0.4296875,0.15670204162597656,,,,
30,0.697302520275116,0.4375,0.1603379249572754,0.47265625,0.6972418427467346,0.050017934292554855,0.5040997266769409
31,0.7009112238883972,0.4453125,0.16685795783996582,,,,
32,0.7004186511039734,0.4296875,0.17136693000793457,,,,
33,0.6933687925338745,0.46875,0.17546820640563965,,,,
34,0.6873151659965515,0.546875,0.18320703506469727,,,,
35,0.697035014629364,0.453125,0.18834614753723145,,,,
36,0.6920692920684814,0.5390625,0.19246792793273926,,,,
37,0.6893211007118225,0.578125,0.19897127151489258,,,,
38,0.6935850381851196,0.5234375,0.20326519012451172,,,,
39,0.6980884075164795,0.453125,0.20907211303710938,,,,
40,0.6925197839736938,0.4609375,0.21794724464416504,0.46875,0.6957027912139893,0.04789038747549057,0.5025483965873718
