step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier
1,0.7184768915176392,0.4765625,0.00501704216003418,,,,
2,0.7408788800239563,0.3984375,0.00792074203491211,,,,
3,0.7405559420585632,0.453125,0.011837959289550781,,,,
4,0.7263179421424866,0.453125,0.01524972915649414,,,,
5,0.6911612153053284,0.5234375,0.020007848739624023,,,,
6,0.6917743682861328,0.5546875,0.022935867309570312,,,,
7,0.6913958191871643,0.5703125,0.02781367301940918,,,,
8,0.6578318476676941,0.640625,0.030436038970947266,,,,
9,0.6770215630531311,0.59375,0.03256487846374512,,,,
10,0.6551541090011597,0.6484375,0.03682303428649902,0.6875,0.64466392993927,0.12720105051994324,0.4522375166416168
11,0.6417781710624695,0.671875,0.04090285301208496,,,,
12,0.6386082172393799,0.65625,0.04453587532043457,,,,
13,0.599605917930603,0.75,0.04691505432128906,,,,
14,0.62840336561203,0.6875,0.0491948127746582,,,,
15,0.6112473011016846,0.75,0.05393791198730469,,,,
16,0.583017885684967,0.84375,0.05623292922973633,,,,
17,0.5916347503662109,0.75,0.05843782424926758,,,,
18,0.5727049112319946,0.8515625,0.06258296966552734,,,,
19,0.5614830255508423,0.875,0.06540584564208984,,,,
20,0.5659579634666443,0.8515625,0.06943297386169434,0.83203125,0.5678593516349792,0.2490498423576355,0.3776915669441223
21,0.5561366677284241,0.875,0.07404685020446777,,,,
22,0.5595861673355103,0.890625,0.07837986946105957,,,,
23,0.5534446239471436,0.8984375,0.0813758373260498,,,,
24,0.5398120880126953,0.8515625,0.08543682098388672,,,,
25,0.5216533541679382,0.875,0.08895468711853027,,,,
26,0.5139188766479492,0.9140625,0.09170389175415039,,,,
27,0.5230007171630859,0.8984375,0.09558486938476562,,,,
28,0.4844335913658142,0.9609375,0.09857773780822754,,,,
29,0.5045825839042664,0.9296875,0.10248184204101562,,,,
30,0.48393118381500244,0.9609375,0.1057748794555664,0.9375,0.48528265953063965,0.3136118948459625,0.30014723539352417
31,0.47915416955947876,0.953125,0.11217284202575684,,,,
32,0.4636131823062897,0.921875,0.11517190933227539,,,,
33,0.46587449312210083,0.953125,0.1196599006652832,,,,
34,0.46207529306411743,0.96875,0.12450194358825684,,,,
35,0.46631062030792236,0.921875,0.12833881378173828,,,,
36,0.43757015466690063,0.9375,0.13222289085388184,,,,
37,0.4497426748275757,0.9609375,0.13625478744506836,,,,
38,0.4084838926792145,0.953125,0.13907599449157715,,,,
39,0.448265016078949,0.9375,0.14161396026611328,,,,
40,0.3946022689342499,0.96875,0.14614081382751465,0.94140625,0.41223418712615967,0.26802921295166016,0.23510771989822388
