step,train_loss,train_accuracy,top1_accuracy,top5_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb,resistance_noise_corr,resistance_occlusion_corr
30,1.5795866250991821,0.375,0.375,1.0,0.001,1.2429721355438232,0.09121203422546387,2.499570846557617,175.41544968123563,0.0,-0.3643975853919983,0.11523976176977158
31,1.6391196250915527,0.1875,0.1875,1.0,0.001,1.1859071254730225,0.08665990829467773,2.5917398929595947,184.62978227017865,0.0,-0.3507377803325653,0.13328668475151062
32,1.5826427936553955,0.3125,0.3125,1.0,0.001,0.4661184251308441,0.07473897933959961,2.6715400218963623,214.07838508603476,0.0,-0.14668980240821838,-0.014570873230695724
33,1.5562293529510498,0.3125,0.3125,1.0,0.001,0.5826513767242432,0.08053731918334961,2.790153980255127,198.6656640951101,0.0,0.18001842498779297,0.32768893241882324
34,1.6023812294006348,0.25,0.25,1.0,0.001,0.36190974712371826,0.08973407745361328,2.8874599933624268,178.30461352066573,0.0,-0.3312430679798126,0.5039361715316772
35,1.584080696105957,0.3125,0.3125,1.0,0.001,0.5226261019706726,0.08101606369018555,2.975097179412842,197.49169820426948,0.0,-0.3856366276741028,-0.2467459738254547
36,1.6013765335083008,0.25,0.25,1.0,0.001,0.5828602910041809,0.0782308578491211,3.0593810081481934,204.52287549828722,0.0,-0.060816697776317596,-0.00013955202302895486
37,1.6370699405670166,0.1875,0.1875,1.0,0.001,0.8808217644691467,0.08067607879638672,3.1456589698791504,198.3239671375377,0.0,-0.4308416545391083,0.0483347587287426
38,1.5688871145248413,0.375,0.375,1.0,0.001,0.871924877166748,0.08124804496765137,3.23275089263916,196.92781538768529,0.0,0.033953893929719925,0.07275451719760895
39,1.5452288389205933,0.375,0.375,1.0,0.001,0.8614983558654785,0.08088278770446777,3.3194549083709717,197.81711850067944,0.0,-0.3363252580165863,0.1997988522052765
40,1.644898533821106,0.1875,0.1875,1.0,0.001,0.8222724199295044,0.07503175735473633,3.400305986404419,213.24303953531233,0.0,0.1548897624015808,0.42747366428375244
41,1.6253228187561035,0.1875,0.1875,1.0,0.001,0.879833996295929,0.07429885864257812,3.479879856109619,215.34651126970272,0.0,0.0782042071223259,-0.4191023111343384
42,1.538869023323059,0.375,0.375,1.0,0.001,0.7804402709007263,0.0744330883026123,3.5598859786987305,214.9581639680328,0.0,-0.11950646340847015,0.24976912140846252
43,1.546115517616272,0.375,0.375,1.0,0.001,0.7943682670593262,0.07814717292785645,3.6437160968780518,204.74189149197767,0.0,-0.3510582149028778,0.25719839334487915
44,1.6635154485702515,0.125,0.125,1.0,0.001,1.3388406038284302,0.08779501914978027,3.737847089767456,182.2426847780925,0.0,0.22013428807258606,-0.2550981640815735
45,1.586751937866211,0.3125,0.3125,1.0,0.001,0.4587057828903198,0.07486510276794434,3.819586992263794,213.71773240723934,0.0,-0.3134639263153076,0.13817325234413147
46,1.5121291875839233,0.4375,0.4375,1.0,0.001,1.2363371849060059,0.0800020694732666,3.9055778980255127,199.99482645066502,0.0,0.15591561794281006,-0.026608584448695183
47,1.666094183921814,0.125,0.125,1.0,0.001,1.4283239841461182,0.07869601249694824,3.9904258251190186,203.31398621525412,0.0,0.03528578579425812,-0.19156016409397125
48,1.6286276578903198,0.1875,0.1875,1.0,0.001,0.9430432915687561,0.08286309242248535,4.079245090484619,193.0895834592134,0.0,-0.215188667178154,0.1166897639632225
49,1.6138828992843628,0.25,0.25,1.0,0.001,0.4464792013168335,0.07340025901794434,4.158679008483887,217.9828819962126,0.0,-0.23815539479255676,0.2679077386856079
50,1.6289387941360474,0.1875,0.1875,1.0,0.001,0.6948906183242798,0.0729672908782959,4.23811411857605,219.27633337363216,0.0,0.37042832374572754,-0.07857809960842133
