edge_drive_mean,edge_drive_std,edge_resistance_mean,edge_resistance_std,edge_energy_mean,edge_energy_std,edge_output_mean,edge_output_std,drive_mean,drive_std,resistance_mean,resistance_std,energy_mean,energy_std
0.00046352180652320385,0.11103140562772751,0.2495533525943756,0.2956460416316986,-0.007062551565468311,0.013698695227503777,0.0007357556605711579,0.06663072854280472,0.00046352180652320385,0.11103140562772751,0.2495533525943756,0.2956460416316986,-0.007062551565468311,0.013698695227503777
-0.0036881768610328436,0.1651110202074051,0.271598756313324,0.36970263719558716,-0.00912933237850666,0.028035717085003853,0.00636605080217123,0.1516103893518448,-0.0036881768610328436,0.1651110202074051,0.271598756313324,0.36970263719558716,-0.00912933237850666,0.028035717085003853
0.005116250365972519,0.2258370816707611,0.3021131753921509,0.4014487862586975,-0.010202071629464626,0.04272156208753586,0.009700708091259003,0.2091158926486969,0.005116250365972519,0.2258370816707611,0.3021131753921509,0.4014487862586975,-0.010202071629464626,0.04272156208753586
0.020108556374907494,0.2710273563861847,0.32394006848335266,0.4271090030670166,-0.01002291776239872,0.05640412122011185,0.01017808634787798,0.23469772934913635,0.020108556374907494,0.2710273563861847,0.32394006848335266,0.4271090030670166,-0.01002291776239872,0.05640412122011185
0.040287815034389496,0.3194054365158081,0.3484671115875244,0.47178107500076294,-0.006939436309039593,0.06567182391881943,0.007247482426464558,0.26035359501838684,0.040287815034389496,0.3194054365158081,0.3484671115875244,0.47178107500076294,-0.006939436309039593,0.06567182391881943
0.06316732615232468,0.3715394139289856,0.37875470519065857,0.5439615249633789,-0.0017948191380128264,0.07978624850511551,0.01380658894777298,0.2909911274909973,0.06316732615232468,0.3715394139289856,0.37875470519065857,0.5439615249633789,-0.0017948191380128264,0.07978624850511551
0.08704952895641327,0.42584121227264404,0.4083750545978546,0.6098003387451172,0.0042413705959916115,0.10510002821683884,0.011906355619430542,0.31385132670402527,0.08704952895641327,0.42584121227264404,0.4083750545978546,0.6098003387451172,0.0042413705959916115,0.10510002821683884
0.10408469289541245,0.4835282266139984,0.44995903968811035,0.6943171620368958,0.009823653846979141,0.14074786007404327,0.009742563590407372,0.34620052576065063,0.10408469289541245,0.4835282266139984,0.44995903968811035,0.6943171620368958,0.009823653846979141,0.14074786007404327
0.12599045038223267,0.5365539193153381,0.48831576108932495,0.770304799079895,0.017969833686947823,0.18303489685058594,0.007178699132055044,0.384548544883728,0.12599045038223267,0.5365539193153381,0.48831576108932495,0.770304799079895,0.017969833686947823,0.18303489685058594
0.14568409323692322,0.5843122601509094,0.5180211067199707,0.8449137210845947,0.026699163019657135,0.22431956231594086,0.006621488370001316,0.4259834289550781,0.14568409323692322,0.5843122601509094,0.5180211067199707,0.8449137210845947,0.026699163019657135,0.22431956231594086
0.15968893468379974,0.6122744083404541,0.5384953022003174,0.901668906211853,0.03291986137628555,0.2527310848236084,0.008795561268925667,0.4550867974758148,0.15968893468379974,0.6122744083404541,0.5384953022003174,0.901668906211853,0.03291986137628555,0.2527310848236084
0.16682417690753937,0.6268867254257202,0.5514800548553467,0.9265226721763611,0.03616465628147125,0.270185649394989,0.008328361436724663,0.4696740508079529,0.16682417690753937,0.6268867254257202,0.5514800548553467,0.9265226721763611,0.03616465628147125,0.270185649394989
0.17220477759838104,0.6413496136665344,0.5619400143623352,0.9548062086105347,0.0391463041305542,0.2864759564399719,0.010448161512613297,0.484687864780426,0.17220477759838104,0.6413496136665344,0.5619400143623352,0.9548062086105347,0.0391463041305542,0.2864759564399719
0.17516933381557465,0.6497894525527954,0.5684799551963806,0.9637380242347717,0.04082232341170311,0.29683658480644226,0.008793085813522339,0.49242186546325684,0.17516933381557465,0.6497894525527954,0.5684799551963806,0.9637380242347717,0.04082232341170311,0.29683658480644226
0.17792898416519165,0.6596664786338806,0.5749895572662354,0.9831382632255554,0.042691171169281006,0.3077336549758911,0.011476400308310986,0.5029137134552002,0.17792898416519165,0.6596664786338806,0.5749895572662354,0.9831382632255554,0.042691171169281006,0.3077336549758911
0.17807263135910034,0.6665409803390503,0.580957293510437,0.9959009885787964,0.04334186390042305,0.31538739800453186,0.010475287213921547,0.5094271898269653,0.17807263135910034,0.6665409803390503,0.580957293510437,0.9959009885787964,0.04334186390042305,0.31538739800453186
0.17934256792068481,0.6752510070800781,0.5846418142318726,1.0023295879364014,0.044639650732278824,0.32348066568374634,0.008295771665871143,0.5158731341362,0.17934256792068481,0.6752510070800781,0.5846418142318726,1.0023295879364014,0.044639650732278824,0.32348066568374634
0.18272548913955688,0.683930516242981,0.5868479609489441,1.010193109512329,0.046846017241477966,0.33240973949432373,0.0077132186852395535,0.5240204930305481,0.18272548913955688,0.683930516242981,0.5868479609489441,1.010193109512329,0.046846017241477966,0.33240973949432373
0.18185076117515564,0.6927965879440308,0.5907870531082153,1.0202337503433228,0.047590531408786774,0.3401409685611725,0.008714123629033566,0.5314666628837585,0.18185076117515564,0.6927965879440308,0.5907870531082153,1.0202337503433228,0.047590531408786774,0.3401409685611725
0.18409648537635803,0.7000274062156677,0.591801106929779,1.0214077234268188,0.04921175539493561,0.3473862111568451,0.008613407611846924,0.5373483300209045,0.18409648537635803,0.7000274062156677,0.591801106929779,1.0214077234268188,0.04921175539493561,0.3473862111568451
0.18547683954238892,0.7072384357452393,0.5941258072853088,1.0291043519973755,0.050519414246082306,0.35449251532554626,0.009440329857170582,0.5434501767158508,0.18547683954238892,0.7072384357452393,0.5941258072853088,1.0291043519973755,0.050519414246082306,0.35449251532554626
0.1869056224822998,0.7131513357162476,0.5956423282623291,1.0291944742202759,0.05165393650531769,0.36065948009490967,0.010202590376138687,0.54739910364151,0.1869056224822998,0.7131513357162476,0.5956423282623291,1.0291944742202759,0.05165393650531769,0.36065948009490967
0.186445951461792,0.721409797668457,0.5975886583328247,1.035132884979248,0.05240990221500397,0.36658841371536255,0.007936948910355568,0.5529122352600098,0.186445951461792,0.721409797668457,0.5975886583328247,1.035132884979248,0.05240990221500397,0.36658841371536255
0.18651790916919708,0.729973316192627,0.5991449952125549,1.0412192344665527,0.053591299802064896,0.37308359146118164,0.008506273850798607,0.5590384006500244,0.18651790916919708,0.729973316192627,0.5991449952125549,1.0412192344665527,0.053591299802064896,0.37308359146118164
0.18859325349330902,0.7353848218917847,0.5989186763763428,1.0390740633010864,0.05495000630617142,0.37849512696266174,0.007948540151119232,0.562717080116272,0.18859325349330902,0.7353848218917847,0.5989186763763428,1.0390740633010864,0.05495000630617142,0.37849512696266174
0.1895235776901245,0.7441024780273438,0.5995490550994873,1.0417441129684448,0.05631342530250549,0.38454774022102356,0.007870268076658249,0.5679068565368652,0.1895235776901245,0.7441024780273438,0.5995490550994873,1.0417441129684448,0.05631342530250549,0.38454774022102356
0.18941088020801544,0.7481711506843567,0.6002639532089233,1.0451606512069702,0.0568731427192688,0.38876569271087646,0.00866882223635912,0.5718507766723633,0.18941088020801544,0.7481711506843567,0.6002639532089233,1.0451606512069702,0.0568731427192688,0.38876569271087646
0.19052687287330627,0.7559434771537781,0.6006553173065186,1.0477696657180786,0.05822662264108658,0.3943261206150055,0.00733638321980834,0.5759239196777344,0.19052687287330627,0.7559434771537781,0.6006553173065186,1.0477696657180786,0.05822662264108658,0.3943261206150055
0.19079725444316864,0.7622563242912292,0.600803017616272,1.0518097877502441,0.059170015156269073,0.3988068699836731,0.010071763768792152,0.580268144607544,0.19079725444316864,0.7622563242912292,0.600803017616272,1.0518097877502441,0.059170015156269073,0.3988068699836731
0.18941473960876465,0.7683929800987244,0.6015006303787231,1.0531584024429321,0.059381164610385895,0.40203598141670227,0.00638937670737505,0.5827070474624634,0.18941473960876465,0.7683929800987244,0.6015006303787231,1.0531584024429321,0.059381164610385895,0.40203598141670227
0.19065898656845093,0.7731064558029175,0.6008665561676025,1.0554592609405518,0.060443662106990814,0.4053877890110016,0.00945652648806572,0.5849134922027588,0.19065898656845093,0.7731064558029175,0.6008665561676025,1.0554592609405518,0.060443662106990814,0.4053877890110016
0.19026334583759308,0.7771632075309753,0.6017350554466248,1.0579630136489868,0.060721658170223236,0.40821725130081177,0.010097227990627289,0.5872818827629089,0.19026334583759308,0.7771632075309753,0.6017350554466248,1.0579630136489868,0.060721658170223236,0.40821725130081177
0.18919695913791656,0.7830038666725159,0.6014919877052307,1.057867407798767,0.06103764474391937,0.4106296896934509,0.009254109114408493,0.5891936421394348,0.18919695913791656,0.7830038666725159,0.6014919877052307,1.057867407798767,0.06103764474391937,0.4106296896934509
0.18907080590724945,0.789868175983429,0.6023332476615906,1.0624829530715942,0.061781980097293854,0.4145754277706146,0.008160946890711784,0.5926637053489685,0.18907080590724945,0.789868175983429,0.6023332476615906,1.0624829530715942,0.061781980097293854,0.4145754277706146
0.1890505701303482,0.7947598099708557,0.6028406620025635,1.0622142553329468,0.062250882387161255,0.41765332221984863,0.008433008566498756,0.5945217609405518,0.1890505701303482,0.7947598099708557,0.6028406620025635,1.0622142553329468,0.062250882387161255,0.41765332221984863
0.1891937553882599,0.7997550368309021,0.6023440957069397,1.0628780126571655,0.06307016313076019,0.420886754989624,0.009311764501035213,0.5976587533950806,0.1891937553882599,0.7997550368309021,0.6023440957069397,1.0628780126571655,0.06307016313076019,0.420886754989624
0.18940232694149017,0.8053991794586182,0.6026923656463623,1.0671700239181519,0.06390616297721863,0.4245828092098236,0.008476059883832932,0.6012800931930542,0.18940232694149017,0.8053991794586182,0.6026923656463623,1.0671700239181519,0.06390616297721863,0.4245828092098236
0.18732672929763794,0.8094771504402161,0.6034641265869141,1.0663002729415894,0.0635438784956932,0.425661563873291,0.008279034867882729,0.6013900637626648,0.18732672929763794,0.8094771504402161,0.6034641265869141,1.0663002729415894,0.0635438784956932,0.425661563873291
0.188327357172966,0.8144612312316895,0.6030302047729492,1.0666030645370483,0.0645502507686615,0.428994745016098,0.009121224284172058,0.6043698787689209,0.188327357172966,0.8144612312316895,0.6030302047729492,1.0666030645370483,0.0645502507686615,0.428994745016098
0.18764984607696533,0.8194177150726318,0.6023635864257812,1.0641238689422607,0.06490018963813782,0.4308902323246002,0.009383157826960087,0.605300784111023,0.18764984607696533,0.8194177150726318,0.6023635864257812,1.0641238689422607,0.06490018963813782,0.4308902323246002
0.18762844800949097,0.8222742676734924,0.6035418510437012,1.0670326948165894,0.06525423377752304,0.4334922730922699,0.007706940174102783,0.6083625555038452,0.18762844800949097,0.8222742676734924,0.6035418510437012,1.0670326948165894,0.06525423377752304,0.4334922730922699
0.18600501120090485,0.8285050392150879,0.6024513244628906,1.063910722732544,0.06534504145383835,0.4348728656768799,0.0073708780109882355,0.6083528995513916,0.18600501120090485,0.8285050392150879,0.6024513244628906,1.063910722732544,0.06534504145383835,0.4348728656768799
0.18635743856430054,0.8302810788154602,0.6024516224861145,1.0636911392211914,0.06572624295949936,0.4367589056491852,0.008438344113528728,0.6098976135253906,0.18635743856430054,0.8302810788154602,0.6024516224861145,1.0636911392211914,0.06572624295949936,0.4367589056491852
0.1856454610824585,0.8335093259811401,0.6020797491073608,1.0618422031402588,0.0657934620976448,0.43810170888900757,0.007529410999268293,0.6107133030891418,0.1856454610824585,0.8335093259811401,0.6020797491073608,1.0618422031402588,0.0657934620976448,0.43810170888900757
0.18457451462745667,0.8378959894180298,0.6025782823562622,1.0633232593536377,0.06587576121091843,0.43955177068710327,0.007475368212908506,0.6119391918182373,0.18457451462745667,0.8378959894180298,0.6025782823562622,1.0633232593536377,0.06587576121091843,0.43955177068710327
0.18501470983028412,0.8405554890632629,0.6026089787483215,1.066177487373352,0.06648434698581696,0.44199690222740173,0.008468844927847385,0.6150104403495789,0.18501470983028412,0.8405554890632629,0.6026089787483215,1.066177487373352,0.06648434698581696,0.44199690222740173
0.18470603227615356,0.8412165641784668,0.6025522947311401,1.063574194908142,0.06640053540468216,0.44285911321640015,0.00967148132622242,0.6150500774383545,0.18470603227615356,0.8412165641784668,0.6025522947311401,1.063574194908142,0.06640053540468216,0.44285911321640015
0.1833612620830536,0.8480042219161987,0.603361189365387,1.0650389194488525,0.06658872961997986,0.4447304606437683,0.008670717477798462,0.6168180108070374,0.1833612620830536,0.8480042219161987,0.603361189365387,1.0650389194488525,0.06658872961997986,0.4447304606437683
0.1821172833442688,0.8519223928451538,0.603320300579071,1.063951849937439,0.06661336123943329,0.4461674094200134,0.0078122313134372234,0.6176767945289612,0.1821172833442688,0.8519223928451538,0.603320300579071,1.063951849937439,0.06661336123943329,0.4461674094200134
0.18277691304683685,0.8522047996520996,0.6037637591362,1.0643389225006104,0.06681253015995026,0.44743612408638,0.008308961987495422,0.6191763877868652,0.18277691304683685,0.8522047996520996,0.6037637591362,1.0643389225006104,0.06681253015995026,0.44743612408638
0.18280717730522156,0.8527562022209167,0.6032354235649109,1.0635433197021484,0.0669885128736496,0.44839611649513245,0.009783475659787655,0.6195567846298218,0.18280717730522156,0.8527562022209167,0.6032354235649109,1.0635433197021484,0.0669885128736496,0.44839611649513245
