step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier
1,0.7083472013473511,0.4453125,0.004186153411865234,,,,
2,0.6651894450187683,0.65625,0.006707191467285156,,,,
3,0.6512876749038696,0.6484375,0.009881973266601562,,,,
4,0.6535320281982422,0.6796875,0.012711048126220703,,,,
5,0.6325942873954773,0.734375,0.015310049057006836,,,,
6,0.6219449043273926,0.75,0.021739959716796875,,,,
7,0.5920948386192322,0.8046875,0.02722001075744629,,,,
8,0.6006439328193665,0.78125,0.03217196464538574,,,,
9,0.5973070859909058,0.796875,0.037603139877319336,,,,
10,0.5585772395133972,0.8671875,0.04025602340698242,0.890625,0.5391279458999634,0.2920534610748291,0.34948480129241943
11,0.5428050756454468,0.90625,0.04703521728515625,,,,
12,0.5532504320144653,0.859375,0.049356937408447266,,,,
13,0.5477572083473206,0.859375,0.05259895324707031,,,,
14,0.4992309510707855,0.9375,0.055056095123291016,,,,
15,0.502434492111206,0.9296875,0.05738997459411621,,,,
16,0.5017703771591187,0.921875,0.0625760555267334,,,,
17,0.4524218738079071,0.96875,0.06604790687561035,,,,
18,0.48549243807792664,0.9375,0.07087206840515137,,,,
19,0.4564269483089447,0.9375,0.07430911064147949,,,,
20,0.4151519536972046,0.984375,0.08021020889282227,0.9609375,0.4161093533039093,0.28289973735809326,0.23818153142929077
21,0.45692652463912964,0.921875,0.0845952033996582,,,,
22,0.44624483585357666,0.953125,0.08847308158874512,,,,
23,0.39231929183006287,0.9765625,0.09140920639038086,,,,
24,0.4346587359905243,0.921875,0.09503412246704102,,,,
25,0.37125587463378906,0.9609375,0.0978851318359375,,,,
26,0.4010597765445709,0.953125,0.10028624534606934,,,,
27,0.366923063993454,0.9375,0.10333418846130371,,,,
28,0.3665016293525696,0.953125,0.10629701614379883,,,,
29,0.3635546565055847,0.9375,0.1086740493774414,,,,
30,0.3281518220901489,0.9609375,0.11173391342163086,0.95703125,0.32795509696006775,0.20296770334243774,0.16871097683906555
31,0.31719815731048584,0.9609375,0.11602497100830078,,,,
32,0.3354611098766327,0.9375,0.11797595024108887,,,,
33,0.2997211813926697,0.96875,0.12086009979248047,,,,
34,0.31592801213264465,0.9609375,0.12306809425354004,,,,
35,0.316336452960968,0.9375,0.12511205673217773,,,,
36,0.2898883819580078,0.953125,0.12700319290161133,,,,
37,0.30698779225349426,0.921875,0.1306140422821045,,,,
38,0.26649749279022217,0.9609375,0.1328601837158203,,,,
39,0.27533674240112305,0.953125,0.13486623764038086,,,,
40,0.24454452097415924,0.96875,0.1377561092376709,0.92578125,0.301813006401062,0.11421065032482147,0.158843994140625
