step,train_mse,val_mse,best_val_mse,warmup_eta
1,1.0749388933181763,0.9162746667861938,0.9162746667861938,0.02
25,0.9071740508079529,0.7042709589004517,0.7042709589004517,0.5
50,0.5503447651863098,0.5223860740661621,0.5223860740661621,1.0
75,0.32503771781921387,0.28915920853614807,0.28915920853614807,1.0
100,0.22209346294403076,0.15803349018096924,0.15803349018096924,1.0
125,0.19393455982208252,0.10681254416704178,0.10681254416704178,1.0
150,0.07312396168708801,0.0822577252984047,0.0822577252984047,1.0
175,0.05464635044336319,0.06924398988485336,0.06924398988485336,1.0
200,0.028508666902780533,0.058457061648368835,0.058457061648368835,1.0
225,0.03156006708741188,0.052123427391052246,0.052123427391052246,1.0
250,0.0582459382712841,0.04852483794093132,0.04852483794093132,1.0
275,0.02479907125234604,0.044456250965595245,0.044456250965595245,1.0
300,0.03886798024177551,0.041959259659051895,0.041959259659051895,1.0
325,0.01734090782701969,0.04033806920051575,0.04033806920051575,1.0
350,0.02135530486702919,0.038983121514320374,0.038983121514320374,1.0
375,0.024868212640285492,0.03863907605409622,0.03863907605409622,1.0
400,0.016706589609384537,0.03694913536310196,0.03694913536310196,1.0
425,0.014573665335774422,0.03551068902015686,0.03551068902015686,1.0
450,0.007260667160153389,0.03543242812156677,0.03543242812156677,1.0
475,0.0031188270077109337,0.034437134861946106,0.034437134861946106,1.0
500,0.010868611745536327,0.03477754816412926,0.034437134861946106,1.0
