step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier
1,0.7188457250595093,0.484375,0.0023391246795654297,,,,
2,0.7209959030151367,0.453125,0.004653215408325195,,,,
3,0.7186654210090637,0.4921875,0.01026010513305664,,,,
4,0.723689615726471,0.4609375,0.013306140899658203,,,,
5,0.6857910752296448,0.5703125,0.01809406280517578,,,,
6,0.6956015229225159,0.53125,0.021533966064453125,,,,
7,0.687484860420227,0.6015625,0.026826143264770508,,,,
8,0.6563996076583862,0.65625,0.030051231384277344,,,,
9,0.6719165444374084,0.6015625,0.03425407409667969,,,,
10,0.6472731232643127,0.65625,0.03730607032775879,0.68359375,0.6435139775276184,0.12021508067846298,0.45102107524871826
11,0.6460601091384888,0.6953125,0.0429229736328125,,,,
12,0.6241663694381714,0.703125,0.04582405090332031,,,,
13,0.6005070805549622,0.75,0.05005311965942383,,,,
14,0.6202666163444519,0.7265625,0.05332827568054199,,,,
15,0.6013253927230835,0.7890625,0.05575394630432129,,,,
16,0.5847312808036804,0.8125,0.059754133224487305,,,,
17,0.5899506211280823,0.7578125,0.06205415725708008,,,,
18,0.5758587121963501,0.8046875,0.06593728065490723,,,,
19,0.5669196844100952,0.828125,0.06936120986938477,,,,
20,0.5675340294837952,0.828125,0.07187294960021973,0.7890625,0.5744888186454773,0.20216648280620575,0.38463833928108215
21,0.5650531649589539,0.8125,0.0786581039428711,,,,
22,0.5651644468307495,0.8515625,0.08275604248046875,,,,
23,0.5634129643440247,0.828125,0.08640098571777344,,,,
24,0.5444908142089844,0.8046875,0.08906912803649902,,,,
25,0.5238313674926758,0.8515625,0.09386491775512695,,,,
26,0.5272797346115112,0.8515625,0.09667515754699707,,,,
27,0.5329667329788208,0.8203125,0.10177206993103027,,,,
28,0.49820414185523987,0.90625,0.10558319091796875,,,,
29,0.5244127511978149,0.828125,0.11203622817993164,,,,
30,0.49319472908973694,0.8828125,0.1150810718536377,0.8984375,0.49063411355018616,0.2708500623703003,0.30719682574272156
31,0.49379730224609375,0.890625,0.1209862232208252,,,,
32,0.47382137179374695,0.8359375,0.12555503845214844,,,,
33,0.4881339371204376,0.8359375,0.12940502166748047,,,,
34,0.4765784740447998,0.8828125,0.13526606559753418,,,,
35,0.490535169839859,0.828125,0.1383531093597412,,,,
36,0.44925642013549805,0.8984375,0.14298796653747559,,,,
37,0.4711378514766693,0.8671875,0.14557504653930664,,,,
38,0.43732863664627075,0.890625,0.14958810806274414,,,,
39,0.4833352863788605,0.84375,0.15284299850463867,,,,
40,0.4099929928779602,0.90625,0.15593910217285156,0.90234375,0.4262450933456421,0.2400735318660736,0.25071704387664795
