step,train_loss,final_metric,best_metric,message_norm_mean,update_norm_mean,wall_clock_time_sec,step_time_sec,peak_memory_mb,nan_inf_count
1,0.0,1.0,1.0,0.04388114809989929,1.0949591398239136,0.0031576156616210938,0.0031583309173583984,9.39404296875,0.0
