step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier
1,0.7763819098472595,0.4375,0.0038678646087646484,,,,
2,0.686705470085144,0.578125,0.005861997604370117,,,,
3,0.7135328650474548,0.5703125,0.007197856903076172,,,,
4,0.7315218448638916,0.5,0.012188911437988281,,,,
5,0.7114771604537964,0.5078125,0.013527870178222656,,,,
6,0.708612322807312,0.5625,0.01462411880493164,,,,
7,0.6822924613952637,0.6015625,0.015840768814086914,,,,
8,0.6942059993743896,0.53125,0.017667770385742188,,,,
9,0.7149720788002014,0.53125,0.019797801971435547,,,,
10,0.7003411650657654,0.5625,0.020853042602539062,0.62109375,0.656731128692627,0.04044558107852936,0.4634810984134674
11,0.7123047709465027,0.5859375,0.024579763412475586,,,,
12,0.7217782735824585,0.5078125,0.02705097198486328,,,,
13,0.6720991134643555,0.59375,0.0289309024810791,,,,
14,0.6390523314476013,0.6328125,0.030215978622436523,,,,
15,0.6832683086395264,0.578125,0.0315098762512207,,,,
16,0.734523594379425,0.4921875,0.032663822174072266,,,,
17,0.6384189128875732,0.625,0.03534078598022461,,,,
18,0.6855135560035706,0.5,0.03713798522949219,,,,
19,0.6543397307395935,0.5859375,0.03876996040344238,,,,
20,0.6739829182624817,0.609375,0.04030585289001465,0.609375,0.6570562124252319,0.06221577897667885,0.4654872417449951
21,0.7002367973327637,0.5703125,0.04396486282348633,,,,
22,0.6975648403167725,0.5546875,0.04564476013183594,,,,
23,0.6635783314704895,0.6328125,0.0470728874206543,,,,
24,0.6665029525756836,0.5859375,0.04844808578491211,,,,
25,0.6391819715499878,0.6875,0.05110573768615723,,,,
26,0.6446815133094788,0.65625,0.054054975509643555,,,,
27,0.6372888684272766,0.65625,0.05575394630432129,,,,
28,0.6342819333076477,0.640625,0.057283878326416016,,,,
29,0.6556549668312073,0.609375,0.05876779556274414,,,,
30,0.6056471467018127,0.640625,0.061161041259765625,0.68359375,0.6301553249359131,0.07875915616750717,0.43879759311676025
31,0.586226224899292,0.7109375,0.06357479095458984,,,,
32,0.621384859085083,0.609375,0.06495499610900879,,,,
33,0.6309518218040466,0.703125,0.06643986701965332,,,,
34,0.6484721899032593,0.6328125,0.06878900527954102,,,,
35,0.6251541376113892,0.6171875,0.07103276252746582,,,,
36,0.5867997407913208,0.734375,0.07275605201721191,,,,
37,0.6097059845924377,0.71875,0.07440066337585449,,,,
38,0.6333056092262268,0.6484375,0.07761168479919434,,,,
39,0.6375306248664856,0.65625,0.07977294921875,,,,
40,0.6023185849189758,0.6953125,0.08170604705810547,0.671875,0.6210057735443115,0.07625943422317505,0.4309377670288086
