drive_mean,drive_std,resistance_mean,resistance_std,energy_mean,energy_std,null_weight_mean,null_weight_std,update_strength_mean,update_strength_std,update_gate_mean,update_gate_std,ambiguity_mean,ambiguity_std,ambiguity_weight_mean,ambiguity_weight_std,sample_uncertainty_mean,sample_uncertainty_std,prototype_diversity_penalty_mean,prototype_diversity_penalty_std,attractor_activation_mean,attractor_activation_std,attractor_diversity
-0.0012837883550673723,0.040484488010406494,1.34405517578125,0.164354145526886,-0.235118567943573,0.03321963921189308,0.15580374002456665,0.04862307757139206,0.8587466478347778,0.04153401777148247,0.09193489700555801,0.005639928858727217,-0.13432064652442932,0.20544415712356567,0.019999999552965164,0.0,0.6931533813476562,1.9082797564351495e-07,0.011357526294887066,0.0,0.9340758323669434,3.5610679333331063e-05,0.04122357815504074
-0.0020487108267843723,0.05632194131612778,1.3451464176177979,0.16522590816020966,-0.2344445139169693,0.03370808809995651,0.15550459921360016,0.04832340404391289,0.858820378780365,0.041538503021001816,0.09200134873390198,0.00568542443215847,0.1561615765094757,0.261600136756897,0.03999999910593033,0.0,0.693127453327179,2.5809567816281742e-08,0.011253740638494492,0.0,0.9342104196548462,3.379859117558226e-05,0.05137507990002632
0.003898581024259329,0.05258636921644211,1.343445897102356,0.16553041338920593,-0.23299527168273926,0.03344721719622612,0.15526773035526276,0.04822293668985367,0.8590022921562195,0.04149986431002617,0.09216522425413132,0.005690611898899078,-0.21664103865623474,0.17675365507602692,0.059999994933605194,3.725290298461914e-09,0.6935322284698486,0.0,0.011433999054133892,0.0,0.9343286752700806,3.46999368048273e-05,0.06789939105510712
0.002453325316309929,0.061194777488708496,1.3438156843185425,0.16457043588161469,-0.23296599090099335,0.03313840925693512,0.1552233099937439,0.04815039783716202,0.8590080738067627,0.041469983756542206,0.09213633090257645,0.0056444392539560795,0.0229291133582592,0.5680102705955505,0.07999999821186066,0.0,0.6936911344528198,0.0,0.01198134571313858,0.0,0.9342142343521118,5.131842044647783e-05,0.08091628551483154
0.001520937541499734,0.06913173943758011,1.343874454498291,0.16460950672626495,-0.23294588923454285,0.03339115157723427,0.1552809327840805,0.04823276773095131,0.8590101599693298,0.04147389903664589,0.09210405498743057,0.005659624468535185,0.2852027714252472,0.7326793074607849,0.10000000149011612,0.0,0.693695604801178,0.0,0.012500261887907982,0.0,0.934233546257019,5.103160219732672e-05,0.10214992612600327
0.0002955874369945377,0.07157152891159058,1.3441047668457031,0.16427062451839447,-0.23303675651550293,0.033361081033945084,0.15536028146743774,0.04832032322883606,0.8589985370635986,0.04146992415189743,0.09206154942512512,0.005655217915773392,0.30101364850997925,0.71528559923172,0.11999998986721039,7.450580596923828e-09,0.6940030455589294,0.0,0.01278048474341631,0.0,0.9341994524002075,4.006328163086437e-05,0.12506282329559326
-0.0024521551094949245,0.07458999752998352,1.3446409702301025,0.1633007526397705,-0.23345932364463806,0.03323432803153992,0.15543435513973236,0.04834417998790741,0.8589451313018799,0.041464436799287796,0.09197863936424255,0.0056298417039215565,0.38310888409614563,0.7943145632743835,0.14000000059604645,0.0,0.6938841938972473,0.0,0.01326280552893877,0.0,0.9340954422950745,4.1385574149899185e-05,0.14280182123184204
-0.004163759760558605,0.07651161402463913,1.3449805974960327,0.16288796067237854,-0.2337171733379364,0.033237650990486145,0.15548953413963318,0.04837493598461151,0.858912467956543,0.04146536812186241,0.09192051738500595,0.005623469594866037,0.42906731367111206,0.8314273953437805,0.1599999964237213,0.0,0.6938237547874451,0.0,0.013732708990573883,0.0,0.934049129486084,4.49824110546615e-05,0.16251708567142487
-0.005746909882873297,0.07844170928001404,1.345286250114441,0.16249920427799225,-0.23396722972393036,0.033315181732177734,0.15553975105285645,0.04840056225657463,0.858879804611206,0.041468050330877304,0.09186937659978867,0.005618935916572809,0.5179122090339661,0.8711897134780884,0.18000000715255737,0.0,0.6936145424842834,2.5809567816281742e-08,0.014235603623092175,0.0,0.9340105056762695,4.7255965910153463e-05,0.17950549721717834
-0.006627610418945551,0.07875648140907288,1.3454294204711914,0.16246828436851501,-0.23409144580364227,0.03332945704460144,0.15557822585105896,0.04843363165855408,0.8588641881942749,0.04147157445549965,0.09183663874864578,0.005622926168143749,0.4780912399291992,0.8470839262008667,0.20000000298023224,0.0,0.6938222646713257,2.5809567816281742e-08,0.014407230541110039,0.0,0.934001088142395,4.803958654520102e-05,0.19779756665229797
-0.007230895571410656,0.07843644171953201,1.3454686403274536,0.16267715394496918,-0.23416870832443237,0.03334927558898926,0.15561538934707642,0.048475492745637894,0.8588547706604004,0.04147818684577942,0.0918159931898117,0.005634394474327564,0.39689287543296814,0.7951334118843079,0.2199999988079071,0.0,0.6941538453102112,0.0,0.014414608478546143,0.0,0.9340139627456665,4.680329584516585e-05,0.2163001000881195
-0.007197616621851921,0.07726685702800751,1.3453123569488525,0.16332513093948364,-0.23412224650382996,0.033344365656375885,0.15564590692520142,0.04853281006217003,0.8588619232177734,0.04148772731423378,0.09181755036115646,0.005657533183693886,0.22422194480895996,0.7019684314727783,0.23999997973442078,1.4901161193847656e-08,0.6946528553962708,0.0,0.014282645657658577,0.0,0.9340641498565674,4.4273827370489016e-05,0.23723700642585754
-0.006902665831148624,0.07610028237104416,1.3451077938079834,0.16402667760849,-0.23402974009513855,0.03331543877720833,0.15566182136535645,0.04857729747891426,0.8588752150535583,0.04149532690644264,0.09182430803775787,0.00567983603104949,0.041314829140901566,0.6051599979400635,0.25999999046325684,0.0,0.6951631903648376,0.0,0.01415995229035616,0.0,0.9341157674789429,4.377259028842673e-05,0.2586493194103241
-0.006023222114890814,0.07485148310661316,1.344746708869934,0.16495680809020996,-0.23381561040878296,0.03330645337700844,0.15565957129001617,0.048617564141750336,0.8589036464691162,0.0415022149682045,0.09185176342725754,0.005706491880118847,-0.15856215357780457,0.4893372654914856,0.2800000011920929,0.0,0.6956586837768555,1.4901161193847656e-08,0.013958344236016273,0.0,0.934187650680542,4.333264223532751e-05,0.28113704919815063
-0.005128290969878435,0.07417168468236923,1.3444397449493408,0.16582661867141724,-0.2336113303899765,0.03335249051451683,0.15564332902431488,0.04863670840859413,0.8589307069778442,0.0415089912712574,0.09187500923871994,0.005732618272304535,-0.30105239152908325,0.38739559054374695,0.30000001192092896,0.0,0.696087121963501,0.0,0.013927151449024677,0.0,0.9342566132545471,4.422464553499594e-05,0.3031063675880432
-0.004034667741507292,0.07380323112010956,1.3441240787506104,0.16669046878814697,-0.2333691269159317,0.0334227979183197,0.1556074619293213,0.048634812235832214,0.8589622974395752,0.0415143258869648,0.09190281480550766,0.005758020095527172,-0.416116863489151,0.2969385087490082,0.3199999928474426,0.0,0.6964429020881653,1.4901161193847656e-08,0.013987931422889233,0.0,0.9343270063400269,4.409997563925572e-05,0.3256542980670929
-0.0025484783109277487,0.07377701997756958,1.3437228202819824,0.16766206920146942,-0.23304031789302826,0.03356410190463066,0.1555556207895279,0.04862602427601814,0.8590046763420105,0.04152034595608711,0.09194537997245789,0.005788481328636408,-0.5023971199989319,0.24590760469436646,0.3400000035762787,0.0,0.6966833472251892,1.4901161193847656e-08,0.014042327180504799,0.0,0.9344161748886108,4.506835466600023e-05,0.3486538529396057
-0.0015445760218426585,0.0745764970779419,1.3435662984848022,0.16811467707157135,-0.2328256070613861,0.0337313711643219,0.15552128851413727,0.048618726432323456,0.8590313792228699,0.04152434319257736,0.09196951240301132,0.005808893591165543,-0.467639684677124,0.27254167199134827,0.36000001430511475,0.0,0.6970024108886719,0.0,0.01425911020487547,0.0,0.9344735145568848,4.667164103011601e-05,0.3688008487224579
