step,train_loss,train_accuracy,top1_accuracy,top5_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb,resistance_noise_corr,resistance_occlusion_corr
1,1.6080471277236938,0.25,0.25,1.0,0.001,154.9513397216797,0.05173516273498535,0.0546870231628418,309.267414156217,0.0,-0.13749898970127106,0.045535773038864136
2,1.6357744932174683,0.125,0.125,1.0,0.001,3.726902484893799,0.050867319107055664,0.10919690132141113,314.5438029931616,0.0,-0.2091454118490219,0.030704233795404434
3,1.606773853302002,0.4375,0.4375,1.0,0.001,4.00927734375,0.05195975303649902,0.16429901123046875,307.93063986968593,0.0,-0.13486123085021973,0.21012739837169647
4,1.5967458486557007,0.25,0.25,1.0,0.001,1.447442650794983,0.07133197784423828,0.23926496505737305,224.30332767356978,0.0,-0.42507755756378174,0.2829131484031677
5,1.6477084159851074,0.125,0.125,1.0,0.001,1.6165108680725098,0.05003809928894043,0.293015718460083,319.75635020845743,0.0,0.48123282194137573,0.3660474121570587
6,1.5651404857635498,0.4375,0.4375,1.0,0.001,1.6026438474655151,0.04808187484741211,0.34441184997558594,332.765726186344,0.0,0.3397417962551117,-0.11402377486228943
7,1.6002461910247803,0.25,0.25,1.0,0.001,0.6557279229164124,0.048809051513671875,0.3964869976043701,327.8080500195389,0.0,0.31982576847076416,0.4973245859146118
8,1.5768771171569824,0.3125,0.3125,1.0,0.001,0.39631080627441406,0.047634124755859375,0.4478268623352051,335.8936493953712,0.0,0.04355175048112869,0.00829802080988884
9,1.648122787475586,0.125,0.125,1.0,0.001,0.7016399502754211,0.0481719970703125,0.4994797706604004,332.14317389927146,0.0,0.5199403762817383,0.338405042886734
10,1.6262290477752686,0.1875,0.1875,1.0,0.001,0.40317726135253906,0.04844522476196289,0.5512740612030029,330.2699095445732,0.0,-0.13293768465518951,-0.20612891018390656
11,1.7049552202224731,0.0,0.0,1.0,0.001,1.2131962776184082,0.05173301696777344,0.6065678596496582,309.28024186115107,0.0,-0.09361941367387772,-0.15825781226158142
12,1.6217409372329712,0.1875,0.1875,1.0,0.001,0.6320099830627441,0.05059480667114258,0.6608090400695801,316.2379906696197,0.0,0.15593372285366058,-0.13540968298912048
13,1.6358455419540405,0.125,0.125,1.0,0.001,0.5670046806335449,0.04946136474609375,0.7139101028442383,323.48480641678236,0.0,0.23927727341651917,-0.4816858470439911
14,1.5904277563095093,0.25,0.25,1.0,0.001,0.6265732645988464,0.0464627742767334,0.7644398212432861,344.36170136341013,0.0,-0.05202846974134445,-0.18839843571186066
15,1.618610143661499,0.1875,0.1875,1.0,0.001,0.668075680732727,0.049498796463012695,0.8175768852233887,323.2401824548559,0.0,0.3028440475463867,-0.03719956800341606
16,1.6203114986419678,0.125,0.125,1.0,0.001,0.419913649559021,0.05043506622314453,0.8718128204345703,317.2395953483975,0.0,0.15151871740818024,-0.09757623076438904
17,1.5665243864059448,0.375,0.375,1.0,0.001,0.6656471490859985,0.047858238220214844,0.9238119125366211,334.3207062152522,0.0,0.32097095251083374,0.3338632583618164
18,1.6172362565994263,0.25,0.25,1.0,0.001,0.31540629267692566,0.051001787185668945,0.9789769649505615,313.71449674406426,0.0,0.07309279590845108,-0.22548907995224
19,1.6089372634887695,0.125,0.125,1.0,0.001,0.6674637198448181,0.048933982849121094,1.031890869140625,326.9711367932802,0.0,-0.21713712811470032,0.3435499370098114
20,1.6207653284072876,0.125,0.125,1.0,0.001,0.6163513660430908,0.04925060272216797,1.0852727890014648,324.86912069399534,0.0,-0.46278083324432373,0.36740103363990784
21,1.6443986892700195,0.0625,0.0625,1.0,0.001,0.7621767520904541,0.050496578216552734,1.1398837566375732,316.8531525321297,0.0,0.31377896666526794,0.42131751775741577
22,1.643050193786621,0.0625,0.0625,1.0,0.001,0.701991081237793,0.04799175262451172,1.192246675491333,333.3906166166564,0.0,0.30446454882621765,0.10972177237272263
23,1.6259794235229492,0.125,0.125,1.0,0.001,0.42281055450439453,0.04846477508544922,1.2445387840270996,330.1366811625573,0.0,0.029324935749173164,-0.20574761927127838
24,1.6029940843582153,0.1875,0.1875,1.0,0.001,0.4053316116333008,0.04770374298095703,1.2964608669281006,335.4034505507687,0.0,0.028444737195968628,0.289154052734375
25,1.6268028020858765,0.125,0.125,1.0,0.001,0.2993934452533722,0.047447919845581055,1.348430871963501,337.2118325117707,0.0,0.11854447424411774,-0.08267258107662201
26,1.6381983757019043,0.0625,0.0625,1.0,0.001,0.5211909413337708,0.05196809768676758,1.4046940803527832,307.88119465981555,0.0,0.04080386459827423,0.10578089952468872
27,1.5965094566345215,0.3125,0.3125,1.0,0.001,0.4904540181159973,0.048657894134521484,1.4577727317810059,328.8263967151103,0.0,-0.13872621953487396,-0.5027358531951904
28,1.5964281558990479,0.125,0.125,1.0,0.001,0.5972644090652466,0.05132699012756348,1.513455867767334,311.72683144355517,0.0,0.16736425459384918,0.09112774580717087
