step,train_loss,val_score,best_val_score,warmup_eta
1,0.6785645484924316,0.427734375,0.427734375,0.01
50,0.16927102208137512,0.45458984375,0.45458984375,0.5
100,0.10102923214435577,0.451171875,0.45458984375,1.0
150,0.06602303683757782,0.45458984375,0.45458984375,1.0
200,0.08899779617786407,0.458984375,0.458984375,1.0
250,0.05002164468169212,0.4638671875,0.4638671875,1.0
300,0.08113574236631393,0.46875,0.46875,1.0
350,0.0701921358704567,0.47216796875,0.47216796875,1.0
400,0.06030690297484398,0.47216796875,0.47216796875,1.0
450,0.06751316040754318,0.4794921875,0.4794921875,1.0
500,0.07552873343229294,0.4697265625,0.4794921875,1.0
550,0.11119718849658966,0.47265625,0.4794921875,1.0
600,0.09726235270500183,0.47998046875,0.4794921875,1.0
650,0.11011475324630737,0.47900390625,0.4794921875,1.0
700,0.07618764042854309,0.4765625,0.4794921875,1.0
750,0.05656907707452774,0.48193359375,0.48193359375,1.0
800,0.08920276910066605,0.4833984375,0.4833984375,1.0
850,0.08299051970243454,0.478515625,0.4833984375,1.0
900,0.07247147709131241,0.47314453125,0.4833984375,1.0
950,0.0900215208530426,0.47998046875,0.4833984375,1.0
1000,0.0903870016336441,0.47265625,0.4833984375,1.0
1050,0.07252321392297745,0.4716796875,0.4833984375,1.0
1100,0.07055824249982834,0.47705078125,0.4833984375,1.0
1150,0.0866861417889595,0.48095703125,0.4833984375,1.0
1200,0.07745309174060822,0.48095703125,0.4833984375,1.0
1250,0.06299763172864914,0.47119140625,0.4833984375,1.0
1300,0.06443610787391663,0.48095703125,0.4833984375,1.0
1350,0.07494357973337173,0.47216796875,0.4833984375,1.0
1400,0.07252384722232819,0.47314453125,0.4833984375,1.0
