step,train_loss,train_accuracy,top1_accuracy,top5_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb,resistance_noise_corr,resistance_occlusion_corr
1,1.5995692014694214,0.25,0.25,1.0,0.001,159.89349365234375,0.03418993949890137,0.03601408004760742,233.98695982650293,0.0,0.7980278134346008,0.24645064771175385
2,1.6435507535934448,0.125,0.125,1.0,0.001,4.921596527099609,0.03409719467163086,0.07239222526550293,234.62340749856656,0.0,0.5842617154121399,nan
3,1.5673935413360596,0.375,0.375,1.0,0.001,4.820650577545166,0.03486895561218262,0.10976934432983398,229.43044492003474,0.0,-0.38351431488990784,0.6515280604362488
4,1.6117372512817383,0.25,0.25,1.0,0.001,7.496055603027344,0.03201794624328613,0.14430737495422363,249.85987356005154,0.0,0.522333025932312,0.5440264344215393
