step,train_mse,val_mse,best_val_mse,warmup_eta
1,1.0097572803497314,0.9621536731719971,0.9621536731719971,0.005
50,0.17807213962078094,0.17600750923156738,0.17600750923156738,0.25
100,0.02885286882519722,0.025255026295781136,0.025255026295781136,0.5
150,0.006647610105574131,0.009580192156136036,0.009580192156136036,0.75
200,0.0029935110360383987,0.006073673255741596,0.006073673255741596,1.0
250,0.0012152974959462881,0.004714770242571831,0.004714770242571831,1.0
300,0.0006910162046551704,0.0041719586588442326,0.0041719586588442326,1.0
350,0.00023438347852788866,0.00388016807846725,0.00388016807846725,1.0
400,0.0002530121128074825,0.0037660724483430386,0.0037660724483430386,1.0
450,8.179909491445869e-05,0.0036944851744920015,0.0037660724483430386,1.0
500,0.00013266481983009726,0.0036571063101291656,0.0036571063101291656,1.0
550,6.999880133662373e-05,0.003626827150583267,0.0036571063101291656,1.0
600,2.0688014046754688e-05,0.0036250026896595955,0.0036571063101291656,1.0
650,0.00013324398605618626,0.003613237291574478,0.0036571063101291656,1.0
700,1.9866616639774293e-05,0.0036117639392614365,0.0036571063101291656,1.0
750,4.5432050683302805e-05,0.0036115951370447874,0.0036571063101291656,1.0
800,8.649941446492448e-05,0.0036089634522795677,0.0036571063101291656,1.0
850,4.332400749262888e-06,0.0036132168024778366,0.0036571063101291656,1.0
900,5.8313330555392895e-06,0.0036108880303800106,0.0036571063101291656,1.0
950,2.6332741072110366e-06,0.0036015836521983147,0.0036571063101291656,1.0
1000,1.4107445167610422e-05,0.0036018644459545612,0.0036571063101291656,1.0
1050,3.8306643546093255e-06,0.00361124100163579,0.0036571063101291656,1.0
1100,4.174098648945801e-06,0.003607383230701089,0.0036571063101291656,1.0
