step,train_loss,train_accuracy,top1_accuracy,top5_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb,resistance_noise_corr,resistance_occlusion_corr
1,1.602076530456543,0.25,0.25,1.0,0.001,0.9882581233978271,0.04403209686279297,0.049314022064208984,363.3712936691863,0.0,0.619528591632843,-0.5331878662109375
2,1.5985774993896484,0.25,0.25,1.0,0.001,0.6798559427261353,0.02326202392578125,0.07579493522644043,687.8163332240078,0.0,-0.04108165577054024,-0.34708502888679504
3,1.61481511592865,0.1875,0.1875,1.0,0.001,0.4801444709300995,0.02300095558166504,0.10166406631469727,695.6232728328133,0.0,0.46113577485084534,0.25379425287246704
4,1.5916801691055298,0.1875,0.1875,1.0,0.001,0.5824910998344421,0.023365259170532227,0.12805795669555664,684.7773390067448,0.0,0.5302278399467468,-0.29628029465675354
5,1.592625379562378,0.1875,0.1875,1.0,0.001,0.8867308497428894,0.023960113525390625,0.15456795692443848,667.7764687151728,0.0,-0.4992857873439789,0.04139282926917076
6,1.6087371110916138,0.25,0.25,1.0,0.001,0.514245867729187,0.02512812614440918,0.18256688117980957,636.7366952891504,0.0,-0.5978845357894897,-0.3837147355079651
7,1.6240323781967163,0.125,0.125,1.0,0.001,0.5755183100700378,0.02361607551574707,0.20955801010131836,677.5046086438573,0.0,-0.36754074692726135,-0.3643929064273834
8,1.5641416311264038,0.25,0.25,1.0,0.001,0.5982900857925415,0.023483753204345703,0.235853910446167,681.3220979106175,0.0,-0.008611489087343216,-0.3172599673271179
9,1.6367563009262085,0.25,0.25,1.0,0.001,0.4223329722881317,0.023709774017333984,0.262296199798584,674.8271825915572,0.0,0.24253150820732117,-0.49532055854797363
10,1.6315274238586426,0.1875,0.1875,1.0,0.001,0.595227062702179,0.02249598503112793,0.28761911392211914,711.2380266016639,0.0,0.028025519102811813,-0.6671215891838074
11,1.5766980648040771,0.4375,0.4375,1.0,0.001,0.42825695872306824,0.022649049758911133,0.3133571147918701,706.4314030969399,0.0,0.115104079246521,-0.2418919950723648
12,1.6000165939331055,0.1875,0.1875,1.0,0.001,0.7920513153076172,0.022488117218017578,0.3387441635131836,711.4868641462225,0.0,-0.5753676295280457,0.5212525129318237
13,1.6070243120193481,0.25,0.25,1.0,0.001,0.7359898090362549,0.022664785385131836,0.3645360469818115,705.9409444263279,0.0,-0.023219062015414238,0.013941877521574497
14,1.6124634742736816,0.125,0.125,1.0,0.001,0.6287360191345215,0.022226810455322266,0.389528751373291,719.851371934868,0.0,0.27161818742752075,-0.32672804594039917
15,1.6064099073410034,0.1875,0.1875,1.0,0.001,0.5018946528434753,0.02262711524963379,0.4153008460998535,707.1162109477899,0.0,0.39628905057907104,-0.28102055191993713
16,1.5566712617874146,0.3125,0.3125,1.0,0.001,0.5641810297966003,0.02320384979248047,0.44199085235595703,689.540750482923,0.0,0.08850086480379105,-0.2859412133693695
17,1.6262569427490234,0.3125,0.3125,1.0,0.001,0.6305139660835266,0.022417783737182617,0.4680359363555908,713.7190806895892,0.0,-0.0799565240740776,-0.05389474332332611
18,1.5697170495986938,0.1875,0.1875,1.0,0.001,0.507144570350647,0.02232217788696289,0.4934699535369873,716.775938307735,0.0,-0.1263801008462906,0.01453348621726036
19,1.635422706604004,0.25,0.25,1.0,0.001,0.695483386516571,0.022711992263793945,0.519373893737793,704.4736460881159,0.0,0.5897794365882874,0.1610087752342224
20,1.560642123222351,0.3125,0.3125,1.0,0.001,0.5379292368888855,0.022673845291137695,0.5450890064239502,705.6588679404002,0.0,-0.17120715975761414,0.09056060016155243
21,1.4969054460525513,0.4375,0.4375,1.0,0.001,0.7093148827552795,0.02287125587463379,0.5715100765228271,699.5680555410772,0.0,-0.18299318850040436,-0.040557146072387695
22,1.660258412361145,0.0625,0.0625,1.0,0.001,0.7049412727355957,0.022929906845092773,0.5981419086456299,697.7786742916559,0.0,0.148019939661026,0.42128098011016846
23,1.6000016927719116,0.3125,0.3125,1.0,0.001,0.5656375885009766,0.022454023361206055,0.6241757869720459,712.5671752726191,0.0,-0.04297395795583725,0.26746511459350586
24,1.5539822578430176,0.375,0.375,1.0,0.001,0.4167378842830658,0.023766040802001953,0.6517157554626465,673.2295098412953,0.0,-0.17614015936851501,0.3687759339809418
25,1.5885968208312988,0.25,0.25,1.0,0.001,0.5210006833076477,0.02379918098449707,0.6792199611663818,672.2920427565342,0.0,0.3911629319190979,0.36584651470184326
26,1.5177851915359497,0.4375,0.4375,1.0,0.001,0.46000000834465027,0.022876739501953125,0.705873966217041,699.4003668500917,0.0,0.042056143283843994,0.3955146074295044
27,1.6056121587753296,0.25,0.25,1.0,0.001,0.6402321457862854,0.023244142532348633,0.7329659461975098,688.3454606997425,0.0,-0.12715604901313782,0.44286298751831055
28,1.7032390832901,0.0625,0.0625,1.0,0.001,1.254151701927185,0.02272200584411621,0.7595798969268799,704.1631847895659,0.0,0.2890990376472473,0.24541771411895752
29,1.5447849035263062,0.375,0.375,1.0,0.001,0.8760896325111389,0.023324012756347656,0.7865967750549316,685.9883060064603,0.0,0.12521322071552277,-0.29259321093559265
30,1.5621604919433594,0.3125,0.3125,1.0,0.001,0.40603190660476685,0.023617982864379883,0.81386399269104,677.4498945094437,0.0,-0.0486978255212307,nan
31,1.5838909149169922,0.3125,0.3125,1.0,0.001,0.40418028831481934,0.02293109893798828,0.8406291007995605,697.7423996672904,0.0,0.014241790398955345,0.2784118056297302
32,1.6207703351974487,0.25,0.25,1.0,0.001,0.7026998996734619,0.022888898849487305,0.8673439025878906,699.0288220159787,0.0,-0.14576280117034912,0.3575550615787506
33,1.6351475715637207,0.1875,0.1875,1.0,0.001,1.1193948984146118,0.023048877716064453,0.8942630290985107,694.1769658853466,0.0,0.010118368081748486,-0.17022787034511566
34,1.6005834341049194,0.3125,0.3125,1.0,0.001,1.019930124282837,0.023209810256958008,0.9212019443511963,689.3636709159827,0.0,-0.2318955808877945,0.09942611306905746
35,1.5073970556259155,0.375,0.375,1.0,0.001,0.7024805545806885,0.023144006729125977,0.9486799240112305,691.3236842376356,0.0,-0.1280226856470108,0.24657611548900604
36,1.5365791320800781,0.375,0.375,1.0,0.001,0.6030363440513611,0.02242112159729004,0.9753410816192627,713.6128284471666,0.0,-5.5982411140576005e-05,0.4117676615715027
37,1.627743124961853,0.1875,0.1875,1.0,0.001,0.5141242742538452,0.023102760314941406,1.0025429725646973,692.5579360165119,0.0,-0.08404015749692917,0.12747909128665924
38,1.5149201154708862,0.375,0.375,1.0,0.001,0.7404268980026245,0.022609233856201172,1.029331922531128,707.6754613518929,0.0,-0.13907580077648163,0.2575559616088867
39,1.4785703420639038,0.3125,0.3125,1.0,0.001,1.0782182216644287,0.02273392677307129,1.0562779903411865,703.7939446058331,0.0,-0.20602770149707794,0.42885395884513855
