step,train_loss,train_accuracy,top1_accuracy,top5_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb,resistance_noise_corr,resistance_occlusion_corr
40,1.5853337049484253,0.1875,0.1875,1.0,0.001,0.8643041849136353,0.022742033004760742,1.083556890487671,703.5430823906821,0.0,-0.14256316423416138,0.25918903946876526
41,1.5752649307250977,0.25,0.25,1.0,0.001,0.3632609248161316,0.022979736328125,1.1110069751739502,696.265604249668,0.0,-0.1554349660873413,0.3363233804702759
42,1.690482258796692,0.0625,0.0625,1.0,0.001,1.1353386640548706,0.02293705940246582,1.1382629871368408,697.5610831037887,0.0,-0.4798792004585266,0.2516229450702667
43,1.5495730638504028,0.3125,0.3125,1.0,0.001,0.519548773765564,0.022732973098754883,1.1651568412780762,703.8234695696862,0.0,0.27493542432785034,0.232015460729599
44,1.5738295316696167,0.25,0.25,1.0,0.001,0.8489610552787781,0.022265911102294922,1.1920058727264404,718.5872577363743,0.0,-0.01627098023891449,0.13529889285564423
45,1.623436689376831,0.25,0.25,1.0,0.001,1.1036341190338135,0.02346491813659668,1.2198379039764404,681.8689887115293,0.0,-0.2794567346572876,-0.4157142639160156
46,1.6099218130111694,0.1875,0.1875,1.0,0.001,0.9071671962738037,0.02367401123046875,1.2480111122131348,675.8466000644538,0.0,-0.018274972215294838,0.17938736081123352
47,1.5302191972732544,0.4375,0.4375,1.0,0.001,0.6713537573814392,0.02360224723815918,1.276413917541504,677.9015505833628,0.0,-0.10996002703905106,0.25543180108070374
48,1.4844801425933838,0.4375,0.4375,1.0,0.001,0.9402583837509155,0.023193836212158203,1.3037121295928955,689.8384490450443,0.0,0.13468186557292938,0.14531224966049194
49,1.5392457246780396,0.3125,0.3125,1.0,0.001,0.7678876519203186,0.02239203453063965,1.3303439617156982,714.5398055771462,0.0,-0.5865981578826904,0.28128427267074585
50,1.637115478515625,0.25,0.25,1.0,0.001,1.0604605674743652,0.02259993553161621,1.3575890064239502,707.9666213037102,0.0,-0.3112357556819916,0.21934214234352112
