step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier
1,0.6717453002929688,0.5859375,0.013631105422973633,,,,
2,0.6593669056892395,0.6640625,0.018455982208251953,,,,
3,0.6664459705352783,0.6171875,0.021425962448120117,,,,
4,0.6280789375305176,0.765625,0.02645397186279297,,,,
5,0.6409081816673279,0.703125,0.02894306182861328,,,,
6,0.6199595332145691,0.7734375,0.03302907943725586,,,,
7,0.6178130507469177,0.765625,0.04318690299987793,,,,
8,0.6196319460868835,0.7265625,0.04560685157775879,,,,
9,0.6078606247901917,0.828125,0.048879146575927734,,,,
10,0.5769632458686829,0.8984375,0.05191397666931152,0.88671875,0.5813828110694885,0.3155941367149353,0.3896667957305908
11,0.5711917281150818,0.9296875,0.05636310577392578,,,,
12,0.5654289722442627,0.921875,0.059377193450927734,,,,
13,0.5633314251899719,0.953125,0.06222701072692871,,,,
14,0.5633094906806946,0.90625,0.06785798072814941,,,,
15,0.548284113407135,0.9375,0.07509708404541016,,,,
16,0.5403859615325928,0.9140625,0.07790589332580566,,,,
17,0.5382915735244751,0.9375,0.08224010467529297,,,,
18,0.5408000946044922,0.9140625,0.0861821174621582,,,,
19,0.528839111328125,0.90625,0.08935022354125977,,,,
20,0.5208526849746704,0.921875,0.0933530330657959,0.9609375,0.5107539296150208,0.35289251804351807,0.3215131163597107
21,0.5163244009017944,0.953125,0.1006629467010498,,,,
22,0.49464866518974304,0.9609375,0.10336518287658691,,,,
23,0.49072617292404175,0.96875,0.10633397102355957,,,,
24,0.5058802366256714,0.921875,0.10995888710021973,,,,
25,0.4730207324028015,0.984375,0.11302018165588379,,,,
26,0.4660358428955078,0.9609375,0.11736011505126953,,,,
27,0.4817449152469635,0.9453125,0.12055492401123047,,,,
28,0.45248833298683167,0.984375,0.12492489814758301,,,,
29,0.4332438111305237,0.9921875,0.12798213958740234,,,,
30,0.4451466202735901,0.984375,0.1318361759185791,0.9609375,0.4371216297149658,0.30613845586776733,0.2535480856895447
31,0.4685346186161041,0.9140625,0.13735699653625488,,,,
32,0.43027105927467346,0.953125,0.14187383651733398,,,,
33,0.4098723530769348,0.96875,0.1461172103881836,,,,
34,0.4273512363433838,0.9375,0.15140295028686523,,,,
35,0.4016382098197937,0.9609375,0.1545569896697998,,,,
36,0.4034091830253601,0.953125,0.15885496139526367,,,,
37,0.39794787764549255,0.96875,0.16237497329711914,,,,
38,0.3942912817001343,0.96875,0.16759920120239258,,,,
39,0.4171002209186554,0.921875,0.17107820510864258,,,,
40,0.4167500436306,0.8984375,0.17644000053405762,0.94921875,0.3815676271915436,0.25886663794517517,0.20727521181106567
