step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier
1,0.7637606859207153,0.5078125,0.0026841163635253906,,,,
2,0.7472646236419678,0.5234375,0.005445003509521484,,,,
3,0.770197868347168,0.484375,0.007485151290893555,,,,
4,0.7640362977981567,0.484375,0.009064197540283203,,,,
5,0.7218915820121765,0.5625,0.012537002563476562,,,,
6,0.7781568169593811,0.4453125,0.01453709602355957,,,,
7,0.7283991575241089,0.484375,0.015890121459960938,,,,
8,0.7037906050682068,0.5234375,0.017123937606811523,,,,
9,0.7235358953475952,0.5390625,0.019615888595581055,,,,
10,0.7899572253227234,0.4453125,0.021914958953857422,0.49609375,0.7409138679504395,0.14492325484752655,0.5442632436752319
11,0.7501650452613831,0.4921875,0.025656938552856445,,,,
12,0.7757585048675537,0.4609375,0.028301000595092773,,,,
13,0.7253056168556213,0.4921875,0.03096318244934082,,,,
14,0.7484563589096069,0.515625,0.032644033432006836,,,,
15,0.7154446840286255,0.5703125,0.034654855728149414,,,,
16,0.7570127248764038,0.421875,0.03858494758605957,,,,
17,0.7445856332778931,0.5,0.040357112884521484,,,,
18,0.7062014937400818,0.5625,0.04214215278625488,,,,
19,0.7001569867134094,0.5625,0.04514908790588379,,,,
20,0.7412775754928589,0.5,0.04711794853210449,0.5078125,0.7197650074958801,0.09646787494421005,0.5242534875869751
21,0.7071986794471741,0.515625,0.05081892013549805,,,,
22,0.7438772916793823,0.4296875,0.05400395393371582,,,,
23,0.7320910692214966,0.4609375,0.05641317367553711,,,,
24,0.7207708358764648,0.484375,0.058355093002319336,,,,
25,0.7139337658882141,0.5390625,0.06376910209655762,,,,
26,0.7102473378181458,0.5390625,0.06569314002990723,,,,
27,0.7214212417602539,0.484375,0.06736397743225098,,,,
28,0.6992124915122986,0.5703125,0.07107400894165039,,,,
29,0.734778106212616,0.3984375,0.07329392433166504,,,,
30,0.7643954157829285,0.4296875,0.0751650333404541,0.50390625,0.712848961353302,0.08592461049556732,0.5182467699050903
31,0.7143793106079102,0.5625,0.07900881767272949,,,,
32,0.7458744049072266,0.4609375,0.08101797103881836,,,,
33,0.7231064438819885,0.4921875,0.08282995223999023,,,,
34,0.7190293073654175,0.4921875,0.08459687232971191,,,,
35,0.7030810713768005,0.5546875,0.08744215965270996,,,,
36,0.693207859992981,0.546875,0.08925604820251465,,,,
37,0.7433832287788391,0.46875,0.09131002426147461,,,,
38,0.6983748078346252,0.546875,0.0933229923248291,,,,
39,0.72574782371521,0.46875,0.0969550609588623,,,,
40,0.6999396085739136,0.5234375,0.09926486015319824,0.546875,0.6953009963035583,0.034183043986558914,0.5017313957214355
