step,train_loss,wall_clock_time_sec,eval_clean_accuracy,eval_clean_ece,eval_clean_aurc,eval_clean_resistance_noise_corr,eval_clean_resistance_occlusion_corr,eval_noisy_accuracy,eval_noisy_ece,eval_noisy_aurc,eval_clean_vs_noisy_auroc,eval_noisy_resistance_noise_corr,eval_noisy_resistance_occlusion_corr,eval_occluded_accuracy,eval_occluded_ece,eval_occluded_aurc,eval_clean_vs_occluded_auroc,eval_occluded_resistance_noise_corr,eval_occluded_resistance_occlusion_corr
1,2.302363395690918,0.023436784744262695,,,,,,,,,,,,,,,,,
2,2.3025014400482178,0.04726266860961914,,,,,,,,,,,,,,,,,
3,2.293111801147461,0.07031822204589844,,,,,,,,,,,,,,,,,
4,2.2920119762420654,0.09474658966064453,,,,,,,,,,,,,,,,,
5,2.2784204483032227,0.12004327774047852,,,,,,,,,,,,,,,,,
6,2.288439989089966,0.14251470565795898,,,,,,,,,,,,,,,,,
7,2.277325391769409,0.16356372833251953,,,,,,,,,,,,,,,,,
8,2.259800434112549,0.18230700492858887,,,,,,,,,,,,,,,,,
9,2.237511157989502,0.2001192569732666,,,,,,,,,,,,,,,,,
10,2.2618963718414307,0.21848773956298828,,,,,,,,,,,,,,,,,
11,2.222015619277954,0.23613762855529785,,,,,,,,,,,,,,,,,
12,2.2232115268707275,0.2547774314880371,,,,,,,,,,,,,,,,,
13,2.2129104137420654,0.2739894390106201,,,,,,,,,,,,,,,,,
14,2.2071423530578613,0.29047369956970215,,,,,,,,,,,,,,,,,
15,2.1906120777130127,0.3077695369720459,,,,,,,,,,,,,,,,,
16,2.1614158153533936,0.3289475440979004,,,,,,,,,,,,,,,,,
17,2.1520590782165527,0.34636926651000977,,,,,,,,,,,,,,,,,
18,2.1296019554138184,0.3641505241394043,,,,,,,,,,,,,,,,,
19,2.154265880584717,0.38272547721862793,,,,,,,,,,,,,,,,,
20,2.097487211227417,0.4009699821472168,,,,,,,,,,,,,,,,,
21,2.176966905593872,0.4184410572052002,,,,,,,,,,,,,,,,,
22,2.0710432529449463,0.43575620651245117,,,,,,,,,,,,,,,,,
23,2.121523141860962,0.4538602828979492,,,,,,,,,,,,,,,,,
24,1.996240496635437,0.4722869396209717,,,,,,,,,,,,,,,,,
25,2.11464786529541,0.489837646484375,0.1357421875,0.060980550944805145,0.8063511848449707,nan,nan,0.1474609375,0.04553106799721718,0.7892285585403442,0.5690336227416992,nan,nan,0.1279296875,0.06202944368124008,0.8013648986816406,0.48421764373779297,nan,nan
26,2.442941427230835,1.1867358684539795,,,,,,,,,,,,,,,,,
27,2.119950771331787,1.2060425281524658,,,,,,,,,,,,,,,,,
28,2.309314250946045,1.2230801582336426,,,,,,,,,,,,,,,,,
29,2.394759178161621,1.2406344413757324,,,,,,,,,,,,,,,,,
30,2.3406288623809814,1.2593121528625488,,,,,,,,,,,,,,,,,
31,2.173551559448242,1.2784619331359863,,,,,,,,,,,,,,,,,
32,2.188450574874878,1.299196481704712,,,,,,,,,,,,,,,,,
33,2.129786729812622,1.3167057037353516,,,,,,,,,,,,,,,,,
34,2.12397837638855,1.3373210430145264,,,,,,,,,,,,,,,,,
35,2.313656806945801,1.355665683746338,,,,,,,,,,,,,,,,,
36,2.118500232696533,1.3737306594848633,,,,,,,,,,,,,,,,,
37,2.175765037536621,1.3899455070495605,,,,,,,,,,,,,,,,,
38,2.1722710132598877,1.4117584228515625,,,,,,,,,,,,,,,,,
39,2.1539220809936523,1.4309871196746826,,,,,,,,,,,,,,,,,
40,2.188930034637451,1.44978666305542,,,,,,,,,,,,,,,,,
41,2.163726806640625,1.4659712314605713,,,,,,,,,,,,,,,,,
42,2.087726354598999,1.4842510223388672,,,,,,,,,,,,,,,,,
