step,train_loss,low_resistance_energy,high_resistance_energy,final_metric,best_metric,wall_clock_time_sec,step_time_sec,peak_memory_mb,nan_inf_count
1,0.0,0.16235759854316711,0.03572870418429375,1.0,1.0,0.0007219314575195312,0.0007219314575195312,0.0,0.0
