drive_mean,drive_std,resistance_mean,resistance_std,energy_mean,energy_std,ambiguity_mean,ambiguity_std,ambiguity_weight_mean,ambiguity_weight_std,sample_uncertainty_mean,sample_uncertainty_std,prototype_diversity_penalty_mean,prototype_diversity_penalty_std
0.08231606334447861,0.433988094329834,0.8931471705436707,0.0,-0.019711937755346298,0.0425947941839695,0.0,0.0,0.0,0.0,0.6931471824645996,0.0,0.01589001901447773,0.0
0.07654304057359695,0.586933970451355,0.8931531310081482,0.00017759311595000327,-0.02062045782804489,0.05738558992743492,0.0,0.0,0.0,0.0,0.6931140422821045,2.3743575638945913e-06,0.015697522088885307,0.0
0.09086984395980835,0.6668904423713684,0.8928545117378235,0.00032851615105755627,-0.01922510378062725,0.06507959961891174,0.0,0.0,0.0,0.0,0.6928154230117798,7.591435132781044e-05,0.015546408481895924,0.0
0.09564366936683655,0.7093774080276489,0.8928958177566528,0.00042274699080735445,-0.018825680017471313,0.06894668191671371,0.0,0.0,0.0,0.0,0.6928516626358032,0.00010671664495021105,0.015438249334692955,0.0
0.06707146018743515,0.7549237012863159,0.8926235437393188,0.0005378827336244285,-0.02144772745668888,0.07359404116868973,0.0,0.0,0.0,0.0,0.6925657391548157,0.00018083074246533215,0.015384760685265064,0.0
0.06257814168930054,0.7925704717636108,0.8920902609825134,0.0006787523161619902,-0.02188427373766899,0.07756663858890533,0.0,0.0,0.0,0.0,0.6920140981674194,0.00027792874607257545,0.015362640842795372,0.0
0.043953295797109604,0.8215645551681519,0.8917638659477234,0.0008187413332052529,-0.023350752890110016,0.08118101954460144,0.0,0.0,0.0,0.0,0.6916762590408325,0.000425397272920236,0.015448751859366894,0.0
0.03502214699983597,0.8931815028190613,0.8913337588310242,0.001048946287482977,-0.023740112781524658,0.08798203617334366,0.0,0.0,0.0,0.0,0.6912373304367065,0.0007050796411931515,0.01558041200041771,0.0
0.04109276458621025,0.913631021976471,0.89118891954422,0.0012550317915156484,-0.02279053069651127,0.09031489491462708,0.0,0.0,0.0,0.0,0.6910848021507263,0.0009400307899340987,0.01572171039879322,0.0
0.03996202349662781,0.9496603012084961,0.8910673260688782,0.0015587944071739912,-0.022382041439414024,0.0941503643989563,0.0,0.0,0.0,0.0,0.6909558773040771,0.0012881767470389605,0.01590915024280548,0.0
