drive_mean,drive_std,resistance_mean,resistance_std,energy_mean,energy_std,gate_mean,gate_std,responsibility_entropy_mean,responsibility_entropy_std,update_strength_mean,update_strength_std,update_gate_mean,update_gate_std,message_norm_mean,message_norm_std,gate_activation_rate
-0.00019891302508767694,0.002441466087475419,4.3368152546463534e-05,0.0018397985259070992,-0.8809732794761658,0.21292400360107422,0.30201682448387146,0.15100842714309692,1.471030592918396,6.263084287638776e-06,1.0,0.0,0.26894116401672363,3.7808284105267376e-05,0.07378802448511124,0.018052654340863228,0.30201682448387146
