step,next_token_loss,train_loss,token_accuracy,char_accuracy,perplexity,bits_per_char,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,tokens_per_sec,peak_memory_mb,corruption_resistance_corr,warmup_eta,responsibility_temperature,ambiguity_weight,null_threshold,attractor_entropy_weight,precision_update_threshold
1,4.435526371002197,4.435526371002197,0.004651162773370743,0.004651162773370743,84.39653708842728,6.399111899177091,0.001,3.236321449279785,0.04261589050292969,0.06098461151123047,5045.0664637694135,0.0,0.07093289494514465,0.0033333333333333335,nan,nan,nan,nan,nan
2,4.385416030883789,4.385416030883789,0.08620689809322357,0.08620689809322357,80.27161173666494,6.326817959991004,0.001,2.311594009399414,0.03884005546569824,0.11043262481689453,5973.214950861535,0.0,0.04051358997821808,0.006666666666666667,nan,nan,nan,nan,nan
3,4.358855724334717,4.358855724334717,0.06111111119389534,0.06111111119389534,78.16763790263967,6.288499537448167,0.001,2.524524450302124,0.034639835357666016,0.15662169456481934,5196.3295478009495,0.0,-0.08201731741428375,0.01,nan,nan,nan,nan,nan
4,4.340973377227783,4.340973377227783,0.09756097197532654,0.09756097197532654,76.7822410608665,6.262700763957539,0.001,1.872941255569458,0.03374195098876953,0.20072388648986816,6075.523020830389,0.0,-0.013671827502548695,0.013333333333333334,nan,nan,nan,nan,nan
5,4.34398078918457,4.34398078918457,0.11196911334991455,0.11196911334991455,77.01350446856495,6.267039542273506,0.001,1.4394757747650146,0.03390192985534668,0.24571681022644043,7639.683083090123,0.0,0.025480004027485847,0.016666666666666666,nan,nan,nan,nan,nan
6,4.32141637802124,4.32141637802124,0.11173184216022491,0.11173184216022491,75.29519926716031,6.23448597818759,0.001,1.5506372451782227,0.039739131927490234,0.29596686363220215,4504.376198418508,0.0,0.04077315330505371,0.02,nan,nan,nan,nan,nan
7,4.303774356842041,4.303774356842041,0.152482271194458,0.152482271194458,73.9784886364218,6.209033921721101,0.001,1.0107401609420776,0.02933812141418457,0.3365976810455322,9612.067385598075,0.0,0.016405384987592697,0.023333333333333334,nan,nan,nan,nan,nan
8,4.298948287963867,4.298948287963867,0.1863117814064026,0.1863117814064026,73.6223234848209,6.202071376083571,0.001,1.2741942405700684,0.0364532470703125,0.3837296962738037,7214.72080368355,0.0,-0.0008117519901134074,0.02666666666666667,nan,nan,nan,nan,nan
9,4.304252624511719,4.304252624511719,0.21111111342906952,0.21111111342906952,74.01387861805564,6.209723916116363,0.001,1.6011334657669067,0.03831791877746582,0.43831968307495117,4697.541143749572,0.0,0.07425688952207565,0.03,nan,nan,nan,nan,nan
10,4.255692481994629,4.255692481994629,0.2889733910560608,0.2889733910560608,70.50562416275949,6.139666439322095,0.001,1.0067274570465088,0.03700399398803711,0.4887869358062744,7107.340901769261,0.0,-0.006806483026593924,0.03333333333333333,nan,nan,nan,nan,nan
11,4.264469146728516,4.264469146728516,0.22360248863697052,0.22360248863697052,71.12715186836017,6.152328490009219,0.001,1.0946136713027954,0.047797203063964844,0.5503406524658203,3368.3979329196513,0.0,0.08287152647972107,0.03666666666666667,nan,nan,nan,nan,nan
12,4.241293430328369,4.241293430328369,0.2669903039932251,0.2669903039932251,69.49768414273977,6.118892998889678,0.001,1.0057659149169922,0.04336690902709961,0.6066937446594238,4750.165612939404,0.0,0.09709134697914124,0.04,nan,nan,nan,nan,nan
13,4.234805583953857,4.234805583953857,0.3403141498565674,0.3403141498565674,69.04825334009708,6.109533015099121,0.001,1.2036232948303223,0.031235933303833008,0.6493549346923828,6114.752459679574,0.0,0.005629558116197586,0.043333333333333335,nan,nan,nan,nan,nan
14,4.232636451721191,4.232636451721191,0.2844036817550659,0.2844036817550659,68.89864087144409,6.106403618784022,0.001,0.8368910551071167,0.029766082763671875,0.6918478012084961,7323.771882609253,0.0,0.09284032881259918,0.04666666666666667,nan,nan,nan,nan,nan
15,4.233922481536865,4.233922481536865,0.2666666805744171,0.2666666805744171,68.98730357708594,6.10825896762153,0.001,0.9903085827827454,0.029793739318847656,0.7325897216796875,7048.460676674882,0.0,0.03356589004397392,0.05,nan,nan,nan,nan,nan
16,4.204805850982666,4.204805850982666,0.3347107470035553,0.3347107470035553,67.00758694617679,6.06625254911359,0.001,0.9461694955825806,0.04191732406616211,0.7863428592681885,5773.269295960504,0.0,0.022935882210731506,0.05333333333333334,nan,nan,nan,nan,nan
17,4.244349479675293,4.244349479675293,0.13291139900684357,0.13291139900684357,69.71039736047018,6.123301946127198,0.001,1.3023784160614014,0.035260915756225586,0.8324158191680908,4480.881922985902,0.0,-0.045046351850032806,0.056666666666666664,nan,nan,nan,nan,nan
18,4.207554817199707,4.207554817199707,0.2240000069141388,0.2240000069141388,67.19204195311089,6.070218469042486,0.001,1.127310037612915,0.03289294242858887,0.8771746158599854,3800.2073019577715,0.0,0.04603489860892296,0.06,nan,nan,nan,nan,nan
