accuracy,nll,brier,ece,group0_accuracy,group1_accuracy,worst_group_accuracy,group_accuracy_gap,group0_nll,group1_nll,worst_group_nll,group_nll_gap,group0_positive_rate,group1_positive_rate,positive_rate_gap,uncertainty_error_auc
0.48828125,0.6952138543128967,0.5020618438720703,0.029676496982574463,0.4673704206943512,0.5099403262138367,0.4673704206943512,0.042569905519485474,0.6971421241760254,0.6932164430618286,0.6971421241760254,0.003925681114196777,0.5422264933586121,0.37872761487960815,0.1634988784790039,0.49431678652763367
0.4501953125,1.9551599025726318,0.9044119119644165,0.42395666241645813,0.4424184262752533,0.4582504630088806,0.4424184262752533,0.01583203673362732,1.9042476415634155,2.0078938007354736,2.0078938007354736,0.1036461591720581,0.4481765627861023,0.3827037513256073,0.065472811460495,0.48166969418525696
0.45751953125,1.8279181718826294,0.8840392827987671,0.4097018241882324,0.451055645942688,0.4642146825790405,0.451055645942688,0.013159036636352539,1.8355649709701538,1.819997787475586,1.8355649709701538,0.015567183494567871,0.44913625717163086,0.4085486829280853,0.04058757424354553,0.4828171133995056
0.44091796875,1.771148443222046,0.8931989669799805,0.41832029819488525,0.43570056557655334,0.4463220536708832,0.43570056557655334,0.010621488094329834,1.8175784349441528,1.7230567932128906,1.8175784349441528,0.09452164173126221,0.48176583647727966,0.38667991757392883,0.09508591890335083,0.4844791889190674
0.46337890625,1.7839264869689941,0.8732848763465881,0.40257972478866577,0.46353164315223694,0.46322065591812134,0.46322065591812134,0.0003109872341156006,1.8051021099090576,1.7619930505752563,1.8051021099090576,0.04310905933380127,0.45201534032821655,0.41948309540748596,0.03253224492073059,0.4879356622695923
0.46826171875,1.7398381233215332,0.8597941398620605,0.39503568410873413,0.4750479757785797,0.46123257279396057,0.46123257279396057,0.01381540298461914,1.7464489936828613,1.7329903841018677,1.7464489936828613,0.013458609580993652,0.44049903750419617,0.4433399438858032,0.0028409063816070557,0.49073827266693115
0.490234375,1.6727213859558105,0.8322994709014893,0.38585564494132996,0.4971209168434143,0.48310136795043945,0.48310136795043945,0.014019548892974854,1.6705172061920166,1.6750041246414185,1.6750041246414185,0.0044869184494018555,0.4184260964393616,0.4174950122833252,0.000931084156036377,0.4917427897453308
0.46728515625,1.7842698097229004,0.868986964225769,0.39938390254974365,0.4702495038509369,0.4642146825790405,0.4642146825790405,0.006034821271896362,1.809013843536377,1.758639931678772,1.809013843536377,0.05037391185760498,0.44337812066078186,0.42047712206840515,0.02290099859237671,0.4871375560760498
0.46826171875,1.715728998184204,0.8506847620010376,0.3961735963821411,0.4836851954460144,0.4522862732410431,0.4522862732410431,0.031398922204971313,1.733415126800537,1.697409987449646,1.733415126800537,0.03600513935089111,0.39923223853111267,0.44035783410072327,0.041125595569610596,0.5114133358001709
0.47314453125,1.7174980640411377,0.8508731126785278,0.390751451253891,0.4779270589351654,0.46819084882736206,0.46819084882736206,0.009736210107803345,1.7334872484207153,1.7009369134902954,1.7334872484207153,0.03255033493041992,0.4376199543476105,0.4244532585144043,0.013166695833206177,0.4985036551952362
0.47216796875,1.7907744646072388,0.8654630184173584,0.3956506848335266,0.47120919823646545,0.4731610119342804,0.47120919823646545,0.0019518136978149414,1.8164738416671753,1.7641555070877075,1.8164738416671753,0.05231833457946777,0.44433778524398804,0.4234592318534851,0.02087855339050293,0.4890020191669464
0.48583984375,1.7179124355316162,0.8418501615524292,0.3861719071865082,0.48752397298812866,0.48409539461135864,0.48409539461135864,0.0034285783767700195,1.7334246635437012,1.7018451690673828,1.7334246635437012,0.03157949447631836,0.4318617880344391,0.40656062960624695,0.02530115842819214,0.4938061535358429
0.48193359375,1.781101942062378,0.8563469648361206,0.39417240023612976,0.4884836673736572,0.47514909505844116,0.47514909505844116,0.013334572315216064,1.7930638790130615,1.7687119245529175,1.7930638790130615,0.024351954460144043,0.41362762451171875,0.42147114872932434,0.00784352421760559,0.48107489943504333
0.4716796875,1.7745842933654785,0.8594733476638794,0.3946049213409424,0.4779270589351654,0.4652087390422821,0.4652087390422821,0.0127183198928833,1.803968906402588,1.7441482543945312,1.803968906402588,0.05982065200805664,0.42418426275253296,0.41948309540748596,0.004701167345046997,0.4919164776802063
0.4775390625,1.837703824043274,0.8678233623504639,0.3996213972568512,0.4731285870075226,0.48210734128952026,0.4731285870075226,0.00897875428199768,1.8950637578964233,1.778290867805481,1.8950637578964233,0.11677289009094238,0.47888675332069397,0.4045725464820862,0.07431420683860779,0.47756245732307434
0.48486328125,1.7655134201049805,0.8406788110733032,0.38801056146621704,0.4971209168434143,0.4721669852733612,0.4721669852733612,0.0249539315700531,1.7766611576080322,1.7539666891098022,1.7766611576080322,0.02269446849822998,0.3934740722179413,0.39860832691192627,0.005134254693984985,0.5106751918792725
0.474609375,1.7733523845672607,0.8642835021018982,0.39884302020072937,0.48176583647727966,0.4671967923641205,0.4671967923641205,0.01456904411315918,1.841212511062622,1.70306396484375,1.841212511062622,0.13814854621887207,0.4568138122558594,0.4393638074398041,0.017450004816055298,0.47184741497039795
0.4658203125,1.9402705430984497,0.8804690837860107,0.41094323992729187,0.47696736454963684,0.45427432656288147,0.45427432656288147,0.02269303798675537,1.9696487188339233,1.9098409414291382,1.9696487188339233,0.059807777404785156,0.417466402053833,0.45427432656288147,0.03680792450904846,0.4969367980957031
0.48291015625,1.6937144994735718,0.832605242729187,0.3799377679824829,0.4894433617591858,0.47614312171936035,0.47614312171936035,0.01330024003982544,1.713672161102295,1.6730425357818604,1.713672161102295,0.04062962532043457,0.4069097638130188,0.42644134163856506,0.019531577825546265,0.5035188794136047
