step,train_loss,train_accuracy,ce_loss,pairwise_loss,learning_rate,wall_clock_time_sec,val_loss,val_accuracy,val_nll,val_ece,val_brier,val_positive_logit_mean,val_hard_negative_logit_mean,val_margin_mean,val_positive_drive_mean,val_positive_resistance_mean,val_hard_negative_drive_mean,val_hard_negative_resistance_mean,val_sample_uncertainty_mean,val_ambiguity_mean,val_class_resistance_mean,val_resistance_noise_corr,val_resistance_occlusion_corr
1,2.491302967071533,0.109375,2.4908015727996826,0.010029701516032219,0.001,0.018088579177856445,,,,,,,,,,,,,,,,,
2,2.2729227542877197,0.203125,2.2724175453186035,0.01010599173605442,0.001,0.034110307693481445,,,,,,,,,,,,,,,,,
3,2.1817917823791504,0.140625,2.1812825202941895,0.010184790007770061,0.001,0.05212855339050293,,,,,,,,,,,,,,,,,
4,2.116833209991455,0.34375,2.116323471069336,0.010197113268077374,0.001,0.06756353378295898,,,,,,,,,,,,,,,,,
5,2.0711097717285156,0.3125,2.0706000328063965,0.010192541405558586,0.001,0.08450865745544434,,,,,,,,,,,,,,,,,
6,2.1118199825286865,0.265625,2.111311674118042,0.010167652741074562,0.001,0.10013341903686523,,,,,,,,,,,,,,,,,
7,2.1458826065063477,0.1875,2.1453752517700195,0.010149030014872551,0.001,0.11648011207580566,,,,,,,,,,,,,,,,,
8,2.024589776992798,0.25,2.024082899093628,0.010137013159692287,0.001,0.1330125331878662,,,,,,,,,,,,,,,,,
9,2.099916458129883,0.15625,2.0994114875793457,0.010101079009473324,0.001,0.1483628749847412,,,,,,,,,,,,,,,,,
10,2.072504758834839,0.21875,2.0720016956329346,0.010061334818601608,0.001,0.164778470993042,,,,,,,,,,,,,,,,,
11,1.9691259860992432,0.328125,1.9686241149902344,0.010036683641374111,0.001,0.18195271492004395,,,,,,,,,,,,,,,,,
12,2.0915536880493164,0.28125,2.091053009033203,0.010015384294092655,0.001,0.19718456268310547,,,,,,,,,,,,,,,,,
13,1.9923717975616455,0.328125,1.991872787475586,0.009980320930480957,0.001,0.2139284610748291,,,,,,,,,,,,,,,,,
14,2.1324284076690674,0.21875,2.1319310665130615,0.009946304373443127,0.001,0.23204684257507324,,,,,,,,,,,,,,,,,
15,2.045645236968994,0.265625,2.0451481342315674,0.009941114112734795,0.001,0.24802803993225098,,,,,,,,,,,,,,,,,
16,2.1284263134002686,0.28125,2.1279287338256836,0.009949998930096626,0.001,0.2650635242462158,,,,,,,,,,,,,,,,,
17,1.874998927116394,0.328125,1.8744993209838867,0.009991849772632122,0.001,0.2805919647216797,,,,,,,,,,,,,,,,,
18,2.004293918609619,0.28125,2.003791332244873,0.010052536614239216,0.001,0.2972855567932129,,,,,,,,,,,,,,,,,
19,1.9398138523101807,0.265625,1.9393072128295898,0.010133698582649231,0.001,0.31515955924987793,,,,,,,,,,,,,,,,,
20,2.066033363342285,0.296875,2.065523624420166,0.010195358656346798,0.001,0.33055567741394043,,,,,,,,,,,,,,,,,
21,1.9658538103103638,0.1875,1.965340495109558,0.010266246274113655,0.001,0.347456693649292,,,,,,,,,,,,,,,,,
22,1.850161075592041,0.296875,1.8496451377868652,0.010318473912775517,0.001,0.3653566837310791,,,,,,,,,,,,,,,,,
23,1.978514552116394,0.28125,1.9779959917068481,0.010371039621531963,0.001,0.3823277950286865,,,,,,,,,,,,,,,,,
24,1.8368709087371826,0.28125,1.836350440979004,0.01041024923324585,0.001,0.4012308120727539,,,,,,,,,,,,,,,,,
25,1.8107486963272095,0.328125,1.8102253675460815,0.010467247106134892,0.001,0.4181392192840576,,,,,,,,,,,,,,,,,
26,1.8579705953598022,0.296875,1.8574453592300415,0.010503535158932209,0.001,0.43700599670410156,,,,,,,,,,,,,,,,,
27,1.8047077655792236,0.328125,1.8041801452636719,0.010552246123552322,0.001,0.47092342376708984,,,,,,,,,,,,,,,,,
28,1.7957514524459839,0.359375,1.7952210903167725,0.010606872849166393,0.001,0.4885292053222656,,,,,,,,,,,,,,,,,
29,1.825495719909668,0.3125,1.8249632120132446,0.010649618692696095,0.001,0.5063517093658447,,,,,,,,,,,,,,,,,
30,1.8101224899291992,0.375,1.8095859289169312,0.01073078066110611,0.001,0.5221242904663086,,,,,,,,,,,,,,,,,
31,1.805458426475525,0.28125,1.804917573928833,0.010815962217748165,0.001,0.5395946502685547,,,,,,,,,,,,,,,,,
