step,next_token_loss,train_loss,token_accuracy,char_accuracy,perplexity,bits_per_char,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,tokens_per_sec,peak_memory_mb
1,4.432277679443359,4.432277679443359,0.010070493444800377,0.010070493444800377,84.12280364929794,6.394425027975777,0.001,2.7764289379119873,0.039206743240356445,0.08161711692810059,50654.55163732555,634.10888671875
2,4.397098064422607,4.397098064422607,0.08355941623449326,0.08355941623449326,81.21484611812592,6.343671571844956,0.001,1.1055524349212646,0.020789623260498047,0.10873055458068848,88649.99509163054,634.10888671875
3,4.382746696472168,4.382746696472168,0.13119369745254517,0.13119369745254517,80.05762568840146,6.322966924472884,0.001,0.9689901471138,0.02809453010559082,0.14551401138305664,63215.152320578425,634.10888671875
4,4.373316764831543,4.373316764831543,0.17429068684577942,0.17429068684577942,79.3062360951139,6.309362408859032,0.001,0.6731746792793274,0.032788991928100586,0.18508672714233398,52670.11574454471,634.10888671875
5,4.363469123840332,4.363469123840332,0.20171891152858734,0.20171891152858734,78.52908956407478,6.2951552660365575,0.001,0.6410727500915527,0.01909470558166504,0.21238279342651367,103588.92372235887,634.10888671875
6,4.353034019470215,4.353034019470215,0.2278773933649063,0.2278773933649063,77.71389105646703,6.280100592710631,0.001,0.5865665078163147,0.027565717697143555,0.24724221229553223,62722.836350426835,634.10888671875
7,4.345768928527832,4.345768928527832,0.2413366287946701,0.2413366287946701,77.15133854240642,6.269619282036447,0.001,0.5785205960273743,0.01957392692565918,0.2737288475036621,82558.80417544671,634.10888671875
8,4.3411865234375,4.3411865234375,0.23439154028892517,0.23439154028892517,76.79860864880489,6.2630082689372815,0.001,0.6524718999862671,0.0296173095703125,0.31064915657043457,63814.03400309119,634.10888671875
9,4.3324785232543945,4.3324785232543945,0.24601133167743683,0.24601133167743683,76.13274970814508,6.250445280257055,0.001,0.4690811336040497,0.020952939987182617,0.33979177474975586,92731.61671768146,634.10888671875
10,4.324677467346191,4.324677467346191,0.26453641057014465,0.26453641057014465,75.54114444434364,6.239190735584592,0.001,0.47814223170280457,0.02823352813720703,0.3792567253112793,67614.64563418341,634.10888671875
11,4.32085657119751,4.32085657119751,0.2496194690465927,0.2496194690465927,75.25306029675848,6.233678347659138,0.001,0.3052317202091217,0.01905369758605957,0.4060630798339844,103444.4884567739,634.10888671875
12,4.312567234039307,4.312567234039307,0.2775800824165344,0.2775800824165344,74.63184061462663,6.221719362048741,0.001,0.3488015830516815,0.028226137161254883,0.4416341781616211,59731.871575906545,634.10888671875
13,4.3073859214782715,4.3073859214782715,0.24854819476604462,0.24854819476604462,74.24614977664294,6.21424430811164,0.001,0.30964356660842896,0.020010709762573242,0.46891117095947266,86053.91914787146,634.10888671875
14,4.296032428741455,4.296032428741455,0.2862340807914734,0.2862340807914734,73.40796382708272,6.197864680443467,0.001,0.31278058886528015,0.02669811248779297,0.503333568572998,61764.665976067154,634.10888671875
15,4.2903289794921875,4.2903289794921875,0.2947610914707184,0.2947610914707184,72.99047692030902,6.189636342495587,0.001,0.2934187650680542,0.019356250762939453,0.5307376384735107,89738.45303377429,634.10888671875
16,4.286202430725098,4.286202430725098,0.2719200849533081,0.2719200849533081,72.68989875951407,6.1836829910533195,0.001,0.27655649185180664,0.02906012535095215,0.5667502880096436,62009.36775866171,634.10888671875
17,4.27570104598999,4.27570104598999,0.27783966064453125,0.27783966064453125,71.93054826051393,6.1685326953735125,0.001,0.29349300265312195,0.020781517028808594,0.5965092182159424,86422.94965811573,634.10888671875
18,4.266962051391602,4.266962051391602,0.291758269071579,0.291758269071579,71.30468627315591,6.155924991204062,0.001,0.2648402154445648,0.028697967529296875,0.6377792358398438,63419.12534892995,634.10888671875
19,4.258377552032471,4.258377552032471,0.29907453060150146,0.29907453060150146,70.69519108804205,6.14354017655013,0.001,0.28275901079177856,0.020138978958129883,0.6681861877441406,101941.61304147083,634.10888671875
20,4.2552056312561035,4.2552056312561035,0.2889676094055176,0.2889676094055176,70.47130680195971,6.138964062175972,0.001,0.26573631167411804,0.02902364730834961,0.7101445198059082,68082.41497034518,634.10888671875
21,4.2461838722229,4.2461838722229,0.3251408040523529,0.3251408040523529,69.83839095323384,6.125948415158675,0.001,0.26519808173179626,0.020102500915527344,0.7405147552490234,97152.09108591489,634.10888671875
22,4.237727165222168,4.237727165222168,0.31023943424224854,0.31023943424224854,69.25027839627397,6.113747965906467,0.001,0.2563459575176239,0.02873539924621582,0.7801387310028076,68312.95376063057,634.10888671875
23,4.2316460609436035,4.2316460609436035,0.316118061542511,0.316118061542511,68.83043807222322,6.104974786920653,0.001,0.26725172996520996,0.020080089569091797,0.8097751140594482,87748.61257153713,634.10888671875
24,4.225509166717529,4.225509166717529,0.32777780294418335,0.32777780294418335,68.40932643466762,6.096121120054236,0.001,0.2997719645500183,0.028287649154663086,0.8504865169525146,69995.21201547448,634.10888671875
25,4.218213081359863,4.218213081359863,0.30902570486068726,0.30902570486068726,67.91202254163979,6.085595093890828,0.001,0.273893803358078,0.019957780838012695,0.8805367946624756,83826.95519000347,634.10888671875
26,4.220359802246094,4.220359802246094,0.27913588285446167,0.27913588285446167,68.05796729413251,6.088692157467566,0.001,0.2921139895915985,0.028120040893554688,0.921579122543335,62553.2518483348,634.10888671875
27,4.211854934692383,4.211854934692383,0.29124128818511963,0.29124128818511963,67.48159774386106,6.07642222722441,0.001,0.29868167638778687,0.019933462142944336,0.9525856971740723,93360.60071525112,634.10888671875
28,4.1958088874816895,4.1958088874816895,0.30611270666122437,0.30611270666122437,66.40742599357401,6.053272674487673,0.001,0.3048061430454254,0.029071569442749023,0.9930305480957031,72029.13499815475,634.10888671875
29,4.1907877922058105,4.1907877922058105,0.29622265696525574,0.29622265696525574,66.07482369333408,6.046028765233331,0.001,0.2898098826408386,0.0205686092376709,1.024724006652832,97818.96173685248,634.10888671875
30,4.185394287109375,4.185394287109375,0.338172048330307,0.338172048330307,65.71940812442226,6.038247582177694,0.001,0.294928640127182,0.027675867080688477,1.0638530254364014,67206.56644928972,634.10888671875
31,4.17323112487793,4.17323112487793,0.34448161721229553,0.34448161721229553,64.92489399892949,6.02069984834486,0.001,0.3107970356941223,0.020169973373413086,1.0948240756988525,88944.09361812787,634.10888671875
32,4.174130916595459,4.174130916595459,0.3209802806377411,0.3209802806377411,64.9833391711089,6.021997973393572,0.001,0.33808887004852295,0.02775287628173828,1.1341042518615723,60282.040067351634,634.10888671875
33,4.164370536804199,4.164370536804199,0.33263707160949707,0.33263707160949707,64.35216237406945,6.007916721871529,0.001,0.3103177547454834,0.020190715789794922,1.1653850078582764,94845.5725857875,634.10888671875
34,4.1541008949279785,4.1541008949279785,0.3361344337463379,0.3361344337463379,63.6946705936387,5.9931007604649995,0.001,0.30518320202827454,0.020647525787353516,1.1964547634124756,97977.84106602619,634.10888671875
35,4.150873184204102,4.150873184204102,0.3196902573108673,0.3196902573108673,63.48941405487431,5.988444158210238,0.001,0.31156057119369507,0.02882671356201172,1.2403926849365234,62719.60194528071,634.10888671875
36,4.1410627365112305,4.1410627365112305,0.3184843957424164,0.3184843957424164,62.8695997781632,5.974290673974832,0.001,0.32476484775543213,0.020146608352661133,1.2732679843902588,96939.39375865375,634.10888671875
37,4.132894039154053,4.132894039154053,0.3286595940589905,0.3286595940589905,62.358128914055925,5.9625057348071095,0.001,0.34313592314720154,0.027784347534179688,1.3150231838226318,64172.822406809915,634.10888671875
38,4.123814105987549,4.123814105987549,0.3356530964374542,0.3356530964374542,61.79448407235256,5.949406160256191,0.001,0.32319188117980957,0.019833803176879883,1.3455653190612793,94182.64280133191,634.10888671875
39,4.123476028442383,4.123476028442383,0.3325074315071106,0.3325074315071106,61.773596275919004,5.948918417458344,0.001,0.34240296483039856,0.02801060676574707,1.3874492645263672,72044.1373111461,634.10888671875
40,4.1147942543029785,4.1147942543029785,0.34378212690353394,0.34378212690353394,61.23961317958814,5.936393264961308,0.001,0.3342052400112152,0.021358489990234375,1.4255712032318115,91111.30987676371,634.10888671875
41,4.104458808898926,4.104458808898926,0.36236390471458435,0.36236390471458435,60.60993411307054,5.921482369131502,0.001,0.33586186170578003,0.02656388282775879,1.4655976295471191,72617.39605266701,634.10888671875
42,4.09714412689209,4.09714412689209,0.3428158164024353,0.3428158164024353,60.168209226640876,5.91092951367456,0.001,0.3467334806919098,0.01988506317138672,1.4975054264068604,104299.39206752674,634.10888671875
43,4.086789608001709,4.086789608001709,0.35256779193878174,0.35256779193878174,59.54841076274053,5.895991100620616,0.001,0.35920754075050354,0.02692246437072754,1.5382232666015625,64370.03597205126,634.10888671875
44,4.082774639129639,4.082774639129639,0.3427562117576599,0.3427562117576599,59.30980506489804,5.890198724939557,0.001,0.3441018760204315,0.023856401443481445,1.5772910118103027,71175.86464256803,634.10888671875
45,4.066893100738525,4.066893100738525,0.3679789900779724,0.3679789900779724,58.37531433559627,5.86728650826101,0.001,0.3762727975845337,0.02690744400024414,1.6139178276062012,70798.25196264332,634.10888671875
46,4.067004203796387,4.067004203796387,0.35233160853385925,0.35233160853385925,58.38180037182513,5.867446796091614,0.001,0.36536121368408203,0.01890420913696289,1.6475803852081299,112303.03180728969,634.10888671875
47,4.059917449951172,4.059917449951172,0.37005162239074707,0.37005162239074707,57.96952549427679,5.857222771463122,0.001,0.3765861690044403,0.022127866744995117,1.6818058490753174,78769.45482755276,634.10888671875
