step,next_token_loss,train_loss,token_accuracy,char_accuracy,perplexity,bits_per_char,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,tokens_per_sec,peak_memory_mb,corruption_resistance_corr,warmup_eta,responsibility_temperature,ambiguity_weight,null_threshold,attractor_entropy_weight,precision_update_threshold
1,4.42689323425293,4.42689323425293,0.01515151560306549,0.01515151560306549,83.67106629270786,6.386656915601606,0.001,3.218151807785034,0.010689973831176758,0.012663841247558594,18522.02850324509,0.0,-0.0561985969543457,0.005,nan,nan,nan,nan,nan
2,4.394876003265381,4.394876003265381,0.048076923936605453,0.048076923936605453,81.03458211616706,6.340465815232873,0.001,1.4083055257797241,0.009885787963867188,0.02515411376953125,21040.305614508972,0.0,0.022666677832603455,0.01,nan,nan,nan,nan,nan
3,4.388579368591309,4.388579368591309,0.08205128461122513,0.08205128461122513,80.52594000393155,6.3313816916142995,0.001,1.2777891159057617,0.009479284286499023,0.03718900680541992,20571.17331924847,0.0,-0.004227848723530769,0.015,nan,nan,nan,nan,nan
4,4.379438400268555,4.379438400268555,0.08556149899959564,0.08556149899959564,79.79320897483721,6.318194061946139,0.001,0.7268654704093933,0.008734941482543945,0.04860186576843262,21408.271637961625,0.0,-0.1000860333442688,0.02,nan,nan,nan,nan,nan
5,4.368008613586426,4.368008613586426,0.054794520139694214,0.054794520139694214,78.88638190983185,6.301704365381413,0.001,0.699822187423706,0.009324073791503906,0.060630083084106445,23487.587603559376,0.0,0.0057863397523760796,0.025,nan,nan,nan,nan,nan
6,4.373676300048828,4.373676300048828,0.04712041839957237,0.04712041839957237,79.33475460633778,6.309881108534034,0.001,0.5653789043426514,0.010230064392089844,0.07343387603759766,18670.45921506479,0.0,0.007776274811476469,0.03,nan,nan,nan,nan,nan
7,4.360049724578857,4.360049724578857,0.03743315488100052,0.03743315488100052,78.26102582288433,6.290222115679208,0.001,0.8299499154090881,0.008949995040893555,0.08481693267822266,20893.86632568795,0.0,-0.11291580647230148,0.035,nan,nan,nan,nan,nan
8,4.356396675109863,4.356396675109863,0.11065573990345001,0.11065573990345001,77.97565597649155,6.284951879326169,0.001,0.5062638521194458,0.008500814437866211,0.09633708000183105,28703.13212733137,0.0,-0.019091663882136345,0.04,nan,nan,nan,nan,nan
9,4.339707851409912,4.339707851409912,0.10769230872392654,0.10769230872392654,76.68513261203492,6.260874996135979,0.001,1.0996739864349365,0.009379148483276367,0.10891389846801758,20790.79996949592,0.0,0.02608552947640419,0.045,nan,nan,nan,nan,nan
10,4.340044975280762,4.340044975280762,0.1822916716337204,0.1822916716337204,76.71098935899612,6.261361363072619,0.001,0.5837885141372681,0.008856058120727539,0.12066793441772461,21680.07451877776,0.0,0.08576613664627075,0.05,nan,nan,nan,nan,nan
11,4.345130920410156,4.345130920410156,0.15662650763988495,0.15662650763988495,77.10213106118222,6.26869883088903,0.001,0.5323651432991028,0.008382081985473633,0.13183999061584473,19804.148931933898,0.0,-0.1466631442308426,0.055,nan,nan,nan,nan,nan
12,4.322759628295898,4.322759628295898,0.2568306028842926,0.2568306028842926,75.39640752304744,6.2364238786975115,0.001,0.9711172580718994,0.009006261825561523,0.14351201057434082,20319.196082064856,0.0,-0.07928928732872009,0.06,nan,nan,nan,nan,nan
13,4.3184003829956055,4.3184003829956055,0.23529411852359772,0.23529411852359772,75.06845142777333,6.230134817120761,0.001,0.7086924910545349,0.01028585433959961,0.15659093856811523,18180.30800611933,0.0,0.006390266120433807,0.065,nan,nan,nan,nan,nan
14,4.325174331665039,4.325174331665039,0.19591836631298065,0.19591836631298065,75.57868746974546,6.239907559273389,0.001,0.5261055827140808,0.008187294006347656,0.16778922080993652,29924.417006406522,0.0,-0.1399240493774414,0.07,nan,nan,nan,nan,nan
15,4.303757667541504,4.303757667541504,0.24770642817020416,0.24770642817020416,73.97725399749432,6.20900984414998,0.001,0.6150134801864624,0.008983135223388672,0.18005681037902832,24267.696586867667,0.0,0.0723724365234375,0.075,nan,nan,nan,nan,nan
16,4.306276798248291,4.306276798248291,0.14220184087753296,0.14220184087753296,74.16384729742191,6.212644181528013,0.001,0.5948677062988281,0.009177923202514648,0.19225096702575684,23752.650266268345,0.0,-0.09328813850879669,0.08,nan,nan,nan,nan,nan
17,4.2952165603637695,4.2952165603637695,0.17256636917591095,0.17256636917591095,73.34809701576586,6.1966876311809616,0.001,0.5206043124198914,0.009263992309570312,0.20490407943725586,24395.529750875026,0.0,-0.0394778847694397,0.085,nan,nan,nan,nan,nan
18,4.304900646209717,4.304900646209717,0.15436241030693054,0.15436241030693054,74.06185676111305,6.210658813806453,0.001,0.6587194204330444,0.009781122207641602,0.21802306175231934,15233.425862279099,0.0,-0.020376769825816154,0.09,nan,nan,nan,nan,nan
19,4.31218147277832,4.31218147277832,0.1411042958498001,0.1411042958498001,74.60305609401483,6.221162826190549,0.001,0.8017370700836182,0.0087127685546875,0.2306661605834961,18708.17513134851,0.0,-0.16722196340560913,0.095,nan,nan,nan,nan,nan
20,4.2761921882629395,4.2761921882629395,0.1882845163345337,0.1882845163345337,71.96588507047133,6.169241263895067,0.001,0.7064523100852966,0.009589195251464844,0.24489617347717285,24923.88503232223,0.0,-0.04213373735547066,0.1,nan,nan,nan,nan,nan
21,4.271683216094971,4.271683216094971,0.21862348914146423,0.21862348914146423,71.64212336243912,6.162736192108833,0.001,0.5364909768104553,0.009935855865478516,0.25818896293640137,24859.458847242884,0.0,-0.07769929617643356,0.105,nan,nan,nan,nan,nan
22,4.24343204498291,4.24343204498291,0.2874999940395355,0.2874999940395355,69.64647195168952,6.121978367646157,0.001,0.5475081205368042,0.008111000061035156,0.2696421146392822,29589.446208112873,0.0,0.02744196355342865,0.11,nan,nan,nan,nan,nan
