step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier
1,0.7957239747047424,0.4140625,0.0013408660888671875,,,,
2,0.684638500213623,0.6171875,0.0025839805603027344,,,,
3,0.7076379060745239,0.5625,0.004113912582397461,,,,
4,0.7597877383232117,0.46875,0.006557941436767578,,,,
5,0.7126927971839905,0.5078125,0.007860898971557617,,,,
6,0.7411567568778992,0.5234375,0.009460926055908203,,,,
7,0.7011891007423401,0.5625,0.010766744613647461,,,,
8,0.7289236187934875,0.4765625,0.011962890625,,,,
9,0.750835657119751,0.5078125,0.01341104507446289,,,,
10,0.6861929893493652,0.5859375,0.0170590877532959,0.58984375,0.6733371615409851,0.038278039544820786,0.47944650053977966
11,0.7150313258171082,0.5625,0.020531892776489258,,,,
12,0.6843581795692444,0.5546875,0.021924972534179688,,,,
13,0.6880124807357788,0.5703125,0.024636030197143555,,,,
14,0.6440874338150024,0.6328125,0.02631092071533203,,,,
15,0.6935485601425171,0.5703125,0.027519941329956055,,,,
16,0.7198103666305542,0.53125,0.028934955596923828,,,,
17,0.6546444296836853,0.6015625,0.03138995170593262,,,,
18,0.6926506757736206,0.5234375,0.03345203399658203,,,,
19,0.6830359697341919,0.5625,0.0352780818939209,,,,
20,0.6833734512329102,0.609375,0.03689908981323242,0.625,0.6483710408210754,0.03369707614183426,0.45727288722991943
21,0.7120395302772522,0.5859375,0.0413818359375,,,,
22,0.7138051390647888,0.5625,0.04306793212890625,,,,
23,0.6900402903556824,0.59375,0.04508185386657715,,,,
24,0.6927608251571655,0.578125,0.04676198959350586,,,,
25,0.6509441137313843,0.6640625,0.04983878135681152,,,,
26,0.6918035745620728,0.5859375,0.05190086364746094,,,,
27,0.6381814479827881,0.6640625,0.053663015365600586,,,,
28,0.6511569023132324,0.5859375,0.05643486976623535,,,,
29,0.6418743133544922,0.625,0.05848288536071777,,,,
30,0.6140585541725159,0.6796875,0.05999588966369629,0.66015625,0.6434254050254822,0.06357311457395554,0.4515293538570404
31,0.5988956689834595,0.7109375,0.06248879432678223,,,,
32,0.6369059681892395,0.6015625,0.0650949478149414,,,,
33,0.6462381482124329,0.640625,0.06721687316894531,,,,
34,0.6566451787948608,0.6015625,0.0693049430847168,,,,
35,0.6516132354736328,0.609375,0.07106304168701172,,,,
36,0.5888118743896484,0.75,0.07355690002441406,,,,
37,0.6168097853660583,0.6796875,0.07547712326049805,,,,
38,0.6508947610855103,0.578125,0.07708501815795898,,,,
39,0.6416806578636169,0.6328125,0.07912302017211914,,,,
40,0.6263201832771301,0.6796875,0.08206701278686523,0.67578125,0.6361611485481262,0.08782932162284851,0.44472628831863403
