step,train_loss,wall_clock_time_sec,eval_accuracy,eval_selective_aurc,eval_update_strength_mean,eval_update_strength_severity_corr
1,0.7111818790435791,0.0018076896667480469,,,,
2,0.7633117437362671,0.0029397010803222656,,,,
3,0.7532463073730469,0.00402379035949707,,,,
4,0.6933602094650269,0.005489826202392578,,,,
5,0.663734495639801,0.006747722625732422,,,,
6,0.6693450808525085,0.007931709289550781,,,,
7,0.6829779744148254,0.00903177261352539,,,,
8,0.7012465000152588,0.009966850280761719,,,,
9,0.6347644925117493,0.011026859283447266,,,,
10,0.7121160626411438,0.011957645416259766,0.5703125,0.3754006326198578,0.4913497567176819,0.042892489582300186
11,0.7249994277954102,0.015669584274291992,,,,
12,0.7051871418952942,0.01668095588684082,,,,
13,0.6717307567596436,0.017986774444580078,,,,
14,0.6909883618354797,0.018942832946777344,,,,
15,0.6775956153869629,0.019914627075195312,,,,
16,0.6972237825393677,0.020836830139160156,,,,
17,0.6531201004981995,0.02243781089782715,,,,
18,0.7107006311416626,0.02364182472229004,,,,
19,0.6926090121269226,0.024658918380737305,,,,
20,0.6551027894020081,0.025906801223754883,0.60546875,0.34254398941993713,0.4937115013599396,0.043121088296175
21,0.6750034093856812,0.029257774353027344,,,,
22,0.6605830192565918,0.03077983856201172,,,,
23,0.6818029880523682,0.03203272819519043,,,,
24,0.6776384115219116,0.03315091133117676,,,,
25,0.6814272403717041,0.03423571586608887,,,,
26,0.650214433670044,0.035242557525634766,,,,
27,0.6574578285217285,0.03635096549987793,,,,
28,0.6610532999038696,0.03734874725341797,,,,
29,0.6844845414161682,0.03875875473022461,,,,
30,0.6396797895431519,0.0400698184967041,0.625,0.30652695894241333,0.496216356754303,0.04317762330174446
31,0.6681286692619324,0.04327869415283203,,,,
32,0.6542394161224365,0.04434680938720703,,,,
33,0.6390076875686646,0.045575857162475586,,,,
34,0.6237785816192627,0.047066688537597656,,,,
35,0.6287478804588318,0.04843473434448242,,,,
36,0.6363776922225952,0.04958677291870117,,,,
37,0.6722643375396729,0.05081486701965332,,,,
38,0.6614956855773926,0.051915645599365234,,,,
39,0.6669434905052185,0.053041934967041016,,,,
40,0.6547982692718506,0.0541386604309082,0.64453125,0.27396878600120544,0.4986006021499634,0.04342109337449074
41,0.6523145437240601,0.057547569274902344,,,,
42,0.6403639316558838,0.05872988700866699,,,,
43,0.6285438537597656,0.059906721115112305,,,,
44,0.6196858882904053,0.06113076210021973,,,,
45,0.629401445388794,0.0622708797454834,,,,
46,0.6301069855690002,0.06364083290100098,,,,
47,0.6176581978797913,0.06527876853942871,,,,
48,0.6468755006790161,0.06641268730163574,,,,
49,0.6274443864822388,0.06763863563537598,,,,
50,0.6355456113815308,0.06882667541503906,0.67578125,0.2371811419725418,0.5011771321296692,0.043066054582595825
