step,next_token_loss,train_loss,token_accuracy,char_accuracy,perplexity,bits_per_char,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,tokens_per_sec,peak_memory_mb,corruption_resistance_corr,warmup_eta,responsibility_temperature,ambiguity_weight,null_threshold,attractor_entropy_weight,precision_update_threshold
1,4.421555042266846,4.421555042266846,0.022123893722891808,0.022123893722891808,83.22560411630171,6.3789555324959695,0.001,3.2420461177825928,0.010087966918945312,0.012490987777709961,22402.928341841558,0.0,0.04135655611753464,0.0033333333333333335,nan,nan,nan,nan,nan
2,4.4110846519470215,4.4110846519470215,0.032258063554763794,0.032258063554763794,82.35874564924501,6.3638499523053875,0.001,1.3575721979141235,0.00982522964477539,0.02483081817626953,22085.997767532153,0.0,-0.010055002756416798,0.006666666666666667,nan,nan,nan,nan,nan
3,4.38109016418457,4.38109016418457,0.05376344174146652,0.05376344174146652,79.92511742898658,6.3205770535564945,0.001,0.9192604422569275,0.009816169738769531,0.036998748779296875,18948.327601282424,0.0,-0.08744753897190094,0.01,nan,nan,nan,nan,nan
4,4.382075309753418,4.382075309753418,0.041450776159763336,0.041450776159763336,80.00389410113497,6.321998318183224,0.001,0.7385615706443787,0.009476184844970703,0.04893684387207031,20366.846273838877,0.0,-0.01136390957981348,0.013333333333333334,nan,nan,nan,nan,nan
5,4.374439239501953,4.374439239501953,0.03086419776082039,0.03086419776082039,79.3953053159565,6.310981797499556,0.001,1.0275880098342896,0.009180068969726562,0.06091594696044922,17646.92624142946,0.0,-0.05093514174222946,0.016666666666666666,nan,nan,nan,nan,nan
6,4.374608039855957,4.374608039855957,0.050632912665605545,0.050632912665605545,79.40870840279116,6.3112253249331784,0.001,0.6271123290061951,0.009152889251708984,0.0729529857635498,25893.463089346184,0.0,-0.06671757996082306,0.02,nan,nan,nan,nan,nan
7,4.3607683181762695,4.3607683181762695,0.0572916679084301,0.0572916679084301,78.31728390589583,6.291258827098609,0.001,0.6988883018493652,0.00946807861328125,0.08514881134033203,20278.665592264304,0.0,-0.01330400351434946,0.023333333333333334,nan,nan,nan,nan,nan
8,4.3521294593811035,4.3521294593811035,0.13235294818878174,0.13235294818878174,77.64362595654141,6.278795588355884,0.001,0.7964746356010437,0.008617162704467773,0.0962979793548584,23673.685526934678,0.0,-0.04917452856898308,0.02666666666666667,nan,nan,nan,nan,nan
9,4.355381011962891,4.355381011962891,0.1344086080789566,0.1344086080789566,77.89649918147963,6.283486587140818,0.001,0.7299136519432068,0.009790897369384766,0.10876989364624023,18997.237227877074,0.0,-0.053206704556941986,0.03,nan,nan,nan,nan,nan
10,4.332711696624756,4.332711696624756,0.2131979763507843,0.2131979763507843,76.15050390781225,6.250781678322142,0.001,0.8788089156150818,0.009707212448120117,0.12116694450378418,20294.188579147733,0.0,0.037098076194524765,0.03333333333333333,nan,nan,nan,nan,nan
11,4.334457874298096,4.334457874298096,0.17582418024539948,0.17582418024539948,76.2835923817935,6.253300880191981,0.001,0.6986141800880432,0.008231878280639648,0.13256382942199707,22109.170446317374,0.0,0.06489723175764084,0.03666666666666667,nan,nan,nan,nan,nan
