drive_mean,drive_std,resistance_mean,resistance_std,energy_mean,energy_std,update_gate_mean,update_gate_std,new_precision_mean,new_precision_std,old_precision_mean,old_precision_std
0.00019716574752237648,0.0014272696571424603,0.6931686997413635,0.0006889470387250185,-0.06434909254312515,0.00045363468234427273,0.05733579397201538,0.00032018826459534466,0.24439698457717896,0.0014478277880698442,4.0181498527526855,0.0
-0.000213003353565,0.005531715229153633,0.693156898021698,0.0013745349133387208,-0.06457196921110153,0.002579848747700453,0.05734000727534294,0.0003510857350192964,0.24441613256931305,0.0015877534169703722,4.0181498527526855,0.0
-0.00043569153058342636,0.008419197984039783,0.6929545402526855,0.0017880861414596438,-0.06478551030158997,0.003941030241549015,0.05734606832265854,0.0003858623094856739,0.2444436401128769,0.0017455060733482242,4.0181498527526855,0.0
-0.000594549288507551,0.011803841218352318,0.6930510401725769,0.0026126063894480467,-0.06508143991231918,0.00552596990019083,0.057507000863552094,0.00036536133848130703,0.2451714277267456,0.0016532926820218563,4.0181498527526855,0.0
-0.000573718745727092,0.013732989318668842,0.6929861903190613,0.0031270405743271112,-0.06519848853349686,0.006401692982763052,0.05768674612045288,0.0004762699827551842,0.24598509073257446,0.002155805006623268,4.0181498527526855,0.0
-0.0004102681705262512,0.016463425010442734,0.6928860545158386,0.0037036994472146034,-0.0652504563331604,0.007607938256114721,0.057686880230903625,0.0004750783846247941,0.24598568677902222,0.0021505828481167555,4.0181498527526855,0.0
-0.00019536042236723006,0.019267302006483078,0.6926261186599731,0.0043264515697956085,-0.06526557356119156,0.008767051622271538,0.05785609781742096,0.0005403915420174599,0.24675187468528748,0.0024471781216561794,4.0181498527526855,0.0
-0.00010813865083036944,0.022040652111172676,0.6924432516098022,0.0049757701344788074,-0.06534767895936966,0.009943166747689247,0.058077938854694366,0.0005000410601496696,0.24775616824626923,0.0022650856990367174,4.0181498527526855,0.0
-3.858272248180583e-05,0.025897998362779617,0.6923282742500305,0.006019026972353458,-0.06545926630496979,0.011479891836643219,0.05814269930124283,0.0005385567201301455,0.24804967641830444,0.002440189942717552,4.0181498527526855,0.0
-4.2368617869215086e-05,0.029874837026000023,0.692199170589447,0.007266594097018242,-0.06560071557760239,0.013128737919032574,0.05827811360359192,0.0006280821980908513,0.24866363406181335,0.0028464619535952806,4.0181498527526855,0.0
-9.471486555412412e-05,0.033790554851293564,0.6922019124031067,0.008587229065597057,-0.06578070670366287,0.01469090674072504,0.05847425013780594,0.0005844824481755495,0.24955222010612488,0.0026496590580791235,4.0181498527526855,0.0
7.506460678996518e-05,0.039358098059892654,0.6920866966247559,0.010284574702382088,-0.06587138772010803,0.016775302588939667,0.05862947553396225,0.0006248303106985986,0.25025618076324463,0.0028343074955046177,4.0181498527526855,0.0
-0.0003804379375651479,0.04582777991890907,0.6923317909240723,0.01198724564164877,-0.06620944291353226,0.019145386293530464,0.05894337594509125,0.0007176951039582491,0.25168055295944214,0.0032572741620242596,4.0181498527526855,0.0
-0.0009346670703962445,0.0549682192504406,0.6929059028625488,0.01428240817040205,-0.06660377234220505,0.022318432107567787,0.058841995894908905,0.0006668227724730968,0.2512202858924866,0.0030266493558883667,4.0181498527526855,0.0
-0.0016856391448527575,0.06178303807973862,0.693649411201477,0.015869127586483955,-0.0670667439699173,0.024680139496922493,0.05934491008520126,0.0007655721274204552,0.25350356101989746,0.0034773352090269327,4.0181498527526855,0.0
-0.0015803257701918483,0.07513145357370377,0.6934923529624939,0.019708329811692238,-0.06716807931661606,0.02906050905585289,0.05938725546002388,0.0009418363333679736,0.25369730591773987,0.004277461674064398,4.0181498527526855,0.0
-0.0029137053061276674,0.0899532288312912,0.6947807669639587,0.02368435077369213,-0.06784002482891083,0.03386583551764488,0.059799838811159134,0.0009463013266213238,0.25557196140289307,0.004300958476960659,4.0181498527526855,0.0
-0.003410403849557042,0.10435786843299866,0.694972038269043,0.028123045340180397,-0.06814803183078766,0.0385906957089901,0.06023498252034187,0.0010306598851457238,0.2575516402721405,0.004685613792389631,4.0181498527526855,0.0
-0.005423423834145069,0.12541083991527557,0.6970012784004211,0.034515634179115295,-0.06907329708337784,0.04543347284197807,0.06026503071188927,0.00113725196570158,0.2576894760131836,0.005172222387045622,4.0181498527526855,0.0
-0.008968404494225979,0.15775172412395477,0.7005828022956848,0.04475424811244011,-0.07057871669530869,0.05582911893725395,0.06057444214820862,0.001382586662657559,0.2591007947921753,0.00629043485969305,4.0181498527526855,0.0
-0.006727495696395636,0.1858673393726349,0.6985117793083191,0.05570906028151512,-0.06977076083421707,0.06490953266620636,0.06104128807783127,0.0015035398537293077,0.26122909784317017,0.006844969000667334,4.0181498527526855,0.0
-0.007500337902456522,0.22703014314174652,0.7001762390136719,0.07078281790018082,-0.07016455382108688,0.0784292072057724,0.06112999469041824,0.0017871928866952658,0.26163795590400696,0.008137503638863564,4.0181498527526855,0.0
-0.011642646975815296,0.2804516851902008,0.7052878737449646,0.09055671840906143,-0.07181708514690399,0.09619411081075668,0.06141025945544243,0.0020739634055644274,0.2629212737083435,0.009450620040297508,4.0181498527526855,0.0
-0.009928158484399319,0.34188711643218994,0.7062679529190063,0.11410416662693024,-0.07115783542394638,0.11656517535448074,0.06176164746284485,0.002172276144847274,0.2645266652107239,0.009906203486025333,4.0181498527526855,0.0
-0.013441993854939938,0.4143357276916504,0.7125110626220703,0.14260856807231903,-0.07241851091384888,0.1409381777048111,0.06229168921709061,0.0022651103790849447,0.26694950461387634,0.010337188839912415,4.0181498527526855,0.0
