step,train_loss,final_metric,best_metric,message_norm_mean,update_norm_mean,wall_clock_time_sec,step_time_sec,peak_memory_mb,nan_inf_count
1,0.0,1.0,1.0,0.07879742234945297,1.1765764951705933,0.0025916099548339844,0.0025920867919921875,9.39404296875,0.0
