drive_mean,drive_std,resistance_mean,resistance_std,energy_mean,energy_std,gate_mean,gate_std,responsibility_entropy_mean,responsibility_entropy_std,update_strength_mean,update_strength_std,update_gate_mean,update_gate_std,message_norm_mean,message_norm_std,gate_activation_rate
-6.488838698714972e-05,0.0018155121942982078,-0.0002519870758987963,0.0019662093836814165,-0.8809512257575989,0.21294435858726501,0.3020276725292206,0.15101385116577148,1.4710291624069214,3.955251941079041e-06,1.0,0.0,0.2689432203769684,3.1047027732711285e-05,0.07984825223684311,0.019975829869508743,0.3020276725292206
