step,train_loss,train_accuracy,top1_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb,early_stop_triggered,early_stop_step,completed_steps,val_loss,val_accuracy,test_loss,test_accuracy,best_eval_accuracy
1,2.3088538646698,0.09375,0.09375,0.001,1.2544342279434204,0.26343774795532227,0.3434412479400635,971.7569082373938,4817.4462890625,False,,1,,,,,
2,2.301689863204956,0.078125,0.078125,0.001,0.6602554321289062,0.05165290832519531,0.3967010974884033,4955.975481869877,4817.4462890625,False,,2,,,,,
3,2.2950799465179443,0.1484375,0.1484375,0.001,0.9073524475097656,0.05086565017700195,0.4488198757171631,5032.677259390496,4817.4462890625,False,,3,,,,,
4,2.278559684753418,0.12109375,0.12109375,0.001,1.460654854774475,0.050759315490722656,0.5009479522705078,5043.243406745668,4817.4462890625,False,,4,,,,,
5,2.257275342941284,0.16015625,0.16015625,0.001,1.1298176050186157,0.04752707481384277,0.5499157905578613,5386.1062431654245,4817.4462890625,False,,5,,,,,
6,2.2714269161224365,0.1015625,0.1015625,0.001,3.1179847717285156,0.04798245429992676,0.6005284786224365,5334.93895640595,4817.4462890625,False,,6,,,,,
7,2.269792318344116,0.13671875,0.13671875,0.001,1.682330846786499,0.04865527153015137,0.6520206928253174,5261.196568130258,4817.4462890625,False,,7,,,,,
8,2.252734899520874,0.15625,0.15625,0.001,0.6445826292037964,0.048847198486328125,0.7037549018859863,5240.449127601943,4817.4462890625,False,,8,,,,,
9,2.2497975826263428,0.125,0.125,0.001,0.9154945015907288,0.04550528526306152,0.7536675930023193,5625.307522645473,4817.4462890625,False,,9,,,,,
10,2.24406099319458,0.17578125,0.17578125,0.001,1.315619707107544,0.047486066818237305,0.8052711486816406,5390.6761252102315,4817.4462890625,False,,10,,,,,
11,2.243724822998047,0.1875,0.1875,0.001,1.3226739168167114,0.047554969787597656,0.8568837642669678,5382.8930431687495,4817.4462890625,False,,11,,,,,
12,2.2364208698272705,0.2109375,0.2109375,0.001,0.8313459753990173,0.044782161712646484,0.9060118198394775,5716.227149557339,4817.4462890625,False,,12,,,,,
13,2.241872549057007,0.18359375,0.18359375,0.001,2.49666690826416,0.04295063018798828,0.952430009841919,5960.066964186593,4817.4462890625,False,,13,,,,,
14,2.245944023132324,0.18359375,0.18359375,0.001,1.5305285453796387,0.033722639083862305,0.9885292053222656,7590.749105716346,4817.4462890625,False,,14,,,,,
15,2.2408742904663086,0.17578125,0.17578125,0.001,1.2601571083068848,0.04260706901550293,1.035609483718872,6007.75390262189,4817.4462890625,False,,15,,,,,
16,2.2395360469818115,0.1875,0.1875,0.001,1.1476497650146484,0.05036044120788574,1.0889971256256104,5083.186532471098,4817.4462890625,False,,16,,,,,
17,2.224755048751831,0.2265625,0.2265625,0.001,0.7437908053398132,0.03681182861328125,1.1285388469696045,6953.655912028702,4817.4462890625,False,,17,,,,,
18,2.2355291843414307,0.2109375,0.2109375,0.001,0.6011346578598022,0.0380854606628418,1.1726863384246826,6721.136132602219,4817.4462890625,False,,18,,,,,
19,2.2237348556518555,0.203125,0.203125,0.001,0.7596578001976013,0.05140829086303711,1.2286028861999512,4979.579852431723,4817.4462890625,False,,19,,,,,
20,2.234527111053467,0.1328125,0.1328125,0.001,1.096640706062317,0.04395103454589844,1.2755844593048096,5823.968757796991,4817.4462890625,False,,20,2.176779103279114,0.199609375,2.176779103279114,0.199609375,0.199609375
21,2.224811315536499,0.1953125,0.1953125,0.001,0.9514563679695129,0.060224294662475586,1.8345179557800293,4250.607951418991,4817.4462890625,False,,21,,,,,
22,2.2188401222229004,0.234375,0.234375,0.001,0.6245015859603882,0.03958272933959961,1.8780875205993652,6466.921776000386,4817.4462890625,False,,22,,,,,
23,2.219205141067505,0.16796875,0.16796875,0.001,0.45021942257881165,0.04841279983520508,1.9309253692626953,5287.59737624835,4817.4462890625,False,,23,,,,,
24,2.2157680988311768,0.15234375,0.15234375,0.001,1.5166277885437012,0.04063916206359863,1.9760332107543945,6299.009890767444,4817.4462890625,False,,24,,,,,
25,2.253227949142456,0.1640625,0.1640625,0.001,1.433183193206787,0.128523588180542,2.108987808227539,1991.8190088225037,4817.4462890625,False,,25,,,,,
26,2.222604513168335,0.20703125,0.20703125,0.001,1.5665957927703857,0.03423905372619629,2.1470787525177,7476.113324467529,4817.4462890625,False,,26,,,,,
27,2.2138915061950684,0.1875,0.1875,0.001,0.979973316192627,0.04899311065673828,2.204428195953369,5225.02104136253,4817.4462890625,False,,27,,,,,
28,2.2035253047943115,0.21484375,0.21484375,0.001,0.40912142395973206,0.03626537322998047,2.24459171295166,7058.425632058479,4817.4462890625,False,,28,,,,,
29,2.219696044921875,0.19140625,0.19140625,0.001,0.8806109428405762,0.043116092681884766,2.295923948287964,5936.965801710744,4817.4462890625,False,,29,,,,,
30,2.19804310798645,0.2265625,0.2265625,0.001,1.7364999055862427,0.048549652099609375,2.3504364490509033,5271.450851784574,4817.4462890625,False,,30,,,,,
31,2.2104716300964355,0.20703125,0.20703125,0.001,0.46329745650291443,0.048143863677978516,2.4041709899902344,5317.132930573438,4817.4462890625,False,,31,,,,,
32,2.2138190269470215,0.203125,0.203125,0.001,1.815045952796936,0.03549695014953613,2.446622371673584,7211.402827495886,4817.4462890625,False,,32,,,,,
33,2.2061972618103027,0.1953125,0.1953125,0.001,2.073652505874634,0.04542875289916992,2.4978139400482178,5634.990600842828,4817.4462890625,False,,33,,,,,
34,2.211491823196411,0.1953125,0.1953125,0.001,2.983250141143799,0.0394287109375,2.542341947555542,6492.06329167498,4817.4462890625,False,,34,,,,,
35,2.211214542388916,0.171875,0.171875,0.001,1.3513638973236084,0.04701876640319824,2.595198392868042,5444.330875865776,4817.4462890625,False,,35,,,,,
36,2.1992273330688477,0.19140625,0.19140625,0.001,0.6207624077796936,0.05184054374694824,2.6533546447753906,4937.879163025983,4817.4462890625,False,,36,,,,,
37,2.2016372680664062,0.2109375,0.2109375,0.001,0.5033847093582153,0.047759294509887695,2.709774971008301,5359.892097499614,4817.4462890625,False,,37,,,,,
38,2.193453311920166,0.19140625,0.19140625,0.001,0.45538631081581116,0.04637265205383301,2.7650465965270996,5520.09780222605,4817.4462890625,False,,38,,,,,
39,2.2175474166870117,0.1796875,0.1796875,0.001,0.6129897832870483,0.03542733192443848,2.807176351547241,7225.378508414812,4817.4462890625,False,,39,,,,,
40,2.1882524490356445,0.15625,0.15625,0.001,1.2409627437591553,0.04152345657348633,2.858440637588501,6164.729863642888,4817.4462890625,False,,40,2.1304065108299257,0.2087890625,2.1304065108299257,0.2087890625,0.2087890625
41,2.1776773929595947,0.26171875,0.26171875,0.001,0.6043514609336853,0.04390764236450195,3.338960886001587,5829.913583598475,4817.4462890625,False,,41,,,,,
42,2.2051985263824463,0.1953125,0.1953125,0.001,0.4701332449913025,0.041337013244628906,3.391507863998413,6192.247011262911,4817.4462890625,False,,42,,,,,
43,2.185246229171753,0.24609375,0.24609375,0.001,1.2898929119110107,0.0483403205871582,3.4458513259887695,5295.551081804866,4817.4462890625,False,,43,,,,,
44,2.1823313236236572,0.23828125,0.23828125,0.001,1.79983651638031,0.04867148399353027,3.5007779598236084,5259.366882512564,4817.4462890625,False,,44,,,,,
45,2.2033884525299072,0.23828125,0.23828125,0.001,1.0758850574493408,0.037572622299194336,3.5461323261260986,6812.780041495619,4817.4462890625,False,,45,,,,,
46,2.1915934085845947,0.19140625,0.19140625,0.001,0.7155300974845886,0.0416262149810791,3.5973894596099854,6149.407098144999,4817.4462890625,False,,46,,,,,
47,2.1801860332489014,0.21875,0.21875,0.001,0.7552907466888428,0.036132097244262695,3.6461362838745117,7084.458766321595,4817.4462890625,False,,47,,,,,
48,2.1886343955993652,0.21875,0.21875,0.001,0.33766236901283264,0.044626712799072266,3.701451063156128,5736.014829614355,4817.4462890625,False,,48,,,,,
49,2.1908862590789795,0.19921875,0.19921875,0.001,0.6285099387168884,0.037271976470947266,3.7469193935394287,6867.859923373608,4817.4462890625,False,,49,,,,,
50,2.185096263885498,0.21484375,0.21484375,0.001,0.7394474148750305,0.04332256317138672,3.801021099090576,5908.6081936992705,4817.4462890625,False,,50,,,,,
51,2.1907968521118164,0.21484375,0.21484375,0.001,0.7411497235298157,0.03515267372131348,3.8468220233917236,7281.827160828728,4817.4462890625,False,,51,,,,,
52,2.1851794719696045,0.234375,0.234375,0.001,0.8022300601005554,0.0419614315032959,3.900411605834961,6100.28590745107,4817.4462890625,False,,52,,,,,
53,2.187652111053467,0.28125,0.28125,0.001,1.2017027139663696,0.03429603576660156,3.945957660675049,7463.693150380225,4817.4462890625,False,,53,,,,,
54,2.1451592445373535,0.265625,0.265625,0.001,0.8228093385696411,0.040483713150024414,3.9986536502838135,6323.009298354091,4817.4462890625,False,,54,,,,,
55,2.1636319160461426,0.1875,0.1875,0.001,1.2090201377868652,0.03459763526916504,4.04556941986084,7398.6868238634015,4817.4462890625,False,,55,,,,,
56,2.1666111946105957,0.20703125,0.20703125,0.001,2.1268179416656494,0.04668569564819336,4.104748964309692,5483.254302376648,4817.4462890625,False,,56,,,,,
57,2.150102376937866,0.1953125,0.1953125,0.001,1.020340085029602,0.038979530334472656,4.150540828704834,6566.90696479683,4817.4462890625,False,,57,,,,,
58,2.171337127685547,0.21484375,0.21484375,0.001,1.0792012214660645,0.04494524002075195,4.203213453292847,5695.548150623531,4817.4462890625,False,,58,,,,,
59,2.1565256118774414,0.21875,0.21875,0.001,2.283834934234619,0.034820556640625,4.247677326202393,7351.475605581344,4817.4462890625,False,,59,,,,,
60,2.1517117023468018,0.23828125,0.23828125,0.001,0.9651013612747192,0.04920506477355957,4.306309223175049,5202.338339890308,4817.4462890625,False,,60,2.0854281425476073,0.21953125,2.0854281425476073,0.21953125,0.21953125
61,2.127485752105713,0.26171875,0.26171875,0.001,1.6345031261444092,0.0564730167388916,4.809465646743774,4532.908741667617,4817.4462890625,False,,61,,,,,
62,2.1465067863464355,0.16796875,0.16796875,0.001,1.010314702987671,0.03738760948181152,4.855943202972412,6846.751627610393,4817.4462890625,False,,62,,,,,
63,2.1560733318328857,0.21484375,0.21484375,0.001,0.7108212113380432,0.045584678649902344,4.910962104797363,5615.452084597201,4817.4462890625,False,,63,,,,,
64,2.1481149196624756,0.2109375,0.2109375,0.001,1.5498178005218506,0.03661513328552246,4.958604097366333,6990.961807409337,4817.4462890625,False,,64,,,,,
65,2.1766586303710938,0.171875,0.171875,0.001,0.9512362480163574,0.04519963264465332,5.014844655990601,5663.464109583261,4817.4462890625,False,,65,,,,,
66,2.1320571899414062,0.21875,0.21875,0.001,2.206693410873413,0.0337221622467041,5.059666633605957,7591.017426775728,4817.4462890625,False,,66,,,,,
67,2.148529529571533,0.21875,0.21875,0.001,2.785700559616089,0.042952775955200195,5.115286588668823,5959.636918670803,4817.4462890625,False,,67,,,,,
68,2.141939163208008,0.2265625,0.2265625,0.001,1.4222265481948853,0.03333878517150879,5.160907506942749,7678.030290462366,4817.4462890625,False,,68,,,,,
69,2.154994487762451,0.23046875,0.23046875,0.001,1.5747157335281372,0.04216957092285156,5.216537714004517,6070.179005924653,4817.4462890625,False,,69,,,,,
70,2.169360637664795,0.2578125,0.2578125,0.001,1.3665748834609985,0.035901546478271484,5.2654571533203125,7129.807130193428,4817.4462890625,False,,70,,,,,
71,2.1302738189697266,0.2109375,0.2109375,0.001,2.802739381790161,0.045736074447631836,5.32343602180481,5597.069557964971,4817.4462890625,False,,71,,,,,
72,2.13419771194458,0.203125,0.203125,0.001,1.4407804012298584,0.033246755599975586,5.367535352706909,7699.557735470224,4817.4462890625,False,,72,,,,,
73,2.1351895332336426,0.21484375,0.21484375,0.001,2.6298398971557617,0.04349517822265625,5.424188137054443,5885.290493025295,4817.4462890625,False,,73,,,,,
74,2.116015911102295,0.234375,0.234375,0.001,1.150629997253418,0.03828620910644531,5.4755473136901855,6685.772965299096,4817.4462890625,False,,74,,,,,
75,2.1500775814056396,0.203125,0.203125,0.001,2.0090603828430176,0.03991222381591797,5.527392387390137,6413.500403180045,4817.4462890625,False,,75,,,,,
76,2.128265619277954,0.22265625,0.22265625,0.001,0.6764526963233948,0.0384366512298584,5.576366424560547,6659.81395175746,4817.4462890625,False,,76,,,,,
77,2.1316158771514893,0.22265625,0.22265625,0.001,1.902981162071228,0.04395556449890137,5.6312408447265625,5823.684469152542,4817.4462890625,False,,77,,,,,
78,2.1300406455993652,0.22265625,0.22265625,0.001,0.9900042414665222,0.033010005950927734,5.6767730712890625,7754.496190428044,4817.4462890625,False,,78,,,,,
79,2.166480779647827,0.20703125,0.20703125,0.001,1.6193689107894897,0.04550480842590332,5.736871719360352,5625.543299330955,4817.4462890625,False,,79,,,,,
