step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier,val_support_evidence_corr,val_conflict_corr
1,0.6904763579368591,0.578125,0.006648063659667969,,,,,,
2,0.6906652450561523,0.5546875,0.013943910598754883,,,,,,
3,0.6926694512367249,0.515625,0.01984882354736328,,,,,,
4,0.6920602917671204,0.5234375,0.025651931762695312,,,,,,
5,0.6964892148971558,0.4765625,0.031038999557495117,,,,,,
6,0.6920256614685059,0.5234375,0.037795066833496094,,,,,,
7,0.7000198364257812,0.4375,0.044679880142211914,,,,,,
8,0.6953921318054199,0.484375,0.05141782760620117,,,,,,
9,0.6932712197303772,0.5078125,0.05709481239318848,,,,,,
10,0.6911247968673706,0.5390625,0.06398892402648926,0.4609375,0.6960210204124451,0.05438816547393799,0.502872884273529,-0.05214397981762886,0.07985023409128189
11,0.6917130351066589,0.53125,0.07640981674194336,,,,,,
12,0.691745400428772,0.53125,0.08211565017700195,,,,,,
13,0.6913610696792603,0.5390625,0.08854866027832031,,,,,,
14,0.6948385238647461,0.4765625,0.09531188011169434,,,,,,
15,0.692672610282898,0.515625,0.10201191902160645,,,,,,
16,0.6946945786476135,0.4765625,0.10865402221679688,,,,,,
17,0.692681074142456,0.515625,0.11505389213562012,,,,,,
18,0.6962718963623047,0.4375,0.12273788452148438,,,,,,
19,0.6933403015136719,0.5,0.1306748390197754,,,,,,
20,0.6938609480857849,0.484375,0.1382908821105957,0.5,0.6932438015937805,0.007404327392578125,0.5000966191291809,-0.07731528580188751,-0.007491471711546183
21,0.6934641599655151,0.4921875,0.15012502670288086,,,,,,
22,0.6928653717041016,0.515625,0.16253376007080078,,,,,,
23,0.6939196586608887,0.4609375,0.17290186882019043,,,,,,
24,0.6923899054527283,0.5625,0.19768285751342773,,,,,,
25,0.6934068202972412,0.4765625,0.20816993713378906,,,,,,
26,0.6931496858596802,0.5078125,0.22056174278259277,,,,,,
27,0.6930468082427979,0.53125,0.22818565368652344,,,,,,
28,0.6931391358375549,0.515625,0.23544788360595703,,,,,,
29,0.693083643913269,0.5078125,0.24250078201293945,,,,,,
30,0.6928467154502869,0.59375,0.2491309642791748,0.5078125,0.6931023001670837,0.005924701690673828,0.4999551773071289,0.04589998349547386,0.02307829074561596
31,0.6925514340400696,0.578125,0.25964784622192383,,,,,,
32,0.6932908892631531,0.4921875,0.26571083068847656,,,,,,
33,0.6921520829200745,0.5546875,0.27245593070983887,,,,,,
34,0.6944539546966553,0.453125,0.28026270866394043,,,,,,
35,0.6938750147819519,0.4765625,0.2871859073638916,,,,,,
36,0.6920654773712158,0.5390625,0.2943086624145508,,,,,,
37,0.6916934847831726,0.546875,0.30068182945251465,,,,,,
38,0.6935868263244629,0.4921875,0.30634188652038574,,,,,,
39,0.6942965984344482,0.4765625,0.312593936920166,,,,,,
40,0.6939859390258789,0.484375,0.32120275497436523,0.5546875,0.6910994052886963,0.04440075159072876,0.4979524612426758,0.07981126010417938,-0.01590155065059662
