step,train_loss,wall_clock_time_sec,eval_accuracy,eval_selective_aurc
1,0.9232035875320435,0.0010178089141845703,,
2,0.8013104200363159,0.0018551349639892578,,
3,0.8798937201499939,0.0026578903198242188,,
4,0.8611193895339966,0.003393888473510742,,
5,0.9593678116798401,0.004189014434814453,,
6,0.9026564359664917,0.004945039749145508,,
7,0.7274537086486816,0.005938053131103516,,
8,0.9222703576087952,0.00690007209777832,,
9,0.8546434044837952,0.0077359676361083984,,
10,1.0335952043533325,0.008484840393066406,0.51171875,0.497591495513916
11,0.8053063750267029,0.010814905166625977,,
12,0.8524824380874634,0.011532783508300781,,
13,0.9737740159034729,0.01236581802368164,,
14,0.7778943181037903,0.013074874877929688,,
15,0.759344756603241,0.014027118682861328,,
16,0.7524306774139404,0.014780044555664062,,
17,0.8235986828804016,0.015585899353027344,,
18,0.8521537780761719,0.01633286476135254,,
19,0.838474690914154,0.017123937606811523,,
20,0.8606210350990295,0.017889022827148438,0.51953125,0.4810592532157898
21,0.8291521072387695,0.020242929458618164,,
22,0.9100309610366821,0.021005868911743164,,
23,0.7420361042022705,0.021786928176879883,,
24,0.7841023802757263,0.02269601821899414,,
25,0.7570241689682007,0.0235137939453125,,
26,0.8505028486251831,0.02431011199951172,,
27,0.8061039447784424,0.02509284019470215,,
28,0.8059797883033752,0.025862932205200195,,
29,0.8105176687240601,0.02664780616760254,,
30,0.8642607927322388,0.027421951293945312,0.53515625,0.46204236149787903
31,0.7554693818092346,0.02980208396911621,,
32,0.8260485529899597,0.030625104904174805,,
33,0.856100857257843,0.03152012825012207,,
34,0.698699951171875,0.032340049743652344,,
35,0.7056819796562195,0.03314495086669922,,
36,0.7701371312141418,0.03396892547607422,,
37,0.8679760098457336,0.0348207950592041,,
38,0.7825271487236023,0.0356748104095459,,
39,0.8159658908843994,0.03651785850524902,,
40,0.81733238697052,0.037405967712402344,0.5390625,0.4403509497642517
41,0.6820709109306335,0.040280818939208984,,
42,0.8840543627738953,0.04118680953979492,,
43,0.8579879999160767,0.042096853256225586,,
44,0.700912594795227,0.042987823486328125,,
45,0.719184160232544,0.04387998580932617,,
46,0.7437816262245178,0.04475593566894531,,
47,0.8139550685882568,0.04566693305969238,,
48,0.7566952109336853,0.04658389091491699,,
49,0.8127192258834839,0.04760003089904785,,
50,0.7192713022232056,0.04865097999572754,0.546875,0.41922301054000854
