step,train_loss,train_accuracy,learning_rate,wall_clock_time_sec,ce_loss,pairwise_loss,resistance_supervision_loss,val_accuracy,val_ece
1,2.302640914916992,0.125,0.001,0.009344339370727539,2.302640914916992,0.0,0.0,,
2,2.3011646270751953,0.1875,0.001,0.022496938705444336,2.3011646270751953,0.0,0.0,,
3,2.30273699760437,0.140625,0.001,0.03949856758117676,2.30273699760437,0.0,0.0,,
4,2.3010787963867188,0.09375,0.001,0.05233907699584961,2.3010787963867188,0.0,0.0,,
5,2.3005435466766357,0.125,0.001,0.06531167030334473,2.3005435466766357,0.0,0.0,,
6,2.300346851348877,0.078125,0.001,0.07811880111694336,2.300346851348877,0.0,0.0,,
7,2.3032126426696777,0.09375,0.001,0.09017229080200195,2.3032126426696777,0.0,0.0,,
8,2.295215368270874,0.125,0.001,0.10497760772705078,2.295215368270874,0.0,0.0,,
9,2.2981793880462646,0.078125,0.001,0.11938357353210449,2.2981793880462646,0.0,0.0,,
10,2.298316717147827,0.078125,0.001,0.13180184364318848,2.298316717147827,0.0,0.0,,
11,2.2919960021972656,0.140625,0.001,0.14607834815979004,2.2919960021972656,0.0,0.0,,
12,2.285719156265259,0.15625,0.001,0.15917730331420898,2.285719156265259,0.0,0.0,,
13,2.2793197631835938,0.171875,0.001,0.172133207321167,2.2793197631835938,0.0,0.0,,
14,2.274383068084717,0.171875,0.001,0.18578171730041504,2.274383068084717,0.0,0.0,,
15,2.2787551879882812,0.109375,0.001,0.2000713348388672,2.2787551879882812,0.0,0.0,,
16,2.255223035812378,0.265625,0.001,0.2158975601196289,2.255223035812378,0.0,0.0,,
17,2.243086099624634,0.25,0.001,0.23333001136779785,2.243086099624634,0.0,0.0,,
18,2.234574556350708,0.203125,0.001,0.24931097030639648,2.234574556350708,0.0,0.0,,
19,2.2270445823669434,0.171875,0.001,0.2644386291503906,2.2270445823669434,0.0,0.0,,
20,2.170799732208252,0.296875,0.001,0.27764248847961426,2.170799732208252,0.0,0.0,,
21,2.142554998397827,0.328125,0.001,0.2910115718841553,2.142554998397827,0.0,0.0,,
22,2.129556894302368,0.21875,0.001,0.3061716556549072,2.129556894302368,0.0,0.0,,
23,2.084442138671875,0.1875,0.001,0.32174134254455566,2.084442138671875,0.0,0.0,,
24,2.072336435317993,0.21875,0.001,0.3379058837890625,2.072336435317993,0.0,0.0,,
25,1.9933640956878662,0.265625,0.001,0.3538656234741211,1.9933640956878662,0.0,0.0,0.24609375,0.07529419660568237
26,1.913425087928772,0.3125,0.001,0.4476463794708252,1.913425087928772,0.0,0.0,,
27,1.9907265901565552,0.234375,0.001,0.46289634704589844,1.9907265901565552,0.0,0.0,,
28,1.9075732231140137,0.125,0.001,0.4809737205505371,1.9075732231140137,0.0,0.0,,
29,1.8291053771972656,0.265625,0.001,0.5002355575561523,1.8291053771972656,0.0,0.0,,
30,1.9765822887420654,0.15625,0.001,0.515322208404541,1.9765822887420654,0.0,0.0,,
31,1.9428668022155762,0.171875,0.001,0.5361907482147217,1.9428668022155762,0.0,0.0,,
32,1.7768288850784302,0.265625,0.001,0.5594019889831543,1.7768288850784302,0.0,0.0,,
33,1.8490418195724487,0.140625,0.001,0.5773029327392578,1.8490418195724487,0.0,0.0,,
34,1.808349847793579,0.203125,0.001,0.5942318439483643,1.808349847793579,0.0,0.0,,
35,1.5737558603286743,0.421875,0.001,0.6080920696258545,1.5737558603286743,0.0,0.0,,
36,1.8033382892608643,0.234375,0.001,0.6214220523834229,1.8033382892608643,0.0,0.0,,
37,2.058042526245117,0.15625,0.001,0.6345994472503662,2.058042526245117,0.0,0.0,,
38,2.1875433921813965,0.140625,0.001,0.6473004817962646,2.1875433921813965,0.0,0.0,,
39,1.9821361303329468,0.140625,0.001,0.6601004600524902,1.9821361303329468,0.0,0.0,,
40,1.8695200681686401,0.171875,0.001,0.674187183380127,1.8695200681686401,0.0,0.0,,
41,1.666032075881958,0.34375,0.001,0.6885104179382324,1.666032075881958,0.0,0.0,,
42,1.7813318967819214,0.21875,0.001,0.7029550075531006,1.7813318967819214,0.0,0.0,,
43,1.7602375745773315,0.25,0.001,0.7167501449584961,1.7602375745773315,0.0,0.0,,
