drive_mean,drive_std,resistance_mean,resistance_std,energy_mean,energy_std,gate_mean,gate_std,ambiguity_mean,ambiguity_std,ambiguity_weight_mean,ambiguity_weight_std,sample_uncertainty_mean,sample_uncertainty_std,prototype_diversity_penalty_mean,prototype_diversity_penalty_std,gate_activation_rate
0.005277153104543686,0.1505109667778015,0.12060830742120743,0.3056968152523041,-0.8680785894393921,0.334020733833313,0.2689446210861206,9.608180698705837e-05,0.10902883857488632,0.11216507107019424,0.006666666362434626,0.0,0.6931471824645996,0.0,0.014997271820902824,0.0,0.2689446210861206
-0.0033457549288868904,0.22232455015182495,0.12080229073762894,0.306403249502182,-0.8689567446708679,0.3321971893310547,0.2689429521560669,0.00019176311616320163,0.1531161516904831,0.1376188099384308,0.013333332724869251,0.0,0.6937739849090576,0.00021866956376470625,0.014762451872229576,0.0,0.2689429521560669
-0.004834588151425123,0.2646973431110382,0.12096104025840759,0.30691903829574585,-0.8689934015274048,0.3321073353290558,0.2689650058746338,0.0002943936560768634,0.21059060096740723,0.16340456902980804,0.019999999552965164,0.0,0.6930607557296753,0.00021303432004060596,0.014619256369769573,0.0,0.2689650058746338
-0.005456360522657633,0.29463326930999756,0.12115909159183502,0.3073531985282898,-0.868923544883728,0.3322277069091797,0.2689880132675171,0.000372864946257323,0.254152774810791,0.17091670632362366,0.026666665449738503,0.0,0.6917721033096313,0.00039328105049207807,0.014363840222358704,0.0,0.2689880132675171
-0.005905150901526213,0.3074243366718292,0.12123285979032516,0.3076780438423157,-0.8688356876373291,0.33222904801368713,0.2690141797065735,0.00043261857354082167,0.27326932549476624,0.20007692277431488,0.03333333879709244,0.0,0.6903117299079895,0.0007837681914679706,0.014200378209352493,0.0,0.2690141797065735
-0.00407495629042387,0.32857513427734375,0.12154541164636612,0.3085520267486572,-0.8684597611427307,0.33281683921813965,0.26905691623687744,0.0004928295966237783,0.3267725110054016,0.2310473769903183,0.03999999910593033,0.0,0.6888396739959717,0.001100814901292324,0.013997936621308327,0.0,0.26905691623687744
-0.004741632379591465,0.3499838709831238,0.121817447245121,0.3093947768211365,-0.8682543039321899,0.33291125297546387,0.2691059708595276,0.0005534375668503344,0.3635767102241516,0.22003711760044098,0.046666666865348816,0.0,0.6873341202735901,0.0009160645422525704,0.013845019973814487,0.0,0.2691059708595276
-0.0009776066290214658,0.35473722219467163,0.12202709168195724,0.31024107336997986,-0.8676396012306213,0.3338210880756378,0.26916033029556274,0.0006145566003397107,0.3873611390590668,0.26091739535331726,0.053333330899477005,0.0,0.685942530632019,0.0013095465255901217,0.013712765648961067,0.0,0.26916033029556274
-0.0013688913313671947,0.3706012964248657,0.12225767225027084,0.3111865520477295,-0.8673219680786133,0.3338381052017212,0.26923418045043945,0.0006756099755875766,0.40928974747657776,0.26742023229599,0.05999999865889549,0.0,0.6846350431442261,0.001682056812569499,0.013663536868989468,0.0,0.26923418045043945
0.003215930424630642,0.3769238293170929,0.12267783284187317,0.3126870095729828,-0.8665074706077576,0.334835410118103,0.2693222761154175,0.0007288834312930703,0.45260563492774963,0.2616896331310272,0.06666667759418488,0.0,0.683213472366333,0.0019841818138957024,0.013637172058224678,0.0,0.2693222761154175
0.0004891479620710015,0.38953396677970886,0.12233728915452957,0.3129676580429077,-0.8662411570549011,0.3342175781726837,0.2694333791732788,0.0007904400117695332,0.44027480483055115,0.2646355628967285,0.07333333790302277,0.0,0.6814247369766235,0.0026573026552796364,0.013695989735424519,0.0,0.2694333791732788
