drive_mean,drive_std,resistance_mean,resistance_std,energy_mean,energy_std,null_weight_mean,null_weight_std,update_strength_mean,update_strength_std,update_gate_mean,update_gate_std,attractor_diversity
2.1228748664725572e-05,0.0009092956897802651,0.6932085156440735,0.0005639154696837068,-0.12146851420402527,9.6306306659244e-05,0.1014590933918953,2.620141685838462e-06,0.8985409140586853,2.6142938622797374e-06,0.10184334963560104,5.07288768858416e-06,0.09055542200803757
