step,train_loss,final_metric,best_metric,message_norm_mean,update_norm_mean,wall_clock_time_sec,step_time_sec,peak_memory_mb,nan_inf_count
1,0.0,1.0,1.0,0.09111235290765762,0.9087105989456177,0.0037970542907714844,0.0037975311279296875,9.39404296875,0.0
