step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier
1,0.8241118788719177,0.140625,0.0020072460174560547,,,,
2,0.8074500560760498,0.1796875,0.004126310348510742,,,,
3,0.8102967739105225,0.1640625,0.007170200347900391,,,,
4,0.8034399747848511,0.171875,0.01028132438659668,,,,
5,0.7726123332977295,0.28125,0.012158393859863281,,,,
6,0.7577863335609436,0.2734375,0.01532745361328125,,,,
7,0.7618114948272705,0.2734375,0.0175931453704834,,,,
8,0.7305368781089783,0.3828125,0.019697189331054688,,,,
9,0.7343998551368713,0.3984375,0.022272109985351562,,,,
10,0.7269713878631592,0.3046875,0.025373220443725586,0.44140625,0.7056807279586792,0.0995696410536766,0.5124691128730774
11,0.7142981886863708,0.421875,0.028876066207885742,,,,
12,0.693091630935669,0.46875,0.031385183334350586,,,,
13,0.6789121031761169,0.5703125,0.03386807441711426,,,,
14,0.6943970918655396,0.46875,0.03570222854614258,,,,
15,0.6652011275291443,0.640625,0.037348270416259766,,,,
16,0.6570030450820923,0.6015625,0.03946423530578613,,,,
17,0.629544734954834,0.6875,0.04274725914001465,,,,
18,0.6451202630996704,0.6171875,0.04459428787231445,,,,
19,0.6141037940979004,0.8125,0.046538352966308594,,,,
20,0.6041253209114075,0.7734375,0.050051212310791016,0.75,0.6064440608024597,0.17601627111434937,0.4151866137981415
21,0.6084935069084167,0.7734375,0.0538182258605957,,,,
22,0.5896915793418884,0.7890625,0.056437015533447266,,,,
23,0.5824409127235413,0.8359375,0.059496402740478516,,,,
24,0.5829070806503296,0.8515625,0.06180310249328613,,,,
25,0.548191487789154,0.859375,0.06483721733093262,,,,
26,0.5501511693000793,0.859375,0.06806612014770508,,,,
27,0.577563464641571,0.8203125,0.07039308547973633,,,,
28,0.5342527031898499,0.921875,0.07281613349914551,,,,
29,0.47339242696762085,0.96875,0.07602715492248535,,,,
30,0.5578207969665527,0.8046875,0.0783853530883789,0.8671875,0.516313374042511,0.2281922847032547,0.3315868377685547
31,0.5493216514587402,0.859375,0.08245134353637695,,,,
32,0.49751177430152893,0.8984375,0.08536505699157715,,,,
33,0.46642717719078064,0.9296875,0.08751940727233887,,,,
34,0.5034468173980713,0.875,0.09056520462036133,,,,
35,0.47013819217681885,0.9140625,0.09354114532470703,,,,
36,0.41361773014068604,0.9375,0.09562134742736816,,,,
37,0.4275542199611664,0.953125,0.09866023063659668,,,,
38,0.43662095069885254,0.9140625,0.1011362075805664,,,,
39,0.47715243697166443,0.875,0.10350418090820312,,,,
40,0.4866175353527069,0.875,0.10600614547729492,0.921875,0.42223137617111206,0.22459501028060913,0.2488870918750763
