step,train_loss,wall_clock_time_sec,eval_accuracy,eval_selective_aurc,eval_update_strength_mean,eval_update_strength_severity_corr
1,0.7155839204788208,0.007450103759765625,,,,
2,0.7225378155708313,0.014630556106567383,,,,
3,0.6658585667610168,0.02156829833984375,,,,
4,0.6686809062957764,0.02840447425842285,,,,
5,0.6792594790458679,0.035268545150756836,,,,
6,0.6949562430381775,0.042616844177246094,,,,
7,0.7166344523429871,0.049806833267211914,,,,
8,0.7028687596321106,0.05600166320800781,,,,
9,0.6802293658256531,0.061695098876953125,,,,
10,0.6914498805999756,0.06817960739135742,,,,
11,0.7126970887184143,0.0755307674407959,,,,
12,0.6903432607650757,0.0830545425415039,,,,
13,0.7054210305213928,0.08972740173339844,,,,
14,0.6364989280700684,0.09784245491027832,,,,
15,0.6763911247253418,0.10647869110107422,,,,
16,0.6928725242614746,0.11729621887207031,,,,
17,0.6809766888618469,0.12839126586914062,,,,
18,0.6884300708770752,0.1333916187286377,,,,
19,0.7098966836929321,0.1383802890777588,,,,
20,0.7170575857162476,0.1433260440826416,,,,
21,0.6909916400909424,0.14965391159057617,,,,
22,0.6630374193191528,0.15715694427490234,,,,
23,0.6871377825737,0.164323091506958,,,,
24,0.678425133228302,0.17174434661865234,,,,
25,0.649737536907196,0.17823505401611328,0.5947265625,0.36796531081199646,0.5061084032058716,0.12890902161598206
26,0.6721115112304688,0.23794341087341309,,,,
27,0.666964590549469,0.24315428733825684,,,,
28,0.6890978217124939,0.24765276908874512,,,,
29,0.6801100969314575,0.25272583961486816,,,,
30,0.6810079216957092,0.2581191062927246,,,,
31,0.6856904029846191,0.2635645866394043,,,,
32,0.6392913460731506,0.2701714038848877,,,,
33,0.6607489585876465,0.2760283946990967,,,,
34,0.6441468596458435,0.2821345329284668,,,,
35,0.6226254105567932,0.28791117668151855,,,,
36,0.6413407921791077,0.29512619972229004,,,,
37,0.6234719157218933,0.3064248561859131,,,,
38,0.6477156281471252,0.3130660057067871,,,,
39,0.6366987228393555,0.3203701972961426,,,,
40,0.6382489204406738,0.3270988464355469,,,,
41,0.6243213415145874,0.334362268447876,,,,
42,0.6646439433097839,0.34105491638183594,,,,
43,0.6541659832000732,0.3475220203399658,,,,
44,0.6487708687782288,0.35242390632629395,,,,
45,0.6537540555000305,0.3573601245880127,,,,
46,0.6451839208602905,0.3625364303588867,,,,
47,0.646848201751709,0.3696415424346924,,,,
48,0.6018015146255493,0.3768036365509033,,,,
49,0.6243965029716492,0.38373231887817383,,,,
50,0.6367025375366211,0.39071154594421387,0.67578125,0.23268704116344452,0.5144053101539612,0.13063468039035797
51,0.5992969870567322,0.4384622573852539,,,,
52,0.6443582773208618,0.44356298446655273,,,,
53,0.6343252658843994,0.4487185478210449,,,,
54,0.5814707279205322,0.45404696464538574,,,,
55,0.6165614724159241,0.459993839263916,,,,
56,0.6165624856948853,0.46588921546936035,,,,
57,0.6289751529693604,0.47362232208251953,,,,
58,0.6475450992584229,0.4791412353515625,,,,
59,0.6225503087043762,0.4846806526184082,,,,
60,0.5966619849205017,0.4900784492492676,,,,
