step,train_loss,wall_clock_time_sec,eval_accuracy,eval_selective_aurc,eval_null_weight_mean,eval_null_severity_corr,eval_update_strength_mean,eval_update_strength_severity_corr
1,0.7357995510101318,0.005690574645996094,,,,,,
2,0.7517971396446228,0.01018214225769043,,,,,,
3,0.6964721083641052,0.015228986740112305,,,,,,
4,0.7066308259963989,0.020133256912231445,,,,,,
5,0.7972952127456665,0.025600433349609375,,,,,,
6,0.6789613962173462,0.0317230224609375,,,,,,
7,0.6486341953277588,0.038065195083618164,,,,,,
8,0.7613856196403503,0.04476666450500488,,,,,,
9,0.6995964050292969,0.051067352294921875,,,,,,
10,0.7425624132156372,0.05735659599304199,,,,,,
11,0.698681116104126,0.06387710571289062,,,,,,
12,0.6718925833702087,0.07014083862304688,,,,,,
13,0.7177057862281799,0.07647585868835449,,,,,,
14,0.7517105340957642,0.08262205123901367,,,,,,
15,0.6606371402740479,0.08826065063476562,,,,,,
16,0.7900598049163818,0.09387636184692383,,,,,,
17,0.7110996246337891,0.10008096694946289,,,,,,
18,0.6132022142410278,0.10649466514587402,,,,,,
19,0.6033041477203369,0.11193680763244629,,,,,,
20,0.6700253486633301,0.11701250076293945,,,,,,
21,0.6580297350883484,0.12194013595581055,,,,,,
22,0.693006157875061,0.12702417373657227,,,,,,
23,0.7038083672523499,0.13298392295837402,,,,,,
24,0.6584780216217041,0.14153051376342773,,,,,,
25,0.6308611631393433,0.14913344383239746,0.55859375,0.398373007774353,0.3826547861099243,-0.08917038142681122,0.6173450946807861,0.08917037397623062
26,0.6783666014671326,0.20614910125732422,,,,,,
27,0.6757230162620544,0.21458101272583008,,,,,,
28,0.7152383923530579,0.22266530990600586,,,,,,
29,0.6733705997467041,0.23130226135253906,,,,,,
30,0.7272115349769592,0.2406151294708252,,,,,,
31,0.6357504725456238,0.24900078773498535,,,,,,
32,0.6736544370651245,0.2553384304046631,,,,,,
33,0.6651614308357239,0.26326680183410645,,,,,,
34,0.6846067309379578,0.27036619186401367,,,,,,
35,0.6820205450057983,0.2794637680053711,,,,,,
36,0.6600580811500549,0.2884206771850586,,,,,,
