step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier,val_support_evidence_corr,val_conflict_corr
1,0.6882007122039795,0.578125,0.009682893753051758,,,,,,
2,0.6888450384140015,0.5546875,0.02012181282043457,,,,,,
3,0.6933150291442871,0.515625,0.027755022048950195,,,,,,
4,0.6924238204956055,0.5234375,0.03543591499328613,,,,,,
5,0.6996651887893677,0.4765625,0.04170393943786621,,,,,,
6,0.6922901272773743,0.5234375,0.04799699783325195,,,,,,
7,0.7029743194580078,0.4375,0.053761959075927734,,,,,,
8,0.6962469816207886,0.484375,0.06044793128967285,,,,,,
9,0.693401575088501,0.5078125,0.0661470890045166,,,,,,
10,0.6911355257034302,0.5390625,0.07195281982421875,0.4609375,0.6956440210342407,0.05261176824569702,0.5024961829185486,-0.0471947118639946,0.06745580583810806
11,0.6918344497680664,0.53125,0.08220601081848145,,,,,,
12,0.6919524669647217,0.53125,0.0877838134765625,,,,,,
13,0.691692054271698,0.5390625,0.09427499771118164,,,,,,
14,0.694398820400238,0.4765625,0.10064005851745605,,,,,,
15,0.6926734447479248,0.515625,0.10556912422180176,,,,,,
16,0.6942890882492065,0.4765625,0.11298584938049316,,,,,,
17,0.6927511692047119,0.515625,0.12021899223327637,,,,,,
18,0.6951974630355835,0.4375,0.12757301330566406,,,,,,
19,0.6931591033935547,0.5,0.13512301445007324,,,,,,
20,0.6933695673942566,0.484375,0.14185690879821777,0.5234375,0.6930814981460571,0.022703886032104492,0.4999343454837799,-0.05538397282361984,-0.03680681437253952
21,0.6929563283920288,0.5546875,0.15116381645202637,,,,,,
22,0.6934484839439392,0.484375,0.1576368808746338,,,,,,
23,0.6923375129699707,0.5390625,0.16315197944641113,,,,,,
24,0.6955215334892273,0.4375,0.16958904266357422,,,,,,
25,0.6925132870674133,0.5234375,0.17654991149902344,,,,,,
26,0.6939454674720764,0.4921875,0.18293499946594238,,,,,,
27,0.694449245929718,0.46875,0.18994474411010742,,,,,,
28,0.6938397288322449,0.484375,0.19571900367736816,,,,,,
29,0.6931034922599792,0.4921875,0.2025768756866455,,,,,,
30,0.6939591765403748,0.40625,0.2090010643005371,0.50390625,0.6931430101394653,0.0019537806510925293,0.49999576807022095,0.07899516820907593,0.04736310988664627
31,0.6926283240318298,0.5859375,0.21855688095092773,,,,,,
32,0.6935030817985535,0.4921875,0.22514891624450684,,,,,,
33,0.6911519765853882,0.5546875,0.23094773292541504,,,,,,
34,0.6964778304100037,0.453125,0.23713898658752441,,,,,,
35,0.6950322389602661,0.4765625,0.24354195594787598,,,,,,
36,0.6909093856811523,0.5390625,0.2499380111694336,,,,,,
37,0.6902312636375427,0.546875,0.2556281089782715,,,,,,
38,0.6946659088134766,0.4921875,0.2618739604949951,,,,,,
39,0.6962454915046692,0.4765625,0.2691018581390381,,,,,,
40,0.6954066753387451,0.484375,0.2770359516143799,0.5546875,0.6893318891525269,0.03316545486450195,0.4961868226528168,-0.005942757707089186,-0.00928525347262621
