accuracy,nll,brier,ece,group0_accuracy,group1_accuracy,worst_group_accuracy,group_accuracy_gap,group0_nll,group1_nll,worst_group_nll,group_nll_gap,group0_positive_rate,group1_positive_rate,positive_rate_gap,uncertainty_error_auc,resistance_error_auc,resistance_mean,energy_error_auc,diag_edge_drive_mean,diag_edge_drive_std,diag_edge_resistance_mean,diag_edge_resistance_std,diag_edge_energy_mean,diag_edge_energy_std,diag_edge_output_mean,diag_edge_output_std
0.611328125,0.6816134452819824,0.4884909987449646,0.08812308311462402,0.7108082175254822,0.5112634301185608,0.5112634301185608,0.1995447874069214,0.669331431388855,0.6939677000045776,0.6939677000045776,0.024636268615722656,0.3193768262863159,0.7541625499725342,0.43478572368621826,0.556387186050415,0.4089256227016449,0.24943532049655914,0.5654700994491577,-0.002184764016419649,0.11374475806951523,0.24943184852600098,0.2837371528148651,-0.007262976840138435,0.013939234428107738,0.001301019685342908,0.0736602172255516
0.5146484375,0.7336840033531189,0.536960244178772,0.14958444237709045,0.5121713876724243,0.5171400308609009,0.5121713876724243,0.0049686431884765625,0.731468677520752,0.7359123826026917,0.7359123826026917,0.004443705081939697,0.2901655435562134,0.28991183638572693,0.0002537071704864502,0.5847208499908447,0.3529888987541199,0.27551764249801636,0.46679699420928955,-0.015286486595869064,0.14226165413856506,0.27555349469184875,0.35302287340164185,-0.02328469417989254,0.05114014819264412,0.00131310080178082,0.1426425278186798
0.453125,0.9734506607055664,0.7214926481246948,0.3306686282157898,0.44498541951179504,0.4613124132156372,0.44498541951179504,0.016326993703842163,0.9795370697975159,0.9673285484313965,0.9795370697975159,0.012208521366119385,0.40019476413726807,0.40058764815330505,0.0003928840160369873,0.5778084397315979,0.354140043258667,0.31141167879104614,0.35237357020378113,-0.013793434016406536,0.21304845809936523,0.3109966814517975,0.41031041741371155,-0.03235481679439545,0.0895775631070137,0.0026283697225153446,0.21375782787799835
0.44189453125,1.1746296882629395,0.8304988741874695,0.3965889811515808,0.43524831533432007,0.4485798180103302,0.43524831533432007,0.013331502676010132,1.1821765899658203,1.1670383214950562,1.1821765899658203,0.01513826847076416,0.4508276581764221,0.4348677694797516,0.015959888696670532,0.5477888584136963,0.3574232757091522,0.3462786078453064,0.34689849615097046,0.0212162546813488,0.2881920337677002,0.34522902965545654,0.45794278383255005,-0.029593881219625473,0.1056007370352745,0.0028566629625856876,0.27216431498527527
0.44482421875,1.303045630455017,0.8715623617172241,0.42094722390174866,0.4381694495677948,0.45151811838150024,0.4381694495677948,0.013348668813705444,1.3180210590362549,1.2879821062088013,1.3180210590362549,0.030038952827453613,0.4732230007648468,0.45935356616973877,0.013869434595108032,0.5435568690299988,0.3628784120082855,0.3785926401615143,0.3641971945762634,0.06355646252632141,0.3628931939601898,0.37714534997940063,0.4954928159713745,-0.02228979766368866,0.12058662623167038,0.0009868228808045387,0.31865137815475464
0.447265625,1.429091215133667,0.9036452174186707,0.4356704652309418,0.44498541951179504,0.4495592415332794,0.44498541951179504,0.004573822021484375,1.4521886110305786,1.4058581590652466,1.4521886110305786,0.04633045196533203,0.43524831533432007,0.4554358422756195,0.02018752694129944,0.5362287163734436,0.3745920658111572,0.41314971446990967,0.3552307188510895,0.10317626595497131,0.4387727975845337,0.41085100173950195,0.5441955924034119,-0.011010054498910904,0.1412576287984848,0.0011586036998778582,0.3609936237335205
0.44482421875,1.4644702672958374,0.9083406925201416,0.43473923206329346,0.44498541951179504,0.44466209411621094,0.44466209411621094,0.00032332539558410645,1.4749425649642944,1.4539365768432617,1.4749425649642944,0.021005988121032715,0.5228822231292725,0.5014691352844238,0.021413087844848633,0.5173608660697937,0.36857444047927856,0.4333916902542114,0.5288465619087219,0.1442234069108963,0.5048256516456604,0.43050891160964966,0.5739728212356567,0.0022809025831520557,0.16832119226455688,-0.0009768956806510687,0.39885053038597107
0.44921875,1.48777174949646,0.9029614925384521,0.4305305480957031,0.44985395669937134,0.4485798180103302,0.4485798180103302,0.0012741386890411377,1.4977977275848389,1.4776866436004639,1.4977977275848389,0.020111083984375,0.4829601049423218,0.48383936285972595,0.0008792579174041748,0.5165327191352844,0.3754018247127533,0.4576570391654968,0.6253334283828735,0.1709003746509552,0.5649056434631348,0.4540497064590454,0.6100701093673706,0.012771150097250938,0.2050093710422516,-0.002214648760855198,0.4332024157047272
0.44775390625,1.5626274347305298,0.9149235486984253,0.4377765655517578,0.4479065239429474,0.447600394487381,0.447600394487381,0.00030612945556640625,1.5643390417099,1.5609055757522583,1.5643390417099,0.0034334659576416016,0.49269717931747437,0.5044074058532715,0.01171022653579712,0.5149620175361633,0.37408918142318726,0.47212228178977966,0.6203579902648926,0.2086769938468933,0.6308302283287048,0.46856918931007385,0.6593348383903503,0.03050428256392479,0.24958892166614532,-0.00436006486415863,0.48510465025901794
0.46240234375,1.5510634183883667,0.889784574508667,0.42245781421661377,0.45764362812042236,0.4671890139579773,0.45764362812042236,0.009545385837554932,1.5441176891326904,1.5580497980117798,1.5580497980117798,0.013932108879089355,0.4907497763633728,0.45935356616973877,0.03139621019363403,0.517741858959198,0.3713222146034241,0.49412137269973755,0.6235763430595398,0.2279006540775299,0.6765096783638,0.48963993787765503,0.6918941736221313,0.04153469204902649,0.2878960967063904,-0.005190182011574507,0.5211939215660095
